nameKor,﻿Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Miles Price
블루 큐트 타일 바닥,7221,cute blue-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCute02.png,780,195,너굴 상점,,파란색,파란색,구매가능,No,,NA
빨간 큐트 타일 바닥,7220,cute red-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCute01.png,780,195,너굴 상점,,빨간색,분홍색,구매가능,No,,NA
하얀 큐트 타일 바닥,7219,cute white-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCute00.png,780,195,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
노란 큐트 타일 바닥,7222,cute yellow-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCute03.png,780,195,너굴 상점,,노란색,노란색,구매가능,No,,NA
큐트 페인트 마룻바닥,5070,cute-paint flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorColorfulWood00.png,2200,550,너굴 상점,,분홍색,주황색,구매가능,No,,NA
초원 바닥,5005,daisy meadow,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorGrassland00.png,3000,750,사하라,,초록색,초록색,비매품,No,,NA
다크 헤링본 바닥,5062,dark herringbone flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHerringbone01.png,1200,300,너굴 상점,,갈색,갈색,구매가능,No,,NA
어두운 쪽모이 바닥,5025,dark parquet flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCountry01.png,1560,390,너굴 상점,,검정색,회색,구매가능,No,,NA
어두운 나무 바닥,4992,dark wood-pattern flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimpleParquet01.png,1500,375,너굴 상점,,검정색,검정색,구매가능,No,,NA
다크 나무 블록 바닥,5035,dark-block flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParquet01.png,1380,345,너굴 상점,,갈색,갈색,구매가능,No,,NA
다크 초콜릿 바닥,5050,dark-chocolates flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorChocolate00.png,3000,750,사하라,,갈색,갈색,비매품,No,,NA
땅속 바닥,5011,dig-site flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorStratum00.png,3000,750,사하라,,갈색,베이지색,비매품,No,,NA
흙 바닥,4981,dirt flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCottonSoil00.png,3000,750,사하라,,갈색,검정색,비매품,No,,NA
들판 바닥,4980,field flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorFarm00.png,3000,750,사하라,,갈색,갈색,비매품,No,,NA
플래그스톤 바닥,5031,flagstone flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorFlagStone00.png,1700,425,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
플라워 모자이크 타일 바닥,4993,floral mosaic-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMosaicTile00.png,1080,270,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
꽃무늬 돗자리 바닥,4977,floral rush-mat flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRush00.png,3000,750,사하라,,하얀색,하얀색,비매품,No,,NA
흐르는 강 바닥,5273,flowing-river flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorRiver00.png,3000,750,사하라,,회색,하늘색,비매품,No,,NA
버섯숲 바닥,7186,forest flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMushForest00.png,NFS,35000,제작,,갈색,갈색,비매품,Yes,,NA
오버 테크놀로지 바닥,5250,future-tech flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorTechnology00.png,3000,750,사하라,,검정색,검정색,비매품,No,,NA
은하계 바닥,5269,galaxy flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorGalaxy00.png,NFS,7500,제작,,파란색,파란색,비매품,Yes,,NA
쓰레기장 바닥,5236,garbage-heap flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorGarbage00.png,NFS,120,제작,,하얀색,하얀색,비매품,Yes,,NA
기린 무늬 바닥,4961,giraffe-print flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorAnimal01.png,1300,325,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
금색 패턴 바닥,5064,gold iron-parquet flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParquetIron00.png,2350,587,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
황금 바닥,5021,golden flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorGold00.png,NFS,40000,제작,,노란색,노란색,비매품,Yes,,NA
자갈 바닥,4978,gravel flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorGravel00.png,3000,750,사하라,,회색,회색,비매품,No,,NA
그레이 아가일 타일 바닥,5080,gray argyle-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorArgyleTile00.png,1440,360,너굴 상점,,회색,하얀색,구매가능,No,,NA
흑백 데코타일 바닥,5046,gray vinyl flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTileChecker00.png,1150,287,너굴 상점,,회색,하얀색,구매가능,No,,NA
초록 꽃무늬 마룻바닥,6847,green floral flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDecoWood03.png,1520,380,너굴 상점,,초록색,초록색,구매가능,No,,NA
초록 육각 타일 바닥,5041,green honeycomb tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHoneycomb02.png,1420,355,너굴 상점,,초록색,초록색,구매가능,No,,NA
그린 복고풍 바닥,5045,green retro flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorKitchen01.png,1540,385,너굴 상점,,초록색,초록색,구매가능,No,,NA
그린 고무 바닥,4952,green rubber flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRubber00.png,850,212,너굴 상점,,초록색,초록색,구매가능,No,,NA
초록 데코타일 바닥,5048,green vinyl flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTileChecker02.png,1150,287,너굴 상점,,초록색,하얀색,구매가능,No,,NA
초록 웨딩 바닥,12434,green wedding flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMarbleTile02.png,3000,750,웨딩 이벤트,,None,None,비매품,No,,NA
초록 페인트 마룻바닥,5058,green-paint flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPaintWood01.png,1040,260,너굴 상점,,초록색,초록색,구매가능,No,,NA
삼잎 타일 바닥,4972,hexagonal floral flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHempTile00.png,860,215,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
고속도로 바닥,5237,highway flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHighway00.png,3000,750,사하라,,회색,베이지색,비매품,No,,NA
벌집 바닥,4999,honeycomb flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHoney00.png,NFS,3000,제작,,노란색,노란색,비매품,Yes,,NA
아이스 바닥,5516,ice flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorIce00.png,NFS,8200,제작,,하늘색,하늘색,비매품,Yes,,NA
빙하 바닥,5253,iceberg flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorIceFloe00.png,NFS,4000,제작,,하얀색,하늘색,비매품,Yes,,NA
왕조 바닥,5012,imperial tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDynasty00.png,3000,750,사하라,,하얀색,회색,비매품,No,,NA
체크 매트 바닥,4955,jointed-mat flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorJointMat00.png,1050,262,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
정글 바닥,5515,jungle flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorJungle00.png,NFS,2200,제작,,초록색,초록색,비매품,Yes,,NA
어지러운 바닥,5076,kitschy tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorKitschTile00.png,1280,320,너굴 상점,,분홍색,하얀색,구매가능,No,,NA
용암 바닥,5274,lava flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorVolcano00.png,3000,750,사하라,,검정색,주황색,비매품,No,,NA
표범 무늬 바닥,4959,leopard-print flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorAnimal00.png,1300,325,너굴 상점,,주황색,갈색,구매가능,No,,NA
라이트 헤링본 바닥,5061,light herringbone flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHerringbone00.png,1200,300,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
밝은 쪽모이 바닥,5022,light parquet flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCountry00.png,1560,390,너굴 상점,,베이지색,갈색,구매가능,No,,NA
밝은 나무 바닥,4991,light wood-pattern flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimpleParquet00.png,1500,375,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
로비 바닥,5034,lobby flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorLobby00.png,3000,750,사하라,,보라색,검정색,비매품,No,,NA
달표면 바닥,4968,lunar surface,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorLunar00.png,NFS,7500,제작,,하얀색,회색,비매품,Yes,,NA
물결무늬 바닥,5024,marine pop flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorFishPop00.png,2020,505,너굴 상점,,파란색,파란색,구매가능,No,,NA
민트 도트 카펫 바닥,5026,mint dot flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDot01.png,800,200,너굴 상점,,초록색,초록색,구매가능,No,,NA
믹스우드 바닥,5044,modern wood flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMixwood00.png,1280,320,너굴 상점,,갈색,갈색,구매가능,No,,NA
돈다발 바닥,4986,money flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorBill00.png,NFS,25000,제작,,하얀색,하얀색,비매품,Yes,,NA
흑백 도트 카펫 바닥,5023,monochromatic dot flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDot00.png,800,200,너굴 상점,,회색,하얀색,구매가능,No,,NA
흑백 패널 카펫 바닥,5067,monochromatic tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPanel00.png,1620,405,너굴 상점,,검정색,하얀색,구매가능,No,,NA
이끼 낀 바닥,5234,mossy-garden flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMoss00.png,3000,750,사하라,,초록색,초록색,비매품,No,,NA
내추럴 나무 블록 바닥,5033,natural-block flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParquet00.png,1380,345,너굴 상점,,갈색,베이지색,구매가능,No,,NA
Nook Inc. 마룻바닥,6005,Nook Inc. flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorFirst00.png,24000,6000,너굴 마일 교환,,갈색,갈색,비매품,No,,1200
오아시스 바닥,5255,oasis flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorOasis00.png,3000,750,사하라,,베이지색,하늘색,비매품,No,,NA
옐로그린 모로칸 타일 바닥,6928,olive desert-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMorocco03.png,2100,525,너굴 상점,,노란색,갈색,구매가능,No,,NA
오렌지 밀리터리 바닥,6845,orange camo flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCamouflage03.png,1320,330,너굴 상점,,주황색,주황색,구매가능,No,,NA
오렌지색 복고풍 바닥,5043,orange retro flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorKitchen00.png,1540,385,너굴 상점,,주황색,주황색,구매가능,No,,NA
아틀리에 바닥,4988,paintball flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorAtelier00.png,3000,750,사하라,,하얀색,컬러풀,비매품,No,,NA
궁전 바닥,5051,palace tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPalace00.png,3000,750,사하라,,하얀색,하얀색,비매품,No,,NA
주차장 바닥,4997,parking flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParking00.png,3000,750,사하라,,검정색,회색,비매품,No,,NA
파티 바닥,5241,party flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParty00.png,NFS,370,생일,,컬러풀,회색,비매품,No,,NA
파스텔 퍼즐 바닥,4956,pastel puzzle flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPuzzleMat00.png,1450,362,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
패치워크 타일 바닥,4995,patchwork-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPatchworkTile00.png,2100,525,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
레드우드 마룻바닥,5019,pine-board flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimple00.png,2500,625,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
핑크 페인트 마룻바닥,5059,pink-paint flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPaintWood02.png,1040,260,너굴 상점,,분홍색,분홍색,구매가능,No,,NA
퍼플 밀리터리 바닥,5017,purple camo flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCamouflage02.png,1320,330,너굴 상점,,보라색,보라색,구매가능,No,,NA
퍼플 모로칸 타일 바닥,6927,purple desert-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMorocco02.png,2100,525,너굴 상점,,보라색,하얀색,구매가능,No,,NA
퍼플 퍼즐 바닥,7185,purple puzzle flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPuzzleMat03.png,1450,362,너굴 상점,,보라색,컬러풀,구매가능,No,,NA
피라미드 바닥,5054,pyramid tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorEgypt00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,NA
경주 트랙 바닥,4996,racetrack flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorAthletics00.png,3000,750,사하라,,초록색,초록색,비매품,No,,NA
폐허 바닥,5240,ramshackle flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRuins00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,NA
랜덤 사각 타일 바닥,4973,random-square-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSquareTile00.png,1360,340,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
라탄 바닥,4967,rattan flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRattan00.png,1100,275,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
레드 도트 카펫 바닥,5027,red dot flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDot02.png,800,200,너굴 상점,,빨간색,빨간색,구매가능,No,,NA
적흑 데코타일 바닥,5047,red-and-black vinyl flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTileChecker01.png,1150,287,너굴 상점,,빨간색,회색,구매가능,No,,NA
빨간 벽돌 바닥,4975,red-brick flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorBrick01.png,1040,260,너굴 상점,,빨간색,갈색,구매가능,No,,NA
바위 산 바닥,5239,rocky-mountain flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRock00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,NA
장미 카펫 바닥,4958,rose flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRoseCarpet00.png,2200,550,너굴 상점,,빨간색,빨간색,구매가능,No,,NA
로즈우드 바닥,5063,rosewood flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRoseWood00.png,2420,605,너굴 상점,,회색,회색,구매가능,No,,NA
고무 타일 바닥,5163,rubber-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRubberTile00.png,700,175,너굴 상점,,회색,회색,구매가능,No,,NA
파란 테두리 일본식 바닥,5079,rush tatami,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTatami01.png,2200,550,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
바둑판무늬 일본식 바닥,5078,rush tatami flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTatamiPanel01.png,2200,550,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
사막 바닥,4983,Saharah's desert,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDesert00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,NA
벚꽃색 우드 바닥,5056,sakura-wood flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSolidWood00.png,NFS,3200,제작,,분홍색,분홍색,비매품,Yes,,NA
공터 바닥,4985,sandlot,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorEmptyLot00.png,3000,750,사하라,,노란색,베이지색,비매품,No,,NA
모래사장 바닥,4970,sandy-beach flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSand00.png,NFS,4120,제작,,베이지색,베이지색,비매품,Yes,,NA
우주선 바닥,5270,sci-fi flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorSF00.png,NFS,7500,제작,,검정색,검정색,비매품,Yes,,NA
대각선 횡단보도,5010,scramble crosswalk,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorScramble00.png,3000,750,사하라,,회색,회색,비매품,No,,NA
세피아 퍼즐 바닥,7184,sepia puzzle flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPuzzleMat02.png,1450,362,너굴 상점,,컬러풀,컬러풀,구매가능,No,,NA
갑판 바닥,4950,ship deck,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSeaView00.png,4000,1000,너굴 상점,,베이지색,베이지색,구매가능,No,,NA
보도블록 바닥,5008,sidewalk flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSidewalk01.png,3000,750,사하라,,회색,갈색,비매품,No,,NA
파란 심플 카펫 바닥,5001,simple blue flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimpleCarpet01.png,1500,375,너굴 상점,,파란색,파란색,구매가능,No,,NA
보라 심플 카펫 바닥,5003,simple purple flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimpleCarpet03.png,1500,375,너굴 상점,,보라색,보라색,구매가능,No,,NA
빨간 심플 카펫 바닥,5000,simple red flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimpleCarpet00.png,1500,375,너굴 상점,,빨간색,빨간색,구매가능,No,,NA
하얀 심플 카펫 바닥,5004,simple white flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimpleCarpet04.png,1500,375,너굴 상점,,하얀색,하얀색,구매가능,No,,NA
스키장 바닥,4989,ski-slope flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorGelande00.png,NFS,3200,제작,,하얀색,하얀색,비매품,Yes,,NA
해골 바닥,5248,skull-print flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSkull00.png,3000,750,너굴 상점,,검정색,검정색,구매가능,No,,NA
