nameKor	Internal ID	Name	Image	Buy	Sell	Source	Source Notes	Color 1	Color 2	Catalog	DIY	Size	Variant ID	Variation	Body Title	Pattern	Pattern Title	Kit Cost	Customize
안데스의 사진	6621	Amelia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
안데스의 사진	6621	Amelia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
안데스의 사진	6621	Amelia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
안데스의 사진	6621	Amelia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
안데스의 사진	6621	Amelia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
안데스의 사진	6621	Amelia's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlPbr01_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
아롱이의 사진	6743	Anabelle's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
아롱이의 사진	6743	Anabelle's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
아롱이의 사진	6743	Anabelle's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
아롱이의 사진	6743	Anabelle's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
아롱이의 사진	6743	Anabelle's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
아롱이의 사진	6743	Anabelle's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
아롱이의 사진	6743	Anabelle's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
아롱이의 사진	6743	Anabelle's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt03_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
안쵸비의 사진	6582	Anchovy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
안쵸비의 사진	6582	Anchovy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
안쵸비의 사진	6582	Anchovy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
안쵸비의 사진	6582	Anchovy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
안쵸비의 사진	6582	Anchovy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
안쵸비의 사진	6582	Anchovy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
안쵸비의 사진	6582	Anchovy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
안쵸비의 사진	6582	Anchovy's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBrd02_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
반데스의 사진	6704	Angus's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
반데스의 사진	6704	Angus's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
반데스의 사진	6704	Angus's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
반데스의 사진	6704	Angus's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
반데스의 사진	6704	Angus's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
반데스의 사진	6704	Angus's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
반데스의 사진	6704	Angus's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
반데스의 사진	6704	Angus's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlBul00_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
라자냐의 사진	6598	Anicotti's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
라자냐의 사진	6598	Anicotti's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
라자냐의 사진	6598	Anicotti's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
라자냐의 사진	6598	Anicotti's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
라자냐의 사진	6598	Anicotti's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
라자냐의 사진	6598	Anicotti's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
라자냐의 사진	6598	Anicotti's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
라자냐의 사진	6598	Anicotti's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlMus10_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
클레오의 사진	6766	Ankha's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
클레오의 사진	6766	Ankha's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
클레오의 사진	6766	Ankha's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
클레오의 사진	6766	Ankha's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
클레오의 사진	6766	Ankha's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
클레오의 사진	6766	Ankha's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
클레오의 사진	6766	Ankha's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
클레오의 사진	6766	Ankha's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlCat19_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
설백의 사진	6765	Annalisa's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
설백의 사진	6765	Annalisa's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
설백의 사진	6765	Annalisa's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
설백의 사진	6765	Annalisa's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
설백의 사진	6765	Annalisa's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
설백의 사진	6765	Annalisa's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_5_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	5_0	Colorful	Frame			1	Yes
설백의 사진	6765	Annalisa's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_6_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	6_0	Silver	Frame			1	Yes
설백의 사진	6765	Annalisa's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlAnt08_Remake_7_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	7_0	Gold	Frame			1	Yes
실부플레의 사진	6548	Annalise's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_0_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	0_0	Natural wood	Frame			1	Yes
실부플레의 사진	6548	Annalise's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_1_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	1_0	Dark wood	Frame			1	Yes
실부플레의 사진	6548	Annalise's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_2_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	2_0	Pastel	Frame			1	Yes
실부플레의 사진	6548	Annalise's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_3_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	3_0	White	Frame			1	Yes
실부플레의 사진	6548	Annalise's photo	https://acnhcdn.com/latest/FtrIcon/BromideNpcNmlHrs09_Remake_4_0.png	null	10	주민 친밀도 최대일 때				카탈로그 내 없음	No	1x1	4_0	Pop	Frame			1	Yes
