nameKor	Internal ID	Name	Storage Image	Buy	Sell	Source	Source Notes	Color 1	Color 2	Catalog	DIY	Size	Closet Image	Seasonal Availability	Style	Label Themes	Variation	Villager Equippable	Miles Price
슬링백	11980	crossbody bag	https://acnhcdn.com/latest/FtrIcon/BagBackpackBody1.png	700	175	패트릭		초록색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackBody1.png	일 년 내내	활동적인	데일리;아웃도어;스포츠	Green	No	
슬링백	11981	crossbody bag	https://acnhcdn.com/latest/FtrIcon/BagBackpackBody2.png	700	175	패트릭		노란색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackBody2.png	일 년 내내	활동적인	데일리;아웃도어;스포츠	Yellow	No	
슬링백	11982	crossbody bag	https://acnhcdn.com/latest/FtrIcon/BagBackpackBody3.png	700	175	패트릭		하얀색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackBody3.png	일 년 내내	활동적인	데일리;아웃도어;스포츠	White	No	
크로스 보스턴백	7485	crossbody boston bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderDrum0.png	1680	420	패트릭		빨간색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderDrum0.png	일 년 내내	심플한	데일리;아웃도어;스포츠	Red	No	
크로스 보스턴백	12011	crossbody boston bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderDrum1.png	1680	420	패트릭		파란색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderDrum1.png	일 년 내내	심플한	데일리;아웃도어;스포츠	Blue	No	
DAL 가방	12131	DAL backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackDal0.png	NFS	1010	도도항공	DAL 우편으로 옴	파란색	검정색	비매품	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackDal0.png	일 년 내내	쿨한	아웃도어;바캉스	Blue	No	
드라이백	7471	dry bag	https://acnhcdn.com/latest/FtrIcon/BagBackpackDry0.png	1040	260	패트릭		노란색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackDry0.png	일 년 내내	활동적인	아웃도어;스포츠	Yellow	No	
드라이백	11964	dry bag	https://acnhcdn.com/latest/FtrIcon/BagBackpackDry1.png	1040	260	패트릭		파란색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackDry1.png	일 년 내내	활동적인	아웃도어;스포츠	Blue	No	
파티 가방	7305	evening bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderParty0.png	1250	312	패트릭		분홍색	노란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderParty0.png	일 년 내내	귀여운	포멀;파티	Pink	No	
파티 가방	11976	evening bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderParty1.png	1250	312	패트릭		파란색	노란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderParty1.png	일 년 내내	귀여운	포멀;파티	Blue	No	
파티 가방	11977	evening bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderParty2.png	1250	312	패트릭		검정색	노란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderParty2.png	일 년 내내	귀여운	포멀;파티	Black	No	
커다란 배낭	7505	extra-large backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackMountain0.png	2100	525	패트릭		빨간색	빨간색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackMountain0.png	일 년 내내	활동적인	아웃도어;스포츠	Red	No	
커다란 배낭	11971	extra-large backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackMountain1.png	2100	525	패트릭		초록색	초록색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackMountain1.png	일 년 내내	활동적인	아웃도어;스포츠	Green	No	
커다란 배낭	11972	extra-large backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackMountain2.png	2100	525	패트릭		검정색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackMountain2.png	일 년 내내	활동적인	아웃도어;스포츠	Black	No	
커다란 배낭	11973	extra-large backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackMountain3.png	2100	525	패트릭		파란색	파란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackMountain3.png	일 년 내내	활동적인	아웃도어;스포츠	Blue	No	
인조털 가방	7480	faux-fur bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderFakefur0.png	1400	350	패트릭		분홍색	노란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderFakefur0.png	일 년 내내	귀여운	포멀;파티	Pink	No	
인조털 가방	12003	faux-fur bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderFakefur1.png	1400	350	패트릭		보라색	노란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderFakefur1.png	일 년 내내	귀여운	포멀;파티	Purple	No	
물고기 미니백	7477	fish pochette	https://acnhcdn.com/latest/FtrIcon/BagShoulderFish0.png	NFS	210	낚시대회		하늘색	파란색	비매품	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderFish0.png	일 년 내내	귀여운	포멀;파티	Blue	No	
폴드오버 배낭	7507	foldover-top backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackLid0.png	1300	325	패트릭		초록색	베이지색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackLid0.png	일 년 내내	활동적인	아웃도어;스포츠	Green	No	
폴드오버 배낭	12016	foldover-top backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackLid1.png	1300	325	패트릭		파란색	하늘색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackLid1.png	일 년 내내	활동적인	아웃도어;스포츠	Blue	No	
폴드오버 배낭	12017	foldover-top backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackLid2.png	1300	325	패트릭		회색	하얀색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackLid2.png	일 년 내내	활동적인	아웃도어;스포츠	Gray	No	
폴드오버 배낭	12018	foldover-top backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackLid3.png	1300	325	패트릭		분홍색	보라색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackLid3.png	일 년 내내	활동적인	아웃도어;스포츠	Pink	No	
봄의 물방울 숄더백	7486	gumdrop shoulder bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderPattern0.png	2000	500	패트릭		분홍색	초록색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderPattern0.png	일 년 내내	심플한	데일리;릴렉스	Pop	No	
봄의 물방울 숄더백	12012	gumdrop shoulder bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderPattern1.png	2000	500	패트릭		보라색	하늘색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderPattern1.png	일 년 내내	심플한	데일리;릴렉스	Cool	No	
손뜨개 파우치	7482	hand-knit pouch	https://acnhcdn.com/latest/FtrIcon/BagShoulderRace0.png	1250	312	패트릭		초록색	초록색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderRace0.png	일 년 내내	우아한	바캉스	Green	No	
손뜨개 파우치	12004	hand-knit pouch	https://acnhcdn.com/latest/FtrIcon/BagShoulderRace1.png	1250	312	패트릭		보라색	보라색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderRace1.png	일 년 내내	우아한	바캉스	Purple	No	
하드 케이스 배낭	7512	hard-shell backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackHardshell0.png	1680	420	패트릭		파란색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackHardshell0.png	일 년 내내	쿨한	아웃도어;비즈니스	Blue	No	
하드 케이스 배낭	10184	hard-shell backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackHardshell1.png	1680	420	패트릭		빨간색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackHardshell1.png	일 년 내내	쿨한	아웃도어;비즈니스	Red	No	
하드 케이스 배낭	11946	hard-shell backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackHardshell2.png	1680	420	패트릭		회색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackHardshell2.png	일 년 내내	쿨한	아웃도어;비즈니스	Silver	No	
주머니 가방	7508	knapsack	https://acnhcdn.com/latest/FtrIcon/BagBackpackKnapsack0.png	630	157	패트릭		파란색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackKnapsack0.png	일 년 내내	활동적인	데일리;아웃도어;스포츠	Blue	No	
주머니 가방	12019	knapsack	https://acnhcdn.com/latest/FtrIcon/BagBackpackKnapsack1.png	630	157	패트릭		검정색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackKnapsack1.png	일 년 내내	활동적인	데일리;아웃도어;스포츠	Black	No	
풀잎 니트 배낭	7511	knitted-grass backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackGrass0.png	NFS	400	제작		초록색	갈색	비매품	Yes	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackGrass0.png	일 년 내내	우아한	아웃도어;릴렉스;바캉스	Green	No	
지게	7498	log pack	https://acnhcdn.com/latest/FtrIcon/BagBackpackWood0.png	NFS	960	제작		갈색	베이지색	비매품	Yes	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackWood0.png	일 년 내내	심플한	메르헨;아웃도어	Brown	No	
단풍 미니백	7491	maple-leaf pochette	https://acnhcdn.com/latest/FtrIcon/BagShoulderMaple0.png	NFS	2400	제작		주황색	주황색	비매품	Yes	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderMaple0.png	일 년 내내	심플한	메르헨	Red	No	
메신저백	7470	messenger bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderMessenger0.png	840	210	패트릭		초록색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderMessenger0.png	일 년 내내	심플한	데일리;아웃도어;스포츠	Green	No	
메신저백	11978	messenger bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderMessenger1.png	840	210	패트릭		주황색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderMessenger1.png	일 년 내내	심플한	데일리;아웃도어;스포츠	Orange	No	
메신저백	11979	messenger bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderMessenger2.png	840	210	패트릭		검정색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderMessenger2.png	일 년 내내	심플한	데일리;아웃도어;스포츠	Black	No	
미니 가죽 가방	7504	mini pleather bag	https://acnhcdn.com/latest/FtrIcon/BagBackpackSmall0.png	1600	400	패트릭		하얀색	하얀색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackSmall0.png	일 년 내내	우아한	데일리;포멀;파티	White	No	
미니 가죽 가방	12015	mini pleather bag	https://acnhcdn.com/latest/FtrIcon/BagBackpackSmall1.png	1600	400	패트릭		검정색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackSmall1.png	일 년 내내	우아한	데일리;포멀;파티	Black	No	
엄마의 주머니 가방	7510	Mom's knapsack	https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt0.png	NFS	175	엄마		노란색	베이지색	비매품	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt0.png	일 년 내내	귀여운	릴렉스	M	No	
엄마의 주머니 가방	12148	Mom's knapsack	https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt1.png	NFS	175	엄마		회색	베이지색	비매품	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt1.png	일 년 내내	귀여운	릴렉스	Flowers	No	
엄마의 주머니 가방	12149	Mom's knapsack	https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt2.png	NFS	175	엄마		분홍색	베이지색	비매품	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt2.png	일 년 내내	귀여운	릴렉스	Polka dots	No	
엄마의 주머니 가방	12150	Mom's knapsack	https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt3.png	NFS	175	엄마		컬러풀	베이지색	비매품	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt3.png	일 년 내내	귀여운	릴렉스	Colorful quilt design	No	
엄마의 주머니 가방	12151	Mom's knapsack	https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt4.png	NFS	175	엄마		하늘색	베이지색	비매품	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt4.png	일 년 내내	귀여운	릴렉스	Cherries	No	
엄마의 주머니 가방	12152	Mom's knapsack	https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt5.png	NFS	175	엄마		파란색	베이지색	비매품	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt5.png	일 년 내내	귀여운	릴렉스	Denim with stripes	No	
엄마의 주머니 가방	12153	Mom's knapsack	https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt6.png	NFS	175	엄마		하얀색	베이지색	비매품	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt6.png	일 년 내내	귀여운	릴렉스	Forest print	No	
엄마의 주머니 가방	12154	Mom's knapsack	https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt7.png	NFS	175	엄마		주황색	베이지색	비매품	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt7.png	일 년 내내	귀여운	릴렉스	Chick	No	
Nook Inc. 주머니 가방	9761	Nook Inc. knapsack	https://acnhcdn.com/latest/FtrIcon/BagBackpackNook0.png	NFS	4000	너굴 마일 교환		갈색	노란색	비매품	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackNook0.png	일 년 내내	화려한	데일리	Brown	No	800
아웃도어 배낭	7501	outdoor backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackOutdoor0.png	1560	390	패트릭		초록색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackOutdoor0.png	일 년 내내	활동적인	아웃도어;스포츠	Avocado	No	
아웃도어 배낭	11969	outdoor backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackOutdoor1.png	1560	390	패트릭		주황색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackOutdoor1.png	일 년 내내	활동적인	아웃도어;스포츠	Orange	No	
아웃도어 배낭	11970	outdoor backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackOutdoor2.png	1560	390	패트릭		파란색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackOutdoor2.png	일 년 내내	활동적인	아웃도어;스포츠	Navy blue	No	
가죽 슬링백	7484	pleather crossbody bag	https://acnhcdn.com/latest/FtrIcon/BagBackpackBodybag0.png	1120	280	패트릭		파란색	갈색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackBodybag0.png	일 년 내내	쿨한	데일리;비즈니스	Navy blue	No	
가죽 슬링백	12005	pleather crossbody bag	https://acnhcdn.com/latest/FtrIcon/BagBackpackBodybag1.png	1120	280	패트릭		검정색	하얀색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackBodybag1.png	일 년 내내	쿨한	데일리;비즈니스	Black	No	
가죽 프린지백	7481	pleather fringe bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderFringe0.png	2400	600	패트릭		갈색	갈색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderFringe0.png	일 년 내내	우아한	데일리;포멀;파티	Camel	No	
가죽 프린지백	12010	pleather fringe bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderFringe1.png	2400	600	패트릭		하얀색	하얀색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderFringe1.png	일 년 내내	우아한	데일리;포멀;파티	White	No	
가죽 숄더백	7476	pleather shoulder bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderLeather0.png	2400	600	패트릭		갈색	갈색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderLeather0.png	일 년 내내	우아한	데일리;포멀	Brown	No	
가죽 숄더백	12009	pleather shoulder bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderLeather1.png	2400	600	패트릭		파란색	파란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderLeather1.png	일 년 내내	우아한	데일리;포멀	Navy blue	No	
스포츠백	7302	retro sports bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderSports0.png	1400	350	패트릭		하얀색	파란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderSports0.png	일 년 내내	활동적인	아웃도어;스포츠	Blue	No	
스포츠백	12007	retro sports bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderSports1.png	1400	350	패트릭		하얀색	빨간색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderSports1.png	일 년 내내	활동적인	아웃도어;스포츠	Red	No	
스포츠백	12008	retro sports bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderSports2.png	1400	350	패트릭		검정색	노란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderSports2.png	일 년 내내	활동적인	아웃도어;스포츠	Black	No	
사코슈	7304	sacoche bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderSacosh0.png	980	245	패트릭		파란색	초록색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderSacosh0.png	일 년 내내	활동적인	아웃도어;스포츠	Blue	No	
사코슈	11974	sacoche bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderSacosh1.png	980	245	패트릭		빨간색	노란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderSacosh1.png	일 년 내내	활동적인	아웃도어;스포츠	Red	No	
사코슈	11975	sacoche bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderSacosh2.png	980	245	패트릭		검정색	하얀색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderSacosh2.png	일 년 내내	활동적인	아웃도어;스포츠	Black	No	
조개 미니백	7494	shellfish pochette	https://acnhcdn.com/latest/FtrIcon/BagShoulderShell0.png	NFS	10800	제작		하얀색	하얀색	비매품	Yes	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderShell0.png	일 년 내내	귀여운	메르헨;바캉스	White	No	
눈꽃 미니백	7493	snowflake pochette	https://acnhcdn.com/latest/FtrIcon/BagShoulderSnow0.png	NFS	2400	제작		하늘색	하얀색	비매품	Yes	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderSnow0.png	일 년 내내	우아한	메르헨;파티;바캉스	White	No	
사각 배낭	7500	square backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackSquare0.png	1300	325	패트릭		노란색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackSquare0.png	일 년 내내	활동적인	데일리;아웃도어;스포츠	Yellow	No	
사각 배낭	11967	square backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackSquare1.png	1300	325	패트릭		분홍색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackSquare1.png	일 년 내내	활동적인	데일리;아웃도어;스포츠	Pink	No	
사각 배낭	11968	square backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackSquare2.png	1300	325	패트릭		초록색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackSquare2.png	일 년 내내	활동적인	데일리;아웃도어;스포츠	Green	No	
별무늬 미니백	7489	star pochette	https://acnhcdn.com/latest/FtrIcon/BagShoulderStar0.png	NFS	3000	제작		노란색	노란색	비매품	Yes	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderStar0.png	일 년 내내	귀여운	메르헨;파티;바캉스	Yellow	No	
라탄 미니백	7488	straw pochette	https://acnhcdn.com/latest/FtrIcon/BagShoulderRattan0.png	980	245	패트릭		갈색	갈색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderRattan0.png	일 년 내내	심플한	릴렉스;바캉스	Brown	No	
스터드 배낭	7503	studded backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackStuds0.png	1560	390	패트릭		검정색	노란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackStuds0.png	일 년 내내	쿨한	데일리;호러	Black	No	
스터드 배낭	12006	studded backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackStuds1.png	1560	390	패트릭		하얀색	회색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackStuds1.png	일 년 내내	쿨한	데일리;호러	White	No	
낚시 가방	7478	tackle bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderFishing0.png	NFS	175	낚시대회		파란색	주황색	비매품	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderFishing0.png	일 년 내내	활동적인	아웃도어;스포츠;비즈니스	Blue	No	
공구 가방	7497	tool bag	https://acnhcdn.com/latest/FtrIcon/BagShoulderTool0.png	910	227	패트릭		검정색	노란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderTool0.png	일 년 내내	활동적인	아웃도어;비즈니스	Black	No	
타운 배낭	6838	town backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackTown0.png	1040	260	패트릭		초록색	초록색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackTown0.png	일 년 내내	활동적인	데일리;아웃도어	Green	No	
타운 배낭	6839	town backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackTown1.png	1040	260	패트릭		주황색	주황색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackTown1.png	일 년 내내	활동적인	데일리;아웃도어	Orange	No	
타운 배낭	11944	town backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackTown2.png	1040	260	패트릭		파란색	파란색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackTown2.png	일 년 내내	활동적인	데일리;아웃도어	Blue	No	
타운 배낭	11945	town backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackTown3.png	1040	260	패트릭		빨간색	빨간색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackTown3.png	일 년 내내	활동적인	데일리;아웃도어	Red	No	
여행 파우치	2550	travel pouch	https://acnhcdn.com/latest/FtrIcon/BagShoulderTravel0.png	840	210	패트릭		분홍색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderTravel0.png	일 년 내내	활동적인	데일리;아웃도어	Pink	No	
여행 파우치	12000	travel pouch	https://acnhcdn.com/latest/FtrIcon/BagShoulderTravel1.png	840	210	패트릭		초록색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderTravel1.png	일 년 내내	활동적인	데일리;아웃도어	Green	No	
여행 파우치	12001	travel pouch	https://acnhcdn.com/latest/FtrIcon/BagShoulderTravel2.png	840	210	패트릭		하늘색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderTravel2.png	일 년 내내	활동적인	데일리;아웃도어	Light blue	No	
여행 파우치	12002	travel pouch	https://acnhcdn.com/latest/FtrIcon/BagShoulderTravel3.png	840	210	패트릭		보라색	검정색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagShoulderTravel3.png	일 년 내내	활동적인	데일리;아웃도어	Purple	No	
여행자의 배낭	7499	traveler's backpack	https://acnhcdn.com/latest/FtrIcon/BagBackpackJourney0.png	2940	735	패트릭		주황색	베이지색	구매가능	No	1x1	https://acnhcdn.com/latest/ClosetIcon/BagBackpackJourney0.png	일 년 내내	심플한	메르헨;아웃도어;비즈니스	Orange	No	
