nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation
아란 니트 양말,9062,Aran-knit socks,https://acnhcdn.com/latest/FtrIcon/SocksTexAlan5.png,720,180,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexAlan5.png,Winter,Simple,everyday; comfy,Black
아가일 양말,5806,argyle crew socks,https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle0.png,720,180,Able Sisters,Available from Able Sisters shop only,Blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexArgyle0.png,All Year,Elegant,everyday; formal; work,Blue
아가일 양말,9921,argyle crew socks,https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle1.png,720,180,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexArgyle1.png,All Year,Elegant,everyday; formal; work,Red
아가일 양말,9922,argyle crew socks,https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle2.png,720,180,Able Sisters,Available from Able Sisters shop only,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexArgyle2.png,All Year,Elegant,everyday; formal; work,Green
아가일 양말,9923,argyle crew socks,https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle3.png,720,180,Able Sisters,Available from Able Sisters shop only,Beige,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexArgyle3.png,All Year,Elegant,everyday; formal; work,Beige
아가일 양말,9924,argyle crew socks,https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle4.png,720,180,Able Sisters,Available from Able Sisters shop only,Gray,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexArgyle4.png,All Year,Elegant,everyday; formal; work,Gray
아가일 양말,9925,argyle crew socks,https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle5.png,720,180,Able Sisters,Available from Able Sisters shop only,White,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexArgyle5.png,All Year,Elegant,everyday; formal; work,White
아가일 양말,9926,argyle crew socks,https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle6.png,720,180,Able Sisters,Available from Able Sisters shop only,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexArgyle6.png,All Year,Elegant,everyday; formal; work,Orange
아가일 양말,9927,argyle crew socks,https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle7.png,720,180,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexArgyle7.png,All Year,Elegant,everyday; formal; work,Pink
리본 양말,4718,back-bow socks,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon0.png,600,150,Kicks,,Pink,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexRibbon0.png,All Year,Cute,everyday; fairy tale; party; vacation,Pink
리본 양말,9053,back-bow socks,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon1.png,600,150,Kicks,,Yellow,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexRibbon1.png,All Year,Cute,everyday; fairy tale; party; vacation,Yellow
리본 양말,9054,back-bow socks,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon2.png,600,150,Kicks,,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexRibbon2.png,All Year,Cute,everyday; fairy tale; party; vacation,Black
리본 양말,9055,back-bow socks,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon3.png,600,150,Kicks,,White,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexRibbon3.png,All Year,Cute,everyday; fairy tale; party; vacation,White
리본 양말,9056,back-bow socks,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon4.png,600,150,Kicks,,Light blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexRibbon4.png,All Year,Cute,everyday; fairy tale; party; vacation,Blue
리본 양말,9057,back-bow socks,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon5.png,600,150,Kicks,,Green,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexRibbon5.png,All Year,Cute,everyday; fairy tale; party; vacation,Peacock blue
접는 양말,5171,bobby socks,https://acnhcdn.com/latest/FtrIcon/SocksTexFolded0.png,480,120,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFolded0.png,All Year,Elegant,formal; work,White
접는 양말,10017,bobby socks,https://acnhcdn.com/latest/FtrIcon/SocksTexFolded1.png,480,120,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFolded1.png,All Year,Elegant,formal; work,Gray
접는 양말,10018,bobby socks,https://acnhcdn.com/latest/FtrIcon/SocksTexFolded2.png,480,120,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFolded2.png,All Year,Elegant,formal; work,Black
접는 양말,10019,bobby socks,https://acnhcdn.com/latest/FtrIcon/SocksTexFolded3.png,480,120,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFolded3.png,All Year,Elegant,formal; work,Brown
컬러 블록 양말,5180,color-blocked socks,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock0.png,840,210,Kicks,,Purple,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock0.png,All Year,Cute,everyday,Purple
컬러 블록 양말,9895,color-blocked socks,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock1.png,840,210,Kicks,,Green,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock1.png,All Year,Cute,everyday,Green
컬러 블록 양말,9896,color-blocked socks,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock2.png,840,210,Kicks,,Brown,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock2.png,All Year,Cute,everyday,Brown
컬러 블록 양말,9897,color-blocked socks,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock3.png,840,210,Kicks,,Blue,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock3.png,All Year,Cute,everyday,Blue
컬러 블록 양말,9898,color-blocked socks,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock4.png,840,210,Kicks,,Beige,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock4.png,All Year,Cute,everyday,Beige
컬러 블록 양말,9899,color-blocked socks,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock5.png,840,210,Kicks,,White,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock5.png,All Year,Cute,everyday,White
컬러 블록 양말,9900,color-blocked socks,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock6.png,840,210,Kicks,,Green,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock6.png,All Year,Cute,everyday,Lime
컬러 블록 양말,9901,color-blocked socks,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock7.png,840,210,Kicks,,Pink,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexMultiblock7.png,All Year,Cute,everyday,Pink
압박 타이츠,5170,compression tights,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression0.png,600,150,Kicks,,Black,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression0.png,All Year,Active,outdoorsy; sporty; work,Blue
압박 타이츠,9790,compression tights,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression1.png,600,150,Kicks,,Black,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression1.png,All Year,Active,outdoorsy; sporty; work,Yellow
압박 타이츠,9791,compression tights,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression2.png,600,150,Kicks,,Black,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression2.png,All Year,Active,outdoorsy; sporty; work,Pink
압박 타이츠,9792,compression tights,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression3.png,600,150,Kicks,,Black,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression3.png,All Year,Active,outdoorsy; sporty; work,Mint
압박 타이츠,9793,compression tights,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression4.png,600,150,Kicks,,Black,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCompression4.png,All Year,Active,outdoorsy; sporty; work,Red
컨트리 양말,6044,country socks,https://acnhcdn.com/latest/FtrIcon/SocksTexCountry0.png,720,180,Able Sisters,Available from Able Sisters shop only,White,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCountry0.png,All Year,Elegant,formal; work,Red ribbons
컨트리 양말,8942,country socks,https://acnhcdn.com/latest/FtrIcon/SocksTexCountry1.png,720,180,Able Sisters,Available from Able Sisters shop only,White,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCountry1.png,All Year,Elegant,formal; work,Green ribbons
컨트리 양말,8943,country socks,https://acnhcdn.com/latest/FtrIcon/SocksTexCountry2.png,720,180,Able Sisters,Available from Able Sisters shop only,White,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCountry2.png,All Year,Elegant,formal; work,Blue ribbons
컨트리 양말,8944,country socks,https://acnhcdn.com/latest/FtrIcon/SocksTexCountry3.png,720,180,Able Sisters,Available from Able Sisters shop only,White,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCountry3.png,All Year,Elegant,formal; work,Black ribbons
손뜨개 양말,5202,crocheted socks,https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting0.png,600,150,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCrocheting0.png,All Year,Elegant,everyday; comfy,Beige
손뜨개 양말,8939,crocheted socks,https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting1.png,600,150,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCrocheting1.png,All Year,Elegant,everyday; comfy,Gray
손뜨개 양말,8940,crocheted socks,https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting2.png,600,150,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCrocheting2.png,All Year,Elegant,everyday; comfy,Purple
손뜨개 양말,8941,crocheted socks,https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting3.png,600,150,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexCrocheting3.png,All Year,Elegant,everyday; comfy,Blue
데님 레깅스,4745,denim leggings,https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings0.png,540,135,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDenimleggings0.png,All Year,Simple,everyday; outdoorsy; sporty,Blue
데님 레깅스,9782,denim leggings,https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings1.png,540,135,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDenimleggings1.png,All Year,Simple,everyday; outdoorsy; sporty,Indigo blue
데님 레깅스,9783,denim leggings,https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings2.png,540,135,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDenimleggings2.png,All Year,Simple,everyday; outdoorsy; sporty,Saxon blue
데님 레깅스,9784,denim leggings,https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings3.png,540,135,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDenimleggings3.png,All Year,Simple,everyday; outdoorsy; sporty,Light blue
도트 니하이 삭스,12174,dotted knee-high socks,https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee0.png,720,180,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDotknee0.png,All Year,Cute,everyday,Black
도트 니하이 삭스,12179,dotted knee-high socks,https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee1.png,720,180,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDotknee1.png,All Year,Cute,everyday,Yellow
도트 니하이 삭스,12180,dotted knee-high socks,https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee2.png,720,180,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDotknee2.png,All Year,Cute,everyday,Cyan
도트 니하이 삭스,12181,dotted knee-high socks,https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee3.png,720,180,Able Sisters,Available from Able Sisters shop only,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDotknee3.png,All Year,Cute,everyday,Gray
꽃무늬 자수 타이츠,5204,embroidered-flower tights,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery0.png,1000,250,Able Sisters,Available from Able Sisters shop only,Brown,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery0.png,All Year,Cute,everyday; fairy tale; party,Brown
꽃무늬 자수 타이츠,9907,embroidered-flower tights,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery1.png,1000,250,Able Sisters,Available from Able Sisters shop only,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery1.png,All Year,Cute,everyday; fairy tale; party,Black
꽃무늬 자수 타이츠,9908,embroidered-flower tights,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery2.png,1000,250,Able Sisters,Available from Able Sisters shop only,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery2.png,All Year,Cute,everyday; fairy tale; party,Green
꽃무늬 자수 타이츠,9909,embroidered-flower tights,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery3.png,1000,250,Able Sisters,Available from Able Sisters shop only,Beige,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery3.png,All Year,Cute,everyday; fairy tale; party,Beige
꽃무늬 자수 타이츠,9910,embroidered-flower tights,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery4.png,1000,250,Able Sisters,Available from Able Sisters shop only,Blue,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery4.png,All Year,Cute,everyday; fairy tale; party,Blue
꽃무늬 자수 타이츠,9911,embroidered-flower tights,https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery5.png,1000,250,Able Sisters,Available from Able Sisters shop only,Purple,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexEmbroidery5.png,All Year,Cute,everyday; fairy tale; party,Purple
데일리 양말,9645,everyday socks,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks0.png,600,150,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks0.png,All Year,Simple,everyday; work,Brown
데일리 양말,10034,everyday socks,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks1.png,600,150,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks1.png,All Year,Simple,everyday; work,Black
데일리 양말,10035,everyday socks,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks2.png,600,150,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks2.png,All Year,Simple,everyday; work,Navy blue
데일리 양말,10036,everyday socks,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks3.png,600,150,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks3.png,All Year,Simple,everyday; work,Gray
데일리 양말,10037,everyday socks,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks4.png,600,150,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks4.png,All Year,Simple,everyday; work,Beige
데일리 양말,10038,everyday socks,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks5.png,600,150,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks5.png,All Year,Simple,everyday; work,White
데일리 타이츠,9581,everyday tights,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights0.png,720,180,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights0.png,All Year,Simple,everyday; work,Black
데일리 타이츠,9682,everyday tights,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights1.png,720,180,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights1.png,All Year,Simple,everyday; work,Light gray
데일리 타이츠,9683,everyday tights,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights2.png,720,180,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights2.png,All Year,Simple,everyday; work,Gray
데일리 타이츠,9684,everyday tights,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights3.png,720,180,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights3.png,All Year,Simple,everyday; work,White
데일리 타이츠,9685,everyday tights,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights4.png,720,180,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights4.png,All Year,Simple,everyday; work,Navy blue
데일리 타이츠,9686,everyday tights,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights5.png,720,180,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights5.png,All Year,Simple,everyday; work,Beige
망사 타이츠,3096,fishnet tights,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights0.png,480,120,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights0.png,All Year,Elegant,party; theatrical,Black
망사 타이츠,9659,fishnet tights,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights1.png,480,120,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights1.png,All Year,Elegant,party; theatrical,White
망사 타이츠,9660,fishnet tights,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights2.png,480,120,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights2.png,All Year,Elegant,party; theatrical,Red
플라워 도트 타이츠,5804,flowery-dot tights,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot0.png,720,180,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot0.png,All Year,Elegant,fairy tale; formal; party; theatrical,White
플라워 도트 타이츠,9917,flowery-dot tights,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot1.png,720,180,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot1.png,All Year,Elegant,fairy tale; formal; party; theatrical,Pink
플라워 도트 타이츠,9918,flowery-dot tights,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot2.png,720,180,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot2.png,All Year,Elegant,fairy tale; formal; party; theatrical,Blue
플라워 도트 타이츠,9919,flowery-dot tights,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot3.png,720,180,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot3.png,All Year,Elegant,fairy tale; formal; party; theatrical,Yellow
플라워 도트 타이츠,9920,flowery-dot tights,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot4.png,720,180,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot4.png,All Year,Elegant,fairy tale; formal; party; theatrical,Black
프릴 니하이 삭스,5172,frilly knee-high socks,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee0.png,840,210,Kicks,,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee0.png,All Year,Cute,everyday; fairy tale; party; theatrical,Black
프릴 니하이 삭스,11589,frilly knee-high socks,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee1.png,840,210,Kicks,,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee1.png,All Year,Cute,everyday; fairy tale; party; theatrical,Green
프릴 니하이 삭스,11590,frilly knee-high socks,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee2.png,840,210,Kicks,,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee2.png,All Year,Cute,everyday; fairy tale; party; theatrical,Red
프릴 니하이 삭스,11591,frilly knee-high socks,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee3.png,840,210,Kicks,,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee3.png,All Year,Cute,everyday; fairy tale; party; theatrical,Brown
프릴 니하이 삭스,11592,frilly knee-high socks,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee4.png,840,210,Kicks,,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee4.png,All Year,Cute,everyday; fairy tale; party; theatrical,Mint
프릴 니하이 삭스,11593,frilly knee-high socks,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee5.png,840,210,Kicks,,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee5.png,All Year,Cute,everyday; fairy tale; party; theatrical,Pink
프릴 니하이 삭스,11594,frilly knee-high socks,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee6.png,840,210,Kicks,,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee6.png,All Year,Cute,everyday; fairy tale; party; theatrical,Purple
