nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation
농구복 하의,11313,basketball shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball7.png,980,245,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball7.png,All Year,Active,sporty; work,Black
나팔바지,4364,bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms0.png,1320,330,Able Sisters,Available from Able Sisters shop only,Orange,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms0.png,All Year,Gorgeous,everyday,Orange
나팔바지,9270,bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms1.png,1320,330,Able Sisters,Available from Able Sisters shop only,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms1.png,All Year,Gorgeous,everyday,Brown
나팔바지,9271,bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms2.png,1320,330,Able Sisters,Available from Able Sisters shop only,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms2.png,All Year,Gorgeous,everyday,Beige
나팔바지,9272,bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms3.png,1320,330,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms3.png,All Year,Gorgeous,everyday,Green
나팔바지,9273,bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms4.png,1320,330,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms4.png,All Year,Gorgeous,everyday,Blue
벨트 랩 스커트,4545,belted wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap0.png,1040,260,Able Sisters,Available from Able Sisters shop only,Yellow,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap0.png,All Year,Simple,everyday; comfy,Yellow
벨트 랩 스커트,8721,belted wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap1.png,1040,260,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap1.png,All Year,Simple,everyday; comfy,Red
벨트 랩 스커트,8722,belted wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap2.png,1040,260,Able Sisters,Available from Able Sisters shop only,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap2.png,All Year,Simple,everyday; comfy,Green
벨트 랩 스커트,8723,belted wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap3.png,1040,260,Able Sisters,Available from Able Sisters shop only,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap3.png,All Year,Simple,everyday; comfy,Blue
보아 반바지,5419,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa0.png,1200,300,Able Sisters,Available from Able Sisters shop only,Purple,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa0.png,Winter,Active,everyday; outdoorsy,Purple
보아 반바지,9114,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa1.png,1200,300,Able Sisters,Available from Able Sisters shop only,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa1.png,Winter,Active,everyday; outdoorsy,Avocado
보아 반바지,9115,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa2.png,1200,300,Able Sisters,Available from Able Sisters shop only,Beige,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa2.png,Winter,Active,everyday; outdoorsy,Beige
보아 반바지,9116,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa3.png,1200,300,Able Sisters,Available from Able Sisters shop only,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa3.png,Winter,Active,everyday; outdoorsy,Blue
보아 반바지,9117,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa4.png,1200,300,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa4.png,Winter,Active,everyday; outdoorsy,Red
보아 반바지,9118,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa5.png,1200,300,Able Sisters,Available from Able Sisters shop only,Orange,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa5.png,Winter,Active,everyday; outdoorsy,Orange
보아 반바지,9119,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa6.png,1200,300,Able Sisters,Available from Able Sisters shop only,Light blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa6.png,Winter,Active,everyday; outdoorsy,Peacock blue
보아 반바지,9120,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa7.png,1200,300,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa7.png,Winter,Active,everyday; outdoorsy,Black
보아 스커트,5418,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa0.png,1300,325,Able Sisters,Available from Able Sisters shop only,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa0.png,Winter,Active,everyday; outdoorsy,Green
보아 스커트,9107,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa1.png,1300,325,Able Sisters,Available from Able Sisters shop only,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa1.png,Winter,Active,everyday; outdoorsy,Blue
보아 스커트,9108,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa2.png,1300,325,Able Sisters,Available from Able Sisters shop only,Purple,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa2.png,Winter,Active,everyday; outdoorsy,Purple
보아 스커트,9109,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa3.png,1300,325,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa3.png,Winter,Active,everyday; outdoorsy,Red
보아 스커트,9110,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa4.png,1300,325,Able Sisters,Available from Able Sisters shop only,Yellow,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa4.png,Winter,Active,everyday; outdoorsy,Yellow
보아 스커트,9111,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa5.png,1300,325,Able Sisters,Available from Able Sisters shop only,Light blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa5.png,Winter,Active,everyday; outdoorsy,Light blue
보아 스커트,9112,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa6.png,1300,325,Able Sisters,Available from Able Sisters shop only,Beige,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa6.png,Winter,Active,everyday; outdoorsy,Beige
보아 스커트,9113,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa7.png,1300,325,Able Sisters,Available from Able Sisters shop only,Brown,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa7.png,Winter,Active,everyday; outdoorsy,Brown
MA-1 스커트,5722,bomber-style skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone0.png,1320,330,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone0.png,All Year,Cool,everyday; outdoorsy,Avocado
MA-1 스커트,11663,bomber-style skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone1.png,1320,330,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone1.png,All Year,Cool,everyday; outdoorsy,Black
MA-1 스커트,11664,bomber-style skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone2.png,1320,330,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone2.png,All Year,Cool,everyday; outdoorsy,Blue
MA-1 스커트,11665,bomber-style skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone3.png,1320,330,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone3.png,All Year,Cool,everyday; outdoorsy,Brown
보태니컬 반바지,5854,botanical shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBotanical0.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBotanical0.png,Summer,Cool,comfy; vacation,Black
보태니컬 반바지,9193,botanical shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBotanical1.png,700,175,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBotanical1.png,Summer,Cool,comfy; vacation,White
박스 플리츠 스커트,5703,box-pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats0.png,1320,330,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats0.png,All Year,Simple,everyday; vacation,Light blue
박스 플리츠 스커트,11786,box-pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats1.png,1320,330,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats1.png,All Year,Simple,everyday; vacation,Beige
박스 플리츠 스커트,11787,box-pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats2.png,1320,330,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats2.png,All Year,Simple,everyday; vacation,Red
박스 플리츠 스커트,11788,box-pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats3.png,1320,330,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats3.png,All Year,Simple,everyday; vacation,Green
버튼 레이스 치마,5421,buttoned lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace0.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace0.png,Summer,Simple,everyday; fairy tale; comfy; vacation,Yellow
버튼 레이스 치마,8727,buttoned lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace1.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace1.png,Summer,Simple,everyday; fairy tale; comfy; vacation,White
버튼 레이스 치마,8728,buttoned lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace2.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace2.png,Summer,Simple,everyday; fairy tale; comfy; vacation,Pink
버튼 레이스 치마,8729,buttoned lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace3.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace3.png,Summer,Simple,everyday; fairy tale; comfy; vacation,Green
버튼 레이스 치마,8730,buttoned lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace4.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace4.png,Summer,Simple,everyday; fairy tale; comfy; vacation,Purple
단추 랩 스커트,5816,buttoned wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor0.png,1820,455,Able Sisters,Available from Able Sisters shop only,Gray,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor0.png,All Year,Elegant,everyday; formal,Gray
단추 랩 스커트,8731,buttoned wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor1.png,1820,455,Able Sisters,Available from Able Sisters shop only,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor1.png,All Year,Elegant,everyday; formal,Blue
단추 랩 스커트,8732,buttoned wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor2.png,1820,455,Able Sisters,Available from Able Sisters shop only,Orange,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor2.png,All Year,Elegant,everyday; formal,Orange
단추 랩 스커트,8733,buttoned wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor3.png,1820,455,Able Sisters,Available from Able Sisters shop only,Pink,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor3.png,All Year,Elegant,everyday; formal,Pink
단추 랩 스커트,8734,buttoned wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor4.png,1820,455,Able Sisters,Available from Able Sisters shop only,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor4.png,All Year,Elegant,everyday; formal,Green
단추 랩 스커트,8735,buttoned wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor5.png,1820,455,Able Sisters,Available from Able Sisters shop only,Purple,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor5.png,All Year,Elegant,everyday; formal,Purple
밀리터리 바지,3342,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage0.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage0.png,All Year,Cool,everyday; outdoorsy,Brown
밀리터리 바지,10185,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage1.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage1.png,All Year,Cool,everyday; outdoorsy,Avocado
밀리터리 바지,10186,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage2.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage2.png,All Year,Cool,everyday; outdoorsy,Pink
밀리터리 바지,10187,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage3.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage3.png,All Year,Cool,everyday; outdoorsy,Blue
밀리터리 바지,10188,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage4.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage4.png,All Year,Cool,everyday; outdoorsy,Gray
밀리터리 바지,10189,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage5.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage5.png,All Year,Cool,everyday; outdoorsy,Purple
밀리터리 바지,10190,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage6.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage6.png,All Year,Cool,everyday; outdoorsy,Red
