nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Type
하금테 안경,11070,browline glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassThurmont2.png,1040,260,Able Sisters,Available from Able Sisters shop only,Green,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassThurmont2.png,All Year,Simple,everyday; formal,Green,AccessoryEye
하금테 안경,11071,browline glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassThurmont3.png,1040,260,Able Sisters,Available from Able Sisters shop only,Gray,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassThurmont3.png,All Year,Simple,everyday; formal,Gray,AccessoryEye
풍선껌,5738,bubblegum,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBubblegum0.png,140,35,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthBubblegum0.png,All Year,Simple,comfy,Pink,AccessoryMouth
풍선껌,11027,bubblegum,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBubblegum1.png,140,35,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthBubblegum1.png,All Year,Simple,comfy,Blue,AccessoryMouth
풍선껌,11028,bubblegum,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBubblegum2.png,140,35,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthBubblegum2.png,All Year,Simple,comfy,Yellow,AccessoryMouth
풍선껌,11029,bubblegum,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBubblegum3.png,140,35,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthBubblegum3.png,All Year,Simple,comfy,Green,AccessoryMouth
풍선껌,11030,bubblegum,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBubblegum4.png,140,35,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthBubblegum4.png,All Year,Simple,comfy,White,AccessoryMouth
토끼 코,4600,bunny nose,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthRabbit0.png,560,140,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthRabbit0.png,All Year,Cute,fairy tale; party; theatrical,Pink,AccessoryMouthInvisibleNose
토끼 코,11023,bunny nose,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthRabbit1.png,560,140,Able Sisters,Available from Able Sisters shop only,Yellow,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthRabbit1.png,All Year,Cute,fairy tale; party; theatrical,Yellow,AccessoryMouthInvisibleNose
토끼 코,11024,bunny nose,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthRabbit2.png,560,140,Able Sisters,Available from Able Sisters shop only,White,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthRabbit2.png,All Year,Cute,fairy tale; party; theatrical,White,AccessoryMouthInvisibleNose
나비 선글라스,4608,butterfly shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassButterfly0.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassButterfly0.png,All Year,Cool,outdoorsy,Blue,AccessoryEye
나비 선글라스,11503,butterfly shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassButterfly1.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassButterfly1.png,All Year,Cool,outdoorsy,Red,AccessoryEye
나비 선글라스,11504,butterfly shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassButterfly2.png,1040,260,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassButterfly2.png,All Year,Cool,outdoorsy,Brown,AccessoryEye
슈가스컬 가면,5666,candy-skull mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthCatrina0.png,NFS,800,Gulliver,,White,Purple,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthCatrina0.png,All Year,Gorgeous,formal; party; theatrical,Purple,AccessoryEyeMouthInvisibleNose
슈가스컬 가면,11169,candy-skull mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthCatrina1.png,NFS,800,Gulliver,,White,Orange,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthCatrina1.png,All Year,Gorgeous,formal; party; theatrical,Orange,AccessoryEyeMouthInvisibleNose
슈가스컬 가면,11170,candy-skull mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthCatrina2.png,NFS,800,Gulliver,,White,Light blue,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthCatrina2.png,All Year,Gorgeous,formal; party; theatrical,Blue,AccessoryEyeMouthInvisibleNose
고양이 코,4483,cat nose,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthCat0.png,560,140,Able Sisters,Available from Able Sisters shop only,White,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthCat0.png,All Year,Cute,fairy tale; party; theatrical,White,AccessoryMouthInvisibleNose
고양이 코,11021,cat nose,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthCat1.png,560,140,Able Sisters,Available from Able Sisters shop only,Brown,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthCat1.png,All Year,Cute,fairy tale; party; theatrical,Brown,AccessoryMouthInvisibleNose
고양이 코,11022,cat nose,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthCat2.png,560,140,Able Sisters,Available from Able Sisters shop only,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthCat2.png,All Year,Cute,fairy tale; party; theatrical,Navy blue,AccessoryMouthInvisibleNose
오이 팩,4491,cucumber pack,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthCucumber.png,490,122,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthCucumber.png,All Year,Simple,comfy,Green,AccessoryMouth
꼬부랑 수염,4672,curly mustache,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthRollingmustacheBlack.png,700,175,Able Sisters,Available from Able Sisters shop only,Colorful,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthRollingmustacheBlack.png,All Year,Simple,fairy tale; formal; party,Black,AccessoryMouthEarJaw
사이버 선글라스,4552,cyber shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCyber0.png,1300,325,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCyber0.png,All Year,Active,party; theatrical,Red,AccessoryEye
사이버 선글라스,11498,cyber shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCyber1.png,1300,325,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCyber1.png,All Year,Active,party; theatrical,Black,AccessoryEye
사이버 선글라스,11499,cyber shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCyber2.png,1300,325,Able Sisters,Available from Able Sisters shop only,Gray,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCyber2.png,All Year,Active,party; theatrical,Silver,AccessoryEye
사이버 선글라스,11500,cyber shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCyber3.png,1300,325,Able Sisters,Available from Able Sisters shop only,Purple,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCyber3.png,All Year,Active,party; theatrical,Purple,AccessoryEye
사이버 선글라스,11501,cyber shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCyber4.png,1300,325,Able Sisters,Available from Able Sisters shop only,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCyber4.png,All Year,Active,party; theatrical,Green,AccessoryEye
사이버 선글라스,11502,cyber shades,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCyber5.png,1300,325,Able Sisters,Available from Able Sisters shop only,Yellow,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCyber5.png,All Year,Active,party; theatrical,Yellow,AccessoryEye
DAL 안대,12128,DAL eye mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDalmask0.png,NFS,1010,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,Blue,Blue,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDalmask0.png,All Year,Simple,comfy; vacation,Blue,AccessoryEye
DAL 선글라스,12129,DAL sunglasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDalglass0.png,NFS,1010,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,Yellow,Blue,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDalglass0.png,All Year,Gorgeous,comfy; vacation,Yellow,AccessoryEye
마스크,4451,doctor's mask,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthMaskWhite.png,140,35,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthMaskWhite.png,All Year,Simple,everyday; goth; comfy,White,AccessoryMouthEarJaw
강아지 코,5244,dog nose,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthDog0.png,560,140,Able Sisters,Available from Able Sisters shop only,White,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthDog0.png,All Year,Cute,fairy tale; party; theatrical,White,AccessoryMouthInvisibleNose
강아지 코,11025,dog nose,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthDog1.png,560,140,Able Sisters,Available from Able Sisters shop only,Orange,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthDog1.png,All Year,Cute,fairy tale; party; theatrical,Beige,AccessoryMouthInvisibleNose
강아지 코,11026,dog nose,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthDog2.png,560,140,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthDog2.png,All Year,Cute,fairy tale; party; theatrical,Black,AccessoryMouthInvisibleNose
더블 브리지 안경,4263,double-bridge glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDoublebridge0.png,1100,275,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDoublebridge0.png,All Year,Elegant,comfy; vacation; work,Gold,AccessoryEye
더블 브리지 안경,11076,double-bridge glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDoublebridge1.png,1100,275,Able Sisters,Available from Able Sisters shop only,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDoublebridge1.png,All Year,Elegant,comfy; vacation; work,Purple,AccessoryEye
더블 브리지 안경,11077,double-bridge glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDoublebridge2.png,1100,275,Able Sisters,Available from Able Sisters shop only,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDoublebridge2.png,All Year,Elegant,comfy; vacation; work,Silver,AccessoryEye
더블 브리지 안경,11078,double-bridge glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDoublebridge3.png,1100,275,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDoublebridge3.png,All Year,Elegant,comfy; vacation; work,Blue,AccessoryEye
빨대 안경,5773,drinking-straw glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthStraw0.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthStraw0.png,All Year,Active,comfy; vacation; work,Green,AcceEyeMouth
빨대 안경,11010,drinking-straw glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthStraw1.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthStraw1.png,All Year,Active,comfy; vacation; work,Blue,AcceEyeMouth
빨대 안경,11011,drinking-straw glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthStraw2.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthStraw2.png,All Year,Active,comfy; vacation; work,Pink,AcceEyeMouth
빨대 안경,11012,drinking-straw glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthStraw3.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthStraw3.png,All Year,Active,comfy; vacation; work,White,AcceEyeMouth
아이마스크,4425,eye mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask0.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMask0.png,All Year,Simple,comfy,Blue,AccessoryEye
아이마스크,11154,eye mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask1.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMask1.png,All Year,Simple,comfy,Pink,AccessoryEye
아이마스크,11155,eye mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask2.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMask2.png,All Year,Simple,comfy,Gray,AccessoryEye
아이마스크,11156,eye mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask3.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMask3.png,All Year,Simple,comfy,Green,AccessoryEye
아이마스크,11157,eye mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask4.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMask4.png,All Year,Simple,comfy,Orange,AccessoryEye
아이마스크,11158,eye mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMask5.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMask5.png,All Year,Simple,comfy,Red,AccessoryEye
검정 안대,4457,eye patch,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPatchBlack.png,140,35,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassPatchBlack.png,All Year,Cool,fairy tale; goth,Black,AccessoryOneEye
팩,4512,facial mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthPackWhite.png,560,140,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthPackWhite.png,All Year,Simple,goth; comfy,White,AcceEyeMouth
가짜 코,4496,fake nose,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthNoseRed.png,490,122,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthNoseRed.png,All Year,Cute,fairy tale; party; theatrical,Red,AcceEyeMouth
플라워 선글라스,5739,flower sunglasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower0.png,770,192,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassFlower0.png,All Year,Cute,party; vacation,Red,AccessoryEye
플라워 선글라스,11228,flower sunglasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower1.png,770,192,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassFlower1.png,All Year,Cute,party; vacation,Orange,AccessoryEye
플라워 선글라스,11229,flower sunglasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower2.png,770,192,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassFlower2.png,All Year,Cute,party; vacation,Blue,AccessoryEye
플라워 선글라스,11230,flower sunglasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower3.png,770,192,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassFlower3.png,All Year,Cute,party; vacation,Purple,AccessoryEye
플라워 선글라스,11231,flower sunglasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassFlower4.png,770,192,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassFlower4.png,All Year,Cute,party; vacation,Green,AccessoryEye
음식 부스러기,5857,food mess,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPasta.png,490,122,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPasta.png,All Year,Simple,comfy,Pasta,AccessoryMouth
코믹한 안경,4513,funny glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyes0.png,1100,275,Able Sisters,Available from Able Sisters shop only,Brown,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassEyes0.png,All Year,Cute,fairy tale; party; theatrical,Brown,AccessoryEye
코믹한 안경,11008,funny glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyes1.png,1100,275,Able Sisters,Available from Able Sisters shop only,Pink,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassEyes1.png,All Year,Cute,fairy tale; party; theatrical,Pink,AccessoryEye
코믹한 안경,11009,funny glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyes2.png,1100,275,Able Sisters,Available from Able Sisters shop only,Light blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassEyes2.png,All Year,Cute,fairy tale; party; theatrical,Blue,AccessoryEye
가스 마스크,4649,gas mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthGasmask0.png,1100,275,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthGasmask0.png,All Year,Cool,goth; work,Black,AcceEyeMouth
가스 마스크,11160,gas mask,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthGasmask1.png,1100,275,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthGasmask1.png,All Year,Cool,goth; work,Avocado,AcceEyeMouth
두꺼운 안경,4282,glass-bottle glasses,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBottleBlack.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBottleBlack.png,All Year,Simple,comfy; work,Black,AccessoryEye
턱수염,4676,goatee,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBeardChinBlack.png,980,245,Able Sisters,Available from Able Sisters shop only,Colorful,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthBeardChinBlack.png,All Year,Cool,everyday; comfy; theatrical,Black,AccessoryMouthEarJaw
물안경,4454,goggles,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles0.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGoggles0.png,Summer,Active,outdoorsy; sporty; vacation,Black,AccessoryEye
물안경,11484,goggles,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGoggles1.png,560,140,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGoggles1.png,Summer,Active,outdoorsy; sporty; vacation,Blue,AccessoryEye
