Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog,Internal ID
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks1.png,Black,No,600,150,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,10034
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks2.png,Navy blue,No,600,150,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,10035
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks3.png,Gray,No,600,150,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,10036
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks4.png,Beige,No,600,150,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,10037
everyday socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailysocks5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks5.png,White,No,600,150,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,10038
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights0.png,Black,No,720,180,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,9581
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights1.png,Light gray,No,720,180,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,9682
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights2.png,Gray,No,720,180,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,9683
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights3.png,White,No,720,180,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,9684
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights4.png,Navy blue,No,720,180,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,9685
everyday tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexDailytights5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights5.png,Beige,No,720,180,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; work,For sale,9686
fishnet tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights0.png,Black,No,480,120,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,party; theatrical,For sale,3096
fishnet tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights1.png,White,No,480,120,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,party; theatrical,For sale,9659
fishnet tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexAmitights2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights2.png,Red,No,480,120,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,party; theatrical,For sale,9660
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot0.png,White,No,720,180,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; formal; party; theatrical,For sale,5804
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot1.png,Pink,No,720,180,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; formal; party; theatrical,For sale,9917
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot2.png,Blue,No,720,180,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; formal; party; theatrical,For sale,9918
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot3.png,Yellow,No,720,180,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; formal; party; theatrical,For sale,9919
flowery-dot tights,https://acnhcdn.com/latest/ClosetIcon/SocksTexFlowerdot4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot4.png,Black,No,720,180,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,fairy tale; formal; party; theatrical,For sale,9920
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee0.png,Black,No,840,210,Black,White,1x1,Kicks,,All Year,Cute,everyday; fairy tale; party; theatrical,For sale,5172
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee1.png,Green,No,840,210,Green,White,1x1,Kicks,,All Year,Cute,everyday; fairy tale; party; theatrical,For sale,11589
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee2.png,Red,No,840,210,Red,White,1x1,Kicks,,All Year,Cute,everyday; fairy tale; party; theatrical,For sale,11590
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee3.png,Brown,No,840,210,Orange,White,1x1,Kicks,,All Year,Cute,everyday; fairy tale; party; theatrical,For sale,11591
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee4.png,Mint,No,840,210,Light blue,White,1x1,Kicks,,All Year,Cute,everyday; fairy tale; party; theatrical,For sale,11592
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee5.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee5.png,Pink,No,840,210,Pink,White,1x1,Kicks,,All Year,Cute,everyday; fairy tale; party; theatrical,For sale,11593
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee6.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee6.png,Purple,No,840,210,Purple,White,1x1,Kicks,,All Year,Cute,everyday; fairy tale; party; theatrical,For sale,11594
frilly knee-high socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilledknee7.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee7.png,Yellow,No,840,210,Yellow,White,1x1,Kicks,,All Year,Cute,everyday; fairy tale; party; theatrical,For sale,11595
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled0.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled0.png,White,No,720,180,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,everyday; fairy tale; formal; party,For sale,5174
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled1.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled1.png,Yellow,No,720,180,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,everyday; fairy tale; formal; party,For sale,8934
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled2.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled2.png,Pink,No,720,180,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,everyday; fairy tale; formal; party,For sale,8935
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled3.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled3.png,Green,No,720,180,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,everyday; fairy tale; formal; party,For sale,8936
frilly socks,https://acnhcdn.com/latest/ClosetIcon/SocksTexFrilled4.png,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled4.png,Purple,No,720,180,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cute,everyday; fairy tale; formal; party,For sale,8937
