Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Villager Equippable,Miles Price
10123,cross-belt sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt3.png,1040,260,Able Sisters,Available from Able Sisters shop only,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt3.png,Summer,Elegant,everyday; vacation,Brown,No,NA
10124,cross-belt sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt4.png,1040,260,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt4.png,Summer,Elegant,everyday; vacation,Black,No,NA
10125,cross-belt sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt5.png,1040,260,Able Sisters,Available from Able Sisters shop only,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt5.png,Summer,Elegant,everyday; vacation,Purple,No,NA
5803,cute sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute0.png,1260,315,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute0.png,All Year,Cute,everyday; fairy tale,Light blue,No,NA
10266,cute sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute1.png,1260,315,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute1.png,All Year,Cute,everyday; fairy tale,Green,No,NA
10267,cute sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute2.png,1260,315,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute2.png,All Year,Cute,everyday; fairy tale,Pink,No,NA
10268,cute sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute3.png,1260,315,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute3.png,All Year,Cute,everyday; fairy tale,Yellow,No,NA
10269,cute sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute4.png,1260,315,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute4.png,All Year,Cute,everyday; fairy tale,Purple,No,NA
10270,cute sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute5.png,1260,315,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute5.png,All Year,Cute,everyday; fairy tale,Blue,No,NA
12130,DAL slippers,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSlippers0.png,4040,1010,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,Blue,Blue,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSlippers0.png,All Year,Simple,comfy; vacation,Blue,No,NA
12455,earth-egg shoes,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEggground0.png,NFS,800,Crafting,,Red,Yellow,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEggground0.png,All Year,Active,fairy tale; party; theatrical,None,No,NA
9847,embroidered shoes,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEmbroidery0.png,2100,525,Kicks,,Red,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEmbroidery0.png,All Year,Elegant,everyday; formal,Red,No,NA
11987,embroidered shoes,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEmbroidery1.png,2100,525,Kicks,,White,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEmbroidery1.png,All Year,Elegant,everyday; formal,White,No,NA
11988,embroidered shoes,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEmbroidery2.png,2100,525,Kicks,,Black,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEmbroidery2.png,All Year,Elegant,everyday; formal,Black,No,NA
11989,embroidered shoes,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEmbroidery3.png,2100,525,Kicks,,Light blue,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEmbroidery3.png,All Year,Elegant,everyday; formal,Blue,No,NA
5476,faux-fur ankle booties,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutFurboots0.png,1450,362,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutFurboots0.png,Winter,Elegant,everyday; fairy tale; formal; party; theatrical,Olive,No,NA
11682,faux-fur ankle booties,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutFurboots1.png,1450,362,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutFurboots1.png,Winter,Elegant,everyday; fairy tale; formal; party; theatrical,Beige,No,NA
11683,faux-fur ankle booties,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutFurboots2.png,1450,362,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutFurboots2.png,Winter,Elegant,everyday; fairy tale; formal; party; theatrical,Ruby red,No,NA
11684,faux-fur ankle booties,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutFurboots3.png,1450,362,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutFurboots3.png,Winter,Elegant,everyday; fairy tale; formal; party; theatrical,Navy blue,No,NA
4721,faux-shearling boots,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutMouton0.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutMouton0.png,Winter,Cute,everyday; outdoorsy,Beige,No,NA
11547,faux-shearling boots,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutMouton1.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutMouton1.png,Winter,Cute,everyday; outdoorsy,Pink,No,NA
11548,faux-shearling boots,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutMouton2.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutMouton2.png,Winter,Cute,everyday; outdoorsy,Green,No,NA
11549,faux-shearling boots,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutMouton3.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutMouton3.png,Winter,Cute,everyday; outdoorsy,Black,No,NA
11550,faux-shearling boots,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutMouton4.png,1600,400,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutMouton4.png,Winter,Cute,everyday; outdoorsy,Gray,No,NA
6893,faux-suede sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSuede0.png,1080,270,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSuede0.png,All Year,Simple,everyday; outdoorsy; sporty,Green,No,NA
