Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Type,Villager Equippable,Miles Price
12046,Aran-knit cap,https://acnhcdn.com/latest/FtrIcon/CapHatAlan2.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatAlan2.png,Winter,Simple,everyday; outdoorsy; comfy,Blue,HeadCap,Yes,NA
12047,Aran-knit cap,https://acnhcdn.com/latest/FtrIcon/CapHatAlan3.png,880,220,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatAlan3.png,Winter,Simple,everyday; outdoorsy; comfy,Green,HeadCap,Yes,NA
5363,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet0.png,560,140,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet0.png,All Year,Cute,comfy,Baby mint,Headgear_HasBang,No,NA
11853,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet1.png,560,140,Able Sisters,Available from Able Sisters shop only,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet1.png,All Year,Cute,comfy,Baby purple,Headgear_HasBang,No,NA
11854,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet2.png,560,140,Able Sisters,Available from Able Sisters shop only,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet2.png,All Year,Cute,comfy,Baby yellow,Headgear_HasBang,No,NA
11855,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet3.png,560,140,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet3.png,All Year,Cute,comfy,Baby green,Headgear_HasBang,No,NA
11856,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet4.png,560,140,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet4.png,All Year,Cute,comfy,Baby pink,Headgear_HasBang,No,NA
11857,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet5.png,560,140,Able Sisters,Available from Able Sisters shop only,Beige,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet5.png,All Year,Cute,comfy,Baby gray,Headgear_HasBang,No,NA
11858,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet6.png,560,140,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet6.png,All Year,Cute,comfy,Baby blue,Headgear_HasBang,No,NA
11859,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet7.png,560,140,Able Sisters,Available from Able Sisters shop only,Orange,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet7.png,All Year,Cute,comfy,Baby orange,Headgear_HasBang,No,NA
5340,balloon hat,https://acnhcdn.com/latest/FtrIcon/CapHatBalloon0.png,1120,280,Able Sisters,Available from Able Sisters shop only,Colorful,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon0.png,All Year,Active,party; theatrical,Rainbow,HeadCap,Yes,NA
11050,balloon hat,https://acnhcdn.com/latest/FtrIcon/CapHatBalloon1.png,1120,280,Able Sisters,Available from Able Sisters shop only,Orange,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon1.png,All Year,Active,party; theatrical,Orange,HeadCap,Yes,NA
11051,balloon hat,https://acnhcdn.com/latest/FtrIcon/CapHatBalloon2.png,1120,280,Able Sisters,Available from Able Sisters shop only,Blue,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon2.png,All Year,Active,party; theatrical,Blue,HeadCap,Yes,NA
11052,balloon hat,https://acnhcdn.com/latest/FtrIcon/CapHatBalloon3.png,1120,280,Able Sisters,Available from Able Sisters shop only,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon3.png,All Year,Active,party; theatrical,Green,HeadCap,Yes,NA
5143,bamboo hat,https://acnhcdn.com/latest/FtrIcon/CapHatAjiroBeige.png,NFS,200,Crafting,,Beige,Beige,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatAjiroBeige.png,All Year,Simple,fairy tale; outdoorsy,Beige,HeadCap,Yes,NA
9860,barrette,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTBarrette0.png,490,122,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTBarrette0.png,All Year,Elegant,everyday; fairy tale; party,Pink,HeadHairOrnament_Back,Yes,NA
9763,baseball cap,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball0.png,840,210,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball0.png,All Year,Active,outdoorsy; sporty; work,Red,HeadCap,Yes,NA
12092,baseball cap,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball1.png,840,210,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball1.png,All Year,Active,outdoorsy; sporty; work,Navy blue,HeadCap,Yes,NA
12093,baseball cap,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball2.png,840,210,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball2.png,All Year,Active,outdoorsy; sporty; work,Green,HeadCap,Yes,NA
12094,baseball cap,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball3.png,840,210,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball3.png,All Year,Active,outdoorsy; sporty; work,Orange,HeadCap,Yes,NA
12095,baseball cap,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball4.png,840,210,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball4.png,All Year,Active,outdoorsy; sporty; work,Yellow,HeadCap,Yes,NA
5366,batter's helmet,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball0.png,1040,260,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball0.png,All Year,Active,sporty; work,Red,Headgear_NoEar,No,NA
11596,batter's helmet,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball1.png,1040,260,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball1.png,All Year,Active,sporty; work,Navy blue,Headgear_NoEar,No,NA
11597,batter's helmet,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball2.png,1040,260,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball2.png,All Year,Active,sporty; work,Green,Headgear_NoEar,No,NA
11598,batter's helmet,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball3.png,1040,260,Able Sisters,Available from Able Sisters shop only,Black,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball3.png,All Year,Active,sporty; work,Orange,Headgear_NoEar,No,NA
11599,batter's helmet,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball4.png,1040,260,Able Sisters,Available from Able Sisters shop only,Black,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball4.png,All Year,Active,sporty; work,Yellow,Headgear_NoEar,No,NA
5330,bear cap,https://acnhcdn.com/latest/FtrIcon/CapBangsBear0.png,1120,280,Able Sisters,Available from Able Sisters shop only,Brown,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear0.png,All Year,Cute,fairy tale; party; theatrical,Brown,Headgear_HasBang,No,NA
11704,bear cap,https://acnhcdn.com/latest/FtrIcon/CapBangsBear1.png,1120,280,Able Sisters,Available from Able Sisters shop only,Black,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear1.png,All Year,Cute,fairy tale; party; theatrical,Black,Headgear_HasBang,No,NA
11705,bear cap,https://acnhcdn.com/latest/FtrIcon/CapBangsBear2.png,1120,280,Able Sisters,Available from Able Sisters shop only,Pink,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear2.png,All Year,Cute,fairy tale; party; theatrical,Pink,Headgear_HasBang,No,NA
11706,bear cap,https://acnhcdn.com/latest/FtrIcon/CapBangsBear3.png,1120,280,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear3.png,All Year,Cute,fairy tale; party; theatrical,Blue,Headgear_HasBang,No,NA
5260,beret,https://acnhcdn.com/latest/FtrIcon/CapHatBeret0.png,880,220,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret0.png,All Year,Elegant,everyday; formal; party,Berry red,HeadCap,Yes,NA
11523,beret,https://acnhcdn.com/latest/FtrIcon/CapHatBeret1.png,880,220,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret1.png,All Year,Elegant,everyday; formal; party,Blue,HeadCap,Yes,NA
11524,beret,https://acnhcdn.com/latest/FtrIcon/CapHatBeret2.png,880,220,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret2.png,All Year,Elegant,everyday; formal; party,Green,HeadCap,Yes,NA
11525,beret,https://acnhcdn.com/latest/FtrIcon/CapHatBeret3.png,880,220,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret3.png,All Year,Elegant,everyday; formal; party,Mustard,HeadCap,Yes,NA
11526,beret,https://acnhcdn.com/latest/FtrIcon/CapHatBeret4.png,880,220,Able Sisters,Available from Able Sisters shop only,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret4.png,All Year,Elegant,everyday; formal; party,Gray,HeadCap,Yes,NA
11527,beret,https://acnhcdn.com/latest/FtrIcon/CapHatBeret5.png,880,220,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret5.png,All Year,Elegant,everyday; formal; party,White,HeadCap,Yes,NA
5282,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet0.png,1100,275,Able Sisters,Available from Able Sisters shop only,Light blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet0.png,All Year,Active,sporty,Blue,HeadCap,Yes,NA
10219,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet1.png,1100,275,Able Sisters,Available from Able Sisters shop only,Blue,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet1.png,All Year,Active,sporty,Navy blue,HeadCap,Yes,NA
10220,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet2.png,1100,275,Able Sisters,Available from Able Sisters shop only,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet2.png,All Year,Active,sporty,Red,HeadCap,Yes,NA
10221,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet3.png,1100,275,Able Sisters,Available from Able Sisters shop only,Yellow,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet3.png,All Year,Active,sporty,Lime,HeadCap,Yes,NA
10222,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet4.png,1100,275,Able Sisters,Available from Able Sisters shop only,Green,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet4.png,All Year,Active,sporty,Green,HeadCap,Yes,NA
10223,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet5.png,1100,275,Able Sisters,Available from Able Sisters shop only,Orange,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet5.png,All Year,Active,sporty,Orange,HeadCap,Yes,NA
10224,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet6.png,1100,275,Able Sisters,Available from Able Sisters shop only,Purple,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet6.png,All Year,Active,sporty,Purple,HeadCap,Yes,NA
10225,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet7.png,1100,275,Able Sisters,Available from Able Sisters shop only,Pink,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet7.png,All Year,Active,sporty,Pink,HeadCap,Yes,NA
4800,birthday hat,https://acnhcdn.com/latest/FtrIcon/CapHatBirthday0.png,NFS,600,Birthday,,Light blue,White,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBirthday0.png,All Year,Gorgeous,party,Blue,HeadCap,Yes,NA
11031,birthday hat,https://acnhcdn.com/latest/FtrIcon/CapHatBirthday1.png,NFS,600,Birthday,,Yellow,White,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBirthday1.png,All Year,Gorgeous,party,Yellow,HeadCap,Yes,NA
11032,birthday hat,https://acnhcdn.com/latest/FtrIcon/CapHatBirthday2.png,NFS,600,Birthday,,Pink,White,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBirthday2.png,All Year,Gorgeous,party,Pink,HeadCap,Yes,NA
7377,blue rose crown,https://acnhcdn.com/latest/FtrIcon/CapOrnamentRose4.png,NFS,12000,Crafting,,Blue,Blue,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose4.png,All Year,Cute,fairy tale; party; vacation,Blue,HeadHairOrnament_Top,Yes,NA
5296,bowler hat with ribbon,https://acnhcdn.com/latest/FtrIcon/CapHatBowler0.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler0.png,All Year,Elegant,fairy tale; formal; party,Blue,HeadCap,Yes,NA
10882,bowler hat with ribbon,https://acnhcdn.com/latest/FtrIcon/CapHatBowler1.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler1.png,All Year,Elegant,fairy tale; formal; party,Beige,HeadCap,Yes,NA
10883,bowler hat with ribbon,https://acnhcdn.com/latest/FtrIcon/CapHatBowler2.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler2.png,All Year,Elegant,fairy tale; formal; party,Green,HeadCap,Yes,NA
10884,bowler hat with ribbon,https://acnhcdn.com/latest/FtrIcon/CapHatBowler3.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler3.png,All Year,Elegant,fairy tale; formal; party,Red,HeadCap,Yes,NA
10885,bowler hat with ribbon,https://acnhcdn.com/latest/FtrIcon/CapHatBowler4.png,1100,275,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler4.png,All Year,Elegant,fairy tale; formal; party,Pink,HeadCap,Yes,NA
5692,bridal veil,https://acnhcdn.com/latest/FtrIcon/CapWigWedding.png,4600,1150,Wedding Season,,White,Colorful,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigWedding.png,All Year,Elegant,,,Headgear_HasEar,No,NA
5693,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun0.png,1440,360,Able Sisters,Available from Able Sisters shop only,Pink,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun0.png,All Year,Cute,theatrical,Pink,Headgear_HasEar,No,NA
11888,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun1.png,1440,360,Able Sisters,Available from Able Sisters shop only,Blue,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun1.png,All Year,Cute,theatrical,Blue,Headgear_HasEar,No,NA
11889,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun2.png,1440,360,Able Sisters,Available from Able Sisters shop only,Yellow,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun2.png,All Year,Cute,theatrical,Mustard,Headgear_HasEar,No,NA
11890,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun3.png,1440,360,Able Sisters,Available from Able Sisters shop only,White,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun3.png,All Year,Cute,theatrical,White,Headgear_HasEar,No,NA
11891,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun4.png,1440,360,Able Sisters,Available from Able Sisters shop only,Purple,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun4.png,All Year,Cute,theatrical,Purple,Headgear_HasEar,No,NA
11892,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun5.png,1440,360,Able Sisters,Available from Able Sisters shop only,Green,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun5.png,All Year,Cute,theatrical,Green,Headgear_HasEar,No,NA
11893,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun6.png,1440,360,Able Sisters,Available from Able Sisters shop only,Orange,Colorful,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun6.png,All Year,Cute,theatrical,Orange,Headgear_HasEar,No,NA
12445,Bunny Day crown,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCEgg0.png,NFS,2400,Crafting,,Colorful,Colorful,Not for sale,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCEgg0.png,All Year,Elegant,fairy tale; party; theatrical,NA,HeadHairOrnament_Top,Yes,NA
7209,bunny ears,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny0.png,1120,280,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny0.png,All Year,Cute,fairy tale; party; theatrical,Black,HeadHairOrnament_Front,Yes,NA
11902,bunny ears,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny1.png,1120,280,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny1.png,All Year,Cute,fairy tale; party; theatrical,Pink,HeadHairOrnament_Front,Yes,NA
11903,bunny ears,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny2.png,1120,280,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny2.png,All Year,Cute,fairy tale; party; theatrical,Red,HeadHairOrnament_Front,Yes,NA
11904,bunny ears,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny3.png,1120,280,Able Sisters,Available from Able Sisters shop only,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny3.png,All Year,Cute,fairy tale; party; theatrical,Light blue,HeadHairOrnament_Front,Yes,NA
5325,bunny hood,https://acnhcdn.com/latest/FtrIcon/CapBangsRabbit0.png,1120,280,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit0.png,All Year,Cute,fairy tale; party,Pink,Headgear_HasBang,No,NA
11700,bunny hood,https://acnhcdn.com/latest/FtrIcon/CapBangsRabbit1.png,1120,280,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit1.png,All Year,Cute,fairy tale; party,Yellow,Headgear_HasBang,No,NA
11701,bunny hood,https://acnhcdn.com/latest/FtrIcon/CapBangsRabbit2.png,1120,280,Able Sisters,Available from Able Sisters shop only,White,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit2.png,All Year,Cute,fairy tale; party,White,Headgear_HasBang,No,NA
5332,captain's hat,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainWhite.png,1680,420,Able Sisters,Available from Able Sisters shop only,White,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainWhite.png,All Year,Cool,formal; work,White,HeadCap,Yes,NA
5326,cat cap,https://acnhcdn.com/latest/FtrIcon/CapBangsCat0.png,980,245,Able Sisters,Available from Able Sisters shop only,Blue,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat0.png,All Year,Cute,fairy tale; party; theatrical,Navy blue,Headgear_HasBang,No,NA
11702,cat cap,https://acnhcdn.com/latest/FtrIcon/CapBangsCat1.png,980,245,Able Sisters,Available from Able Sisters shop only,Brown,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat1.png,All Year,Cute,fairy tale; party; theatrical,Brown,Headgear_HasBang,No,NA
11703,cat cap,https://acnhcdn.com/latest/FtrIcon/CapBangsCat2.png,980,245,Able Sisters,Available from Able Sisters shop only,White,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat2.png,All Year,Cute,fairy tale; party; theatrical,White,Headgear_HasBang,No,NA
6050,catcher's mask,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher0.png,1560,390,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher0.png,All Year,Active,sporty; work,Red,HeadFullFace,No,NA
11600,catcher's mask,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher1.png,1560,390,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher1.png,All Year,Active,sporty; work,Navy blue,HeadFullFace,No,NA
11601,catcher's mask,https://acnhcdn.com/latest/FtrIcon/CapFullfaceCatcher2.png,1560,390,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceCatcher2.png,All Year,Active,sporty; work,Green,HeadFullFace,No,NA
