Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Miles Price,Villager Equippable
9599,apron,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron5.png,840,210,Able Sisters,Available from Able Sisters shop only,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron5.png,All Year,Simple,everyday; work,Purple,NA,Yes
9600,apron,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron6.png,840,210,Able Sisters,Available from Able Sisters shop only,Gray,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron6.png,All Year,Simple,everyday; work,Gray,NA,Yes
9601,apron,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron7.png,840,210,Able Sisters,Available from Able Sisters shop only,Brown,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron7.png,All Year,Simple,everyday; work,Brown,NA,Yes
3643,Aran-knit cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan0.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan0.png,Winter,Simple,everyday; comfy,Beige,NA,Yes
7678,Aran-knit cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan1.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan1.png,Winter,Simple,everyday; comfy,Light blue,NA,Yes
7679,Aran-knit cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan2.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan2.png,Winter,Simple,everyday; comfy,Pink,NA,Yes
7680,Aran-knit cardigan,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan3.png,1300,325,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan3.png,Winter,Simple,everyday; comfy,Yellow,NA,Yes
3633,Aran-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran0.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran0.png,Winter,Simple,everyday; comfy,Red,NA,Yes
7672,Aran-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran1.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran1.png,Winter,Simple,everyday; comfy,White,NA,Yes
7673,Aran-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran2.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran2.png,Winter,Simple,everyday; comfy,Gray,NA,Yes
7674,Aran-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran3.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran3.png,Winter,Simple,everyday; comfy,Green,NA,Yes
7675,Aran-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran4.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran4.png,Winter,Simple,everyday; comfy,Black,NA,Yes
7676,Aran-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran5.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran5.png,Winter,Simple,everyday; comfy,Orange,NA,Yes
7677,Aran-knit sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran6.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran6.png,Winter,Simple,everyday; comfy,Blue,NA,Yes
3579,argyle sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle0.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle0.png,Winter,Simple,everyday; comfy,Green,NA,Yes
7742,argyle sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle1.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle1.png,Winter,Simple,everyday; comfy,Gray,NA,Yes
7743,argyle sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle2.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle2.png,Winter,Simple,everyday; comfy,Mustard,NA,Yes
7744,argyle sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle3.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle3.png,Winter,Simple,everyday; comfy,Black,NA,Yes
7745,argyle sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle4.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle4.png,Winter,Simple,everyday; comfy,Red,NA,Yes
7746,argyle sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle5.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle5.png,Winter,Simple,everyday; comfy,Purple,NA,Yes
7747,argyle sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle6.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle6.png,Winter,Simple,everyday; comfy,Pink,NA,Yes
7748,argyle sweater,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle7.png,1200,300,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle7.png,Winter,Simple,everyday; comfy,White,NA,Yes
3262,argyle vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle0.png,1440,360,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle0.png,All Year,Simple,everyday; formal; work,Blue,NA,Yes
8480,argyle vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle1.png,1440,360,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Pink,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle1.png,All Year,Simple,everyday; formal; work,Pink,NA,Yes
8481,argyle vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle2.png,1440,360,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Brown,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle2.png,All Year,Simple,everyday; formal; work,Brown,NA,Yes
8482,argyle vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle3.png,1440,360,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle3.png,All Year,Simple,everyday; formal; work,Red,NA,Yes
8483,argyle vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle4.png,1440,360,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle4.png,All Year,Simple,everyday; formal; work,Gray,NA,Yes
8484,argyle vest,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle5.png,1440,360,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle5.png,All Year,Simple,everyday; formal; work,Green,NA,Yes
3244,athletic jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey0.png,960,240,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey0.png,All Year,Active,outdoorsy; comfy; sporty,Red,NA,Yes
7198,athletic jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey1.png,960,240,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey1.png,All Year,Active,outdoorsy; comfy; sporty,Green,NA,Yes
7199,athletic jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey2.png,960,240,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey2.png,All Year,Active,outdoorsy; comfy; sporty,Black,NA,Yes
7200,athletic jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey3.png,960,240,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey3.png,All Year,Active,outdoorsy; comfy; sporty,Blue,NA,Yes
7201,athletic jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey4.png,960,240,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey4.png,All Year,Active,outdoorsy; comfy; sporty,Berry red,NA,Yes
7202,athletic jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey5.png,960,240,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey5.png,All Year,Active,outdoorsy; comfy; sporty,Navy blue,NA,Yes
4710,baggy shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLoose0.png,NFS,10,Recycle bin,,Gray,Gray,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLoose0.png,All Year,Simple,goth; comfy,Gray,NA,Yes
8554,baggy shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLoose1.png,NFS,10,Recycle bin,,Black,Black,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLoose1.png,All Year,Simple,goth; comfy,Black,NA,Yes
8555,baggy shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLoose2.png,NFS,10,Recycle bin,,Brown,Brown,Not for sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLoose2.png,All Year,Simple,goth; comfy,Brown,NA,Yes
4419,baseball shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball0.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball0.png,All Year,Active,sporty; work,Navy blue,NA,Yes
9393,baseball shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball1.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball1.png,All Year,Active,sporty; work,Red,NA,Yes
9394,baseball shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball2.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Gray,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball2.png,All Year,Active,sporty; work,Gray,NA,Yes
9395,baseball shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball3.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball3.png,All Year,Active,sporty; work,Black,NA,Yes
9396,baseball shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball4.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,White,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball4.png,All Year,Active,sporty; work,White,NA,Yes
9397,baseball shirt,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball5.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball5.png,All Year,Active,sporty; work,Yellow,NA,Yes
2727,basketball tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts0.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Purple,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts0.png,All Year,Active,sporty; work,Purple,NA,Yes
8038,basketball tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts1.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Red,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts1.png,All Year,Active,sporty; work,Red,NA,Yes
8039,basketball tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts2.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Green,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts2.png,All Year,Active,sporty; work,Green,NA,Yes
8040,basketball tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts3.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Orange,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts3.png,All Year,Active,sporty; work,Orange,NA,Yes
8041,basketball tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts4.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Blue,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts4.png,All Year,Active,sporty; work,Blue,NA,Yes
8042,basketball tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts5.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Yellow,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts5.png,All Year,Active,sporty; work,Yellow,NA,Yes
8043,basketball tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts6.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Light blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts6.png,All Year,Active,sporty; work,Light blue,NA,Yes
8044,basketball tank,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts7.png,1120,280,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Black,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts7.png,All Year,Active,sporty; work,Black,NA,Yes
8196,bear tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBear0.png,800,200,Nook Shopping Catalog,,Green,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBear0.png,All Year,Active,everyday; comfy,NA,NA,Yes
6822,big-star tee,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHStar0.png,560,140,Nook Shopping Catalog,,Blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHStar0.png,All Year,Simple,everyday; comfy,NA,NA,Yes
3198,biker jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRiders0.png,1750,437,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLRiders0.png,All Year,Cool,everyday; outdoorsy; theatrical,Black,NA,Yes
8559,biker jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRiders1.png,1750,437,Able Sisters,Available from Able Sisters shop only,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLRiders1.png,All Year,Cool,everyday; outdoorsy; theatrical,Brown,NA,Yes
8560,biker jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRiders2.png,1750,437,Able Sisters,Available from Able Sisters shop only,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLRiders2.png,All Year,Cool,everyday; outdoorsy; theatrical,Beige,NA,Yes
8561,biker jacket,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRiders3.png,1750,437,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLRiders3.png,All Year,Cool,everyday; outdoorsy; theatrical,Red,NA,Yes
