Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Primary Shape,Secondary Shape,Villager Equippable
10907,attus robe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLAttoushi0.png,2520,630,Able Sisters,Available from Able Sisters shop only,Blue,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLAttoushi0.png,All Year,Cool,everyday; formal,Blue,B-long,L,Yes
11998,attus robe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLAttoushi1.png,2520,630,Able Sisters,Available from Able Sisters shop only,Brown,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLAttoushi1.png,All Year,Cool,everyday; formal,Brown,B-long,L,Yes
11999,attus robe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLAttoushi2.png,2520,630,Able Sisters,Available from Able Sisters shop only,Red,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLAttoushi2.png,All Year,Cool,everyday; formal,Red,B-long,L,Yes
4470,baby romper,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLRompers0.png,1920,480,Able Sisters,Available from Able Sisters shop only,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLRompers0.png,All Year,Cute,fairy tale; comfy,Baby mint,Overall,L,Yes
7828,baby romper,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLRompers1.png,1920,480,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLRompers1.png,All Year,Cute,fairy tale; comfy,Baby purple,Overall,L,Yes
7829,baby romper,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLRompers2.png,1920,480,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLRompers2.png,All Year,Cute,fairy tale; comfy,Baby yellow,Overall,L,Yes
7830,baby romper,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLRompers3.png,1920,480,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLRompers3.png,All Year,Cute,fairy tale; comfy,Baby green,Overall,L,Yes
7831,baby romper,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLRompers4.png,1920,480,Able Sisters,Available from Able Sisters shop only,Red,Red,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLRompers4.png,All Year,Cute,fairy tale; comfy,Baby pink,Overall,L,Yes
7832,baby romper,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLRompers5.png,1920,480,Able Sisters,Available from Able Sisters shop only,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLRompers5.png,All Year,Cute,fairy tale; comfy,Baby gray,Overall,L,Yes
7833,baby romper,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLRompers6.png,1920,480,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLRompers6.png,All Year,Cute,fairy tale; comfy,Baby blue,Overall,L,Yes
7834,baby romper,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLRompers7.png,1920,480,Able Sisters,Available from Able Sisters shop only,Orange,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLRompers7.png,All Year,Cute,fairy tale; comfy,Baby orange,Overall,L,Yes
5644,baby-chick costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNChick0.png,1700,425,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNChick0.png,All Year,Cute,fairy tale; party; theatrical,Yellow,Rib,N,Yes
9640,baby-chick costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNChick1.png,1700,425,Able Sisters,Available from Able Sisters shop only,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNChick1.png,All Year,Cute,fairy tale; party; theatrical,Blue,Rib,N,Yes
9641,baby-chick costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNChick2.png,1700,425,Able Sisters,Available from Able Sisters shop only,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNChick2.png,All Year,Cute,fairy tale; party; theatrical,Beige,Rib,N,Yes
5818,baji jeogori,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKorea0.png,2520,630,Able Sisters,Available from Able Sisters shop only,Blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKorea0.png,All Year,Elegant,formal,Blue,Kimono,L,Yes
9166,baji jeogori,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKorea1.png,2520,630,Able Sisters,Available from Able Sisters shop only,Purple,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKorea1.png,All Year,Elegant,formal,Purple,Kimono,L,Yes
9167,baji jeogori,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKorea2.png,2520,630,Able Sisters,Available from Able Sisters shop only,Light blue,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKorea2.png,All Year,Elegant,formal,Aqua,Kimono,L,Yes
9168,baji jeogori,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKorea3.png,2520,630,Able Sisters,Available from Able Sisters shop only,Black,Gray,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKorea3.png,All Year,Elegant,formal,Black,Kimono,L,Yes
3166,ballet outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet0.png,2880,720,Able Sisters,Available from Able Sisters shop only,Pink,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet0.png,All Year,Cute,fairy tale; sporty; theatrical; work,Pink,Balloon,N,Yes
9412,ballet outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet1.png,2880,720,Able Sisters,Available from Able Sisters shop only,Green,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet1.png,All Year,Cute,fairy tale; sporty; theatrical; work,Mint,Balloon,N,Yes
9413,ballet outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet2.png,2880,720,Able Sisters,Available from Able Sisters shop only,Blue,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet2.png,All Year,Cute,fairy tale; sporty; theatrical; work,Blue,Balloon,N,Yes
9414,ballet outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet3.png,2880,720,Able Sisters,Available from Able Sisters shop only,Purple,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet3.png,All Year,Cute,fairy tale; sporty; theatrical; work,Purple,Balloon,N,Yes
9415,ballet outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet4.png,2880,720,Able Sisters,Available from Able Sisters shop only,Black,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet4.png,All Year,Cute,fairy tale; sporty; theatrical; work,Black,Balloon,N,Yes
9416,ballet outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet5.png,2880,720,Able Sisters,Available from Able Sisters shop only,White,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet5.png,All Year,Cute,fairy tale; sporty; theatrical; work,White,Balloon,N,Yes
9417,ballet outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet6.png,2880,720,Able Sisters,Available from Able Sisters shop only,Yellow,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet6.png,All Year,Cute,fairy tale; sporty; theatrical; work,Yellow,Balloon,N,Yes
9418,ballet outfit,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet7.png,2880,720,Able Sisters,Available from Able Sisters shop only,Red,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet7.png,All Year,Cute,fairy tale; sporty; theatrical; work,Red,Balloon,N,Yes
4606,balmacaan coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLBalmakarn0.png,1540,385,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLBalmakarn0.png,Winter,Simple,everyday,Avocado,B-long,L,Yes
9306,balmacaan coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLBalmakarn1.png,1540,385,Able Sisters,Available from Able Sisters shop only,Beige,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLBalmakarn1.png,Winter,Simple,everyday,Beige,B-long,L,Yes
9307,balmacaan coat,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLBalmakarn2.png,1540,385,Able Sisters,Available from Able Sisters shop only,Blue,Blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLBalmakarn2.png,Winter,Simple,everyday,Navy blue,B-long,L,Yes
3611,baseball uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBaseball0.png,1760,440,Able Sisters,Available from Able Sisters shop only,Red,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBaseball0.png,All Year,Active,sporty; work,Red,Overall,L,Yes
11106,baseball uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBaseball1.png,1760,440,Able Sisters,Available from Able Sisters shop only,Blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBaseball1.png,All Year,Active,sporty; work,Navy blue,Overall,L,Yes
11107,baseball uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBaseball2.png,1760,440,Able Sisters,Available from Able Sisters shop only,Green,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBaseball2.png,All Year,Active,sporty; work,Green,Overall,L,Yes
11108,baseball uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBaseball3.png,1760,440,Able Sisters,Available from Able Sisters shop only,Black,Orange,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBaseball3.png,All Year,Active,sporty; work,Orange,Overall,L,Yes
11109,baseball uniform,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBaseball4.png,1760,440,Able Sisters,Available from Able Sisters shop only,Black,Yellow,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBaseball4.png,All Year,Active,sporty; work,Yellow,Overall,L,Yes
4361,bath-towel wrap,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel0.png,630,157,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel0.png,All Year,Simple,comfy,Pink,Box,N,Yes
7811,bath-towel wrap,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel1.png,630,157,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel1.png,All Year,Simple,comfy,White,Box,N,Yes
7812,bath-towel wrap,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel2.png,630,157,Able Sisters,Available from Able Sisters shop only,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel2.png,All Year,Simple,comfy,Blue,Box,N,Yes
7813,bath-towel wrap,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel3.png,630,157,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel3.png,All Year,Simple,comfy,Green,Box,N,Yes
7814,bath-towel wrap,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel4.png,630,157,Able Sisters,Available from Able Sisters shop only,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel4.png,All Year,Simple,comfy,Purple,Box,N,Yes
7815,bath-towel wrap,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel5.png,630,157,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel5.png,All Year,Simple,comfy,Black,Box,N,Yes
7816,bath-towel wrap,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel6.png,630,157,Able Sisters,Available from Able Sisters shop only,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel6.png,All Year,Simple,comfy,Brown,Box,N,Yes
3165,bathrobe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes0.png,720,180,Able Sisters,Available from Able Sisters shop only,White,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes0.png,All Year,Simple,comfy,White,Box,L,Yes
7817,bathrobe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes1.png,720,180,Able Sisters,Available from Able Sisters shop only,Pink,Pink,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes1.png,All Year,Simple,comfy,Pink,Box,L,Yes
7818,bathrobe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes2.png,720,180,Able Sisters,Available from Able Sisters shop only,Light blue,Light blue,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes2.png,All Year,Simple,comfy,Blue,Box,L,Yes
7819,bathrobe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes3.png,720,180,Able Sisters,Available from Able Sisters shop only,Green,Green,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes3.png,All Year,Simple,comfy,Green,Box,L,Yes
7820,bathrobe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes4.png,720,180,Able Sisters,Available from Able Sisters shop only,Purple,Purple,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes4.png,All Year,Simple,comfy,Purple,Box,L,Yes
7821,bathrobe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes5.png,720,180,Able Sisters,Available from Able Sisters shop only,Black,Black,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes5.png,All Year,Simple,comfy,Black,Box,L,Yes
7822,bathrobe,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes6.png,720,180,Able Sisters,Available from Able Sisters shop only,Brown,Brown,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes6.png,All Year,Simple,comfy,Brown,Box,L,Yes
3417,bear costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBear0.png,1700,425,Able Sisters,Available from Able Sisters shop only,Brown,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear0.png,All Year,Cute,fairy tale; party; theatrical,Brown,Overall,L,Yes
9628,bear costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBear1.png,1700,425,Able Sisters,Available from Able Sisters shop only,Black,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear1.png,All Year,Cute,fairy tale; party; theatrical,Black,Overall,L,Yes
9629,bear costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBear2.png,1700,425,Able Sisters,Available from Able Sisters shop only,Pink,Beige,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear2.png,All Year,Cute,fairy tale; party; theatrical,Pink,Overall,L,Yes
9630,bear costume,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBear3.png,1700,425,Able Sisters,Available from Able Sisters shop only,Light blue,White,For sale,No,1x1,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear3.png,All Year,Cute,fairy tale; party; theatrical,Blue,Overall,L,Yes
