Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Type,Villager Equippable,Miles Price
11853,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet1.png,560,140,에이블 시스터즈,에이블 시스터즈에만,Pink,White,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet1.png,일 년 내내,귀여운,릴랙스,Baby purple,Headgear_HasBang,No,NA
11854,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet2.png,560,140,에이블 시스터즈,에이블 시스터즈에만,Yellow,White,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet2.png,일 년 내내,귀여운,릴랙스,Baby yellow,Headgear_HasBang,No,NA
11855,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet3.png,560,140,에이블 시스터즈,에이블 시스터즈에만,Green,White,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet3.png,일 년 내내,귀여운,릴랙스,Baby green,Headgear_HasBang,No,NA
11856,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet4.png,560,140,에이블 시스터즈,에이블 시스터즈에만,Red,White,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet4.png,일 년 내내,귀여운,릴랙스,Baby pink,Headgear_HasBang,No,NA
11857,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet5.png,560,140,에이블 시스터즈,에이블 시스터즈에만,Beige,White,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet5.png,일 년 내내,귀여운,릴랙스,Baby gray,Headgear_HasBang,No,NA
11858,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet6.png,560,140,에이블 시스터즈,에이블 시스터즈에만,Blue,White,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet6.png,일 년 내내,귀여운,릴랙스,Baby blue,Headgear_HasBang,No,NA
11859,baby's hat,https://acnhcdn.com/latest/FtrIcon/CapBangsBonnet7.png,560,140,에이블 시스터즈,에이블 시스터즈에만,Orange,White,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBonnet7.png,일 년 내내,귀여운,릴랙스,Baby orange,Headgear_HasBang,No,NA
5340,balloon hat,https://acnhcdn.com/latest/FtrIcon/CapHatBalloon0.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Colorful,Colorful,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon0.png,일 년 내내,활동적인,파티#스테이지,Rainbow,HeadCap,Yes,NA
11050,balloon hat,https://acnhcdn.com/latest/FtrIcon/CapHatBalloon1.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Orange,Pink,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon1.png,일 년 내내,활동적인,파티#스테이지,Orange,HeadCap,Yes,NA
11051,balloon hat,https://acnhcdn.com/latest/FtrIcon/CapHatBalloon2.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Blue,Purple,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon2.png,일 년 내내,활동적인,파티#스테이지,Blue,HeadCap,Yes,NA
11052,balloon hat,https://acnhcdn.com/latest/FtrIcon/CapHatBalloon3.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Green,Yellow,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBalloon3.png,일 년 내내,활동적인,파티#스테이지,Green,HeadCap,Yes,NA
5143,bamboo hat,https://acnhcdn.com/latest/FtrIcon/CapHatAjiroBeige.png,NFS,200,제작,,Beige,Beige,비매품,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatAjiroBeige.png,일 년 내내,심플한,메르헨#아웃도어,Beige,HeadCap,Yes,NA
9860,barrette,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTBarrette0.png,490,122,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,Pink,White,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTBarrette0.png,일 년 내내,우아한,데일리#메르헨#파티,Pink,HeadHairOrnament_Back,Yes,NA
9763,baseball cap,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball0.png,840,210,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,Red,Red,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball0.png,일 년 내내,활동적인,아웃도어#스포츠#비즈니스,Red,HeadCap,Yes,NA
12092,baseball cap,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball1.png,840,210,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,Blue,Blue,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball1.png,일 년 내내,활동적인,아웃도어#스포츠#비즈니스,Navy blue,HeadCap,Yes,NA
12093,baseball cap,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball2.png,840,210,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,Green,Green,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball2.png,일 년 내내,활동적인,아웃도어#스포츠#비즈니스,Green,HeadCap,Yes,NA
12094,baseball cap,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball3.png,840,210,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,Black,Orange,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball3.png,일 년 내내,활동적인,아웃도어#스포츠#비즈니스,Orange,HeadCap,Yes,NA
12095,baseball cap,https://acnhcdn.com/latest/FtrIcon/CapHatBaseball4.png,840,210,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,Black,Yellow,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBaseball4.png,일 년 내내,활동적인,아웃도어#스포츠#비즈니스,Yellow,HeadCap,Yes,NA
5366,batter's helmet,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball0.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,Red,Red,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball0.png,일 년 내내,활동적인,스포츠#비즈니스,Red,Headgear_NoEar,No,NA
11596,batter's helmet,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball1.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,Blue,Blue,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball1.png,일 년 내내,활동적인,스포츠#비즈니스,Navy blue,Headgear_NoEar,No,NA
11597,batter's helmet,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball2.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,Green,Green,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball2.png,일 년 내내,활동적인,스포츠#비즈니스,Green,Headgear_NoEar,No,NA
11598,batter's helmet,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball3.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,Black,Orange,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball3.png,일 년 내내,활동적인,스포츠#비즈니스,Orange,Headgear_NoEar,No,NA
11599,batter's helmet,https://acnhcdn.com/latest/FtrIcon/CapHelmetBaseball4.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,Black,Yellow,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHelmetBaseball4.png,일 년 내내,활동적인,스포츠#비즈니스,Yellow,Headgear_NoEar,No,NA
5330,bear cap,https://acnhcdn.com/latest/FtrIcon/CapBangsBear0.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Brown,Beige,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear0.png,일 년 내내,귀여운,메르헨#파티#스테이지,Brown,Headgear_HasBang,No,NA
11704,bear cap,https://acnhcdn.com/latest/FtrIcon/CapBangsBear1.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Black,Beige,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear1.png,일 년 내내,귀여운,메르헨#파티#스테이지,Black,Headgear_HasBang,No,NA
11705,bear cap,https://acnhcdn.com/latest/FtrIcon/CapBangsBear2.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Pink,Beige,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear2.png,일 년 내내,귀여운,메르헨#파티#스테이지,Pink,Headgear_HasBang,No,NA
11706,bear cap,https://acnhcdn.com/latest/FtrIcon/CapBangsBear3.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Light blue,White,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsBear3.png,일 년 내내,귀여운,메르헨#파티#스테이지,Blue,Headgear_HasBang,No,NA
5260,beret,https://acnhcdn.com/latest/FtrIcon/CapHatBeret0.png,880,220,에이블 시스터즈,에이블 시스터즈에만,Red,Red,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret0.png,일 년 내내,우아한,데일리#포멀#파티,Berry red,HeadCap,Yes,NA
11523,beret,https://acnhcdn.com/latest/FtrIcon/CapHatBeret1.png,880,220,에이블 시스터즈,에이블 시스터즈에만,Blue,Blue,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret1.png,일 년 내내,우아한,데일리#포멀#파티,Blue,HeadCap,Yes,NA
11524,beret,https://acnhcdn.com/latest/FtrIcon/CapHatBeret2.png,880,220,에이블 시스터즈,에이블 시스터즈에만,Green,Green,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret2.png,일 년 내내,우아한,데일리#포멀#파티,Green,HeadCap,Yes,NA
11525,beret,https://acnhcdn.com/latest/FtrIcon/CapHatBeret3.png,880,220,에이블 시스터즈,에이블 시스터즈에만,Yellow,Yellow,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret3.png,일 년 내내,우아한,데일리#포멀#파티,Mustard,HeadCap,Yes,NA
11526,beret,https://acnhcdn.com/latest/FtrIcon/CapHatBeret4.png,880,220,에이블 시스터즈,에이블 시스터즈에만,Gray,Gray,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret4.png,일 년 내내,우아한,데일리#포멀#파티,Gray,HeadCap,Yes,NA
11527,beret,https://acnhcdn.com/latest/FtrIcon/CapHatBeret5.png,880,220,에이블 시스터즈,에이블 시스터즈에만,White,White,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBeret5.png,일 년 내내,우아한,데일리#포멀#파티,White,HeadCap,Yes,NA
5282,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet0.png,1100,275,에이블 시스터즈,에이블 시스터즈에만,Light blue,Black,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet0.png,일 년 내내,활동적인,스포츠,Blue,HeadCap,Yes,NA
10219,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet1.png,1100,275,에이블 시스터즈,에이블 시스터즈에만,Blue,Black,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet1.png,일 년 내내,활동적인,스포츠,Navy blue,HeadCap,Yes,NA
10220,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet2.png,1100,275,에이블 시스터즈,에이블 시스터즈에만,Red,Black,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet2.png,일 년 내내,활동적인,스포츠,Red,HeadCap,Yes,NA
10221,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet3.png,1100,275,에이블 시스터즈,에이블 시스터즈에만,Yellow,Black,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet3.png,일 년 내내,활동적인,스포츠,Lime,HeadCap,Yes,NA
10222,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet4.png,1100,275,에이블 시스터즈,에이블 시스터즈에만,Green,Black,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet4.png,일 년 내내,활동적인,스포츠,Green,HeadCap,Yes,NA
10223,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet5.png,1100,275,에이블 시스터즈,에이블 시스터즈에만,Orange,Black,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet5.png,일 년 내내,활동적인,스포츠,Orange,HeadCap,Yes,NA
10224,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet6.png,1100,275,에이블 시스터즈,에이블 시스터즈에만,Purple,Black,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet6.png,일 년 내내,활동적인,스포츠,Purple,HeadCap,Yes,NA
10225,bicycle helmet,https://acnhcdn.com/latest/FtrIcon/CapHatCyclemet7.png,1100,275,에이블 시스터즈,에이블 시스터즈에만,Pink,Black,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCyclemet7.png,일 년 내내,활동적인,스포츠,Pink,HeadCap,Yes,NA
4800,birthday hat,https://acnhcdn.com/latest/FtrIcon/CapHatBirthday0.png,NFS,600,생일,,Light blue,White,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBirthday0.png,일 년 내내,화려한,파티,Blue,HeadCap,Yes,NA
11031,birthday hat,https://acnhcdn.com/latest/FtrIcon/CapHatBirthday1.png,NFS,600,생일,,Yellow,White,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBirthday1.png,일 년 내내,화려한,파티,Yellow,HeadCap,Yes,NA
11032,birthday hat,https://acnhcdn.com/latest/FtrIcon/CapHatBirthday2.png,NFS,600,생일,,Pink,White,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBirthday2.png,일 년 내내,화려한,파티,Pink,HeadCap,Yes,NA
7377,blue rose crown,https://acnhcdn.com/latest/FtrIcon/CapOrnamentRose4.png,NFS,12000,제작,,Blue,Blue,비매품,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentRose4.png,일 년 내내,귀여운,메르헨#파티#바캉스,Blue,HeadHairOrnament_Top,Yes,NA
5296,bowler hat with ribbon,https://acnhcdn.com/latest/FtrIcon/CapHatBowler0.png,1100,275,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,Light blue,Light blue,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler0.png,일 년 내내,우아한,메르헨#포멀#파티,Blue,HeadCap,Yes,NA
10882,bowler hat with ribbon,https://acnhcdn.com/latest/FtrIcon/CapHatBowler1.png,1100,275,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,Beige,Beige,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler1.png,일 년 내내,우아한,메르헨#포멀#파티,Beige,HeadCap,Yes,NA
10883,bowler hat with ribbon,https://acnhcdn.com/latest/FtrIcon/CapHatBowler2.png,1100,275,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,Green,Green,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler2.png,일 년 내내,우아한,메르헨#포멀#파티,Green,HeadCap,Yes,NA
10884,bowler hat with ribbon,https://acnhcdn.com/latest/FtrIcon/CapHatBowler3.png,1100,275,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,Red,Red,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler3.png,일 년 내내,우아한,메르헨#포멀#파티,Red,HeadCap,Yes,NA
10885,bowler hat with ribbon,https://acnhcdn.com/latest/FtrIcon/CapHatBowler4.png,1100,275,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,Pink,Pink,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatBowler4.png,일 년 내내,우아한,메르헨#포멀#파티,Pink,HeadCap,Yes,NA
5692,bridal veil,https://acnhcdn.com/latest/FtrIcon/CapWigWedding.png,4600,1150,웨딩 이벤트,,White,Colorful,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigWedding.png,일 년 내내,우아한,,,Headgear_HasEar,No,NA
5693,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun0.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,Pink,Colorful,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun0.png,일 년 내내,귀여운,스테이지,Pink,Headgear_HasEar,No,NA
11888,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun1.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,Blue,Colorful,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun1.png,일 년 내내,귀여운,스테이지,Blue,Headgear_HasEar,No,NA
11889,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun2.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,Yellow,Colorful,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun2.png,일 년 내내,귀여운,스테이지,Mustard,Headgear_HasEar,No,NA
11890,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun3.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,White,Colorful,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun3.png,일 년 내내,귀여운,스테이지,White,Headgear_HasEar,No,NA
11891,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun4.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,Purple,Colorful,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun4.png,일 년 내내,귀여운,스테이지,Purple,Headgear_HasEar,No,NA
11892,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun5.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,Green,Colorful,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun5.png,일 년 내내,귀여운,스테이지,Green,Headgear_HasEar,No,NA
11893,bun wig,https://acnhcdn.com/latest/FtrIcon/CapWigDoublebun6.png,1440,360,에이블 시스터즈,에이블 시스터즈에만,Orange,Colorful,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapWigDoublebun6.png,일 년 내내,귀여운,스테이지,Orange,Headgear_HasEar,No,NA
12445,Bunny Day crown,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCEgg0.png,NFS,2400,제작,,Colorful,Colorful,비매품,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCEgg0.png,일 년 내내,우아한,메르헨#파티#스테이지,NA,HeadHairOrnament_Top,Yes,NA
7209,bunny ears,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny0.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Black,Black,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny0.png,일 년 내내,귀여운,메르헨#파티#스테이지,Black,HeadHairOrnament_Front,Yes,NA
11902,bunny ears,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny1.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Pink,Pink,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny1.png,일 년 내내,귀여운,메르헨#파티#스테이지,Pink,HeadHairOrnament_Front,Yes,NA
11903,bunny ears,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny2.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Red,Red,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny2.png,일 년 내내,귀여운,메르헨#파티#스테이지,Red,HeadHairOrnament_Front,Yes,NA
11904,bunny ears,https://acnhcdn.com/latest/FtrIcon/CapOrnamentFBunny3.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Light blue,Light blue,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentFBunny3.png,일 년 내내,귀여운,메르헨#파티#스테이지,Light blue,HeadHairOrnament_Front,Yes,NA
5325,bunny hood,https://acnhcdn.com/latest/FtrIcon/CapBangsRabbit0.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Pink,Pink,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit0.png,일 년 내내,귀여운,메르헨#파티,Pink,Headgear_HasBang,No,NA
11700,bunny hood,https://acnhcdn.com/latest/FtrIcon/CapBangsRabbit1.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,Yellow,Yellow,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit1.png,일 년 내내,귀여운,메르헨#파티,Yellow,Headgear_HasBang,No,NA
11701,bunny hood,https://acnhcdn.com/latest/FtrIcon/CapBangsRabbit2.png,1120,280,에이블 시스터즈,에이블 시스터즈에만,White,Light blue,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsRabbit2.png,일 년 내내,귀여운,메르헨#파티,White,Headgear_HasBang,No,NA
5332,captain's hat,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainWhite.png,1680,420,에이블 시스터즈,에이블 시스터즈에만,White,Black,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainWhite.png,일 년 내내,쿨한,포멀#비즈니스,White,HeadCap,Yes,NA
5326,cat cap,https://acnhcdn.com/latest/FtrIcon/CapBangsCat0.png,980,245,에이블 시스터즈,에이블 시스터즈에만,Blue,Pink,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat0.png,일 년 내내,귀여운,메르헨#파티#스테이지,Navy blue,Headgear_HasBang,No,NA
11702,cat cap,https://acnhcdn.com/latest/FtrIcon/CapBangsCat1.png,980,245,에이블 시스터즈,에이블 시스터즈에만,Brown,Pink,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/CapBangsCat1.png,일 년 내내,귀여운,메르헨#파티#스테이지,Brown,Headgear_HasBang,No,NA
