Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,HHA Concept 1,HHA Concept 2,HHA Series,VFX,Miles Price
4806,brown hallway wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHall00.png,2000,500,너굴 상점,,Brown,Brown,구매가능,No,,facility,music,None,No,NA
4804,brown herringbone wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHerringbone00.png,NFS,1800,제작,,Brown,Brown,비매품,Yes,,living room,shop,None,No,NA
4926,brown shanty wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTin03.png,620,155,너굴 상점,,Brown,Brown,구매가능,No,,garage,None,None,No,NA
12468,brown wedding wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallChurch01.png,3000,750,웨딩 이벤트,,None,None,비매품,No,,party,expensive,wedding,No,NA
6850,brown-brick wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallBrick03.png,1000,250,너굴 상점,,Brown,Brown,구매가능,No,,facility,shop,None,No,NA
6851,brown-crown wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCrown03.png,2350,587,너굴 상점,,Brown,Brown,구매가능,No,,expensive,None,None,No,NA
5231,Bunny Day wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallEaster00.png,NFS,4800,제작,,Yellow,Colorful,비매품,Yes,,fancy,child's room,Bunny Day,No,NA
4880,butterflies wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallInsect00.png,NFS,840,곤충채집대회,,White,Colorful,비매품,No,,fancy,facility,None,No,NA
4840,cabin wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallLog00.png,NFS,1800,제작,,Beige,Beige,비매품,Yes,,living room,facility,None,No,NA
5483,café-curtain wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallCafe00.png,3000,750,사하라,,Black,White,비매품,No,,shop,expensive,None,Yes,NA
4883,camo wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCamouflage00.png,1150,287,너굴 상점,,Black,Green,구매가능,No,,party,child's room,None,No,NA
5485,chain-link fence,https://acnhcdn.com/latest/FtrIcon/RoomSpWallEmptyLot00.png,3000,750,사하라,,Gray,Gray,비매품,No,,garden,garage,None,Yes,NA
4919,cherry wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCherry00.png,NFS,4000,제작,,Pink,Red,비매품,Yes,,child's room,fancy,fruits,No,NA
7205,cherry-blossom-trees wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallSakura00.png,NFS,4600,제작,,Brown,Pink,비매품,Yes,,garden,None,cherry blossoms,Yes,NA
11176,chic tearoom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMud03.png,1750,437,너굴 상점,,Black,Black,구매가능,No,,zen-style,shop,None,No,NA
4828,chic wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallClassic00.png,1960,490,너굴 상점,,Yellow,Beige,구매가능,No,,expensive,living room,None,No,NA
4807,chocolate hallway wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHall01.png,2000,500,너굴 상점,,Brown,Brown,구매가능,No,,facility,music,None,No,NA
4805,chocolate herringbone wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHerringbone01.png,NFS,1800,제작,,Brown,Brown,비매품,Yes,,living room,shop,None,No,NA
4821,circuit-board wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallGeek00.png,3000,750,사하라,,Green,Green,비매품,No,,facility,None,None,No,NA
5400,cityscape wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallNightView00.png,3000,750,사하라,,Black,Black,비매품,No,,shop,expensive,None,Yes,NA
4837,classic-library wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallLibrary00.png,NFS,1450,제작,,Black,Black,비매품,Yes,,den,None,None,No,NA
4887,colorful puzzle wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPuzzle01.png,1540,385,너굴 상점,,Colorful,Colorful,구매가능,No,,fancy,child's room,None,No,NA
4931,colorful-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTile02.png,1420,355,너굴 상점,,Colorful,Colorful,구매가능,No,,bathroom,facility,None,No,NA
4795,common wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCommon00.png,800,200,너굴 상점,,Beige,Brown,구매가능,No,,living room,school,None,No,NA
4890,concrete wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallConcrete00.png,940,235,너굴 상점,,Gray,Gray,구매가능,No,,garage,facility,None,No,NA
4843,construction-site wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallBlueSheet00.png,3000,750,사하라,,Blue,Blue,비매품,No,,garage,facility,None,No,NA
4841,crepe-design wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCrepe00.png,1550,387,너굴 상점,,White,Colorful,구매가능,No,,zen-style,None,None,No,NA
7217,cute blue wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCute02.png,1880,470,너굴 상점,,Blue,White,구매가능,No,,fancy,child's room,None,No,NA
7216,cute red wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCute01.png,1880,470,너굴 상점,,Red,White,구매가능,No,,fancy,child's room,None,No,NA
7215,cute white wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCute00.png,1880,470,너굴 상점,,White,White,구매가능,No,,fancy,child's room,None,No,NA
7218,cute yellow wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCute03.png,1880,470,너굴 상점,,Yellow,White,구매가능,No,,fancy,child's room,None,No,NA
4860,dark wooden-mosaic wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMixPlankWood01.png,NFS,1800,제작,,Black,Black,비매품,Yes,,living room,shop,None,No,NA
4932,dark-chocolate wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallChocolate00.png,3000,750,사하라,,Brown,Brown,비매품,No,,fancy,None,None,No,NA
5488,desert vista,https://acnhcdn.com/latest/FtrIcon/RoomSpWallDesert00.png,3000,750,사하라,,Beige,Gray,비매품,No,,folk art,None,None,Yes,NA
5222,dig-site wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStratum00.png,3000,750,사하라,,Brown,Beige,비매품,No,,garden,horror,None,No,NA
4856,dirt-clod wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallOldSoil00.png,200,50,너굴 상점,,Beige,Brown,구매가능,No,,horror,None,None,No,NA
5227,dojo wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallBaseboards00.png,3000,750,사하라,,Yellow,Beige,비매품,No,,fitness,zen-style,None,No,NA
5509,dungeon wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallJail00.png,3000,750,사하라,,Black,Gray,비매품,No,,horror,None,None,Yes,NA
4866,exquisite wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallChina00.png,3000,750,사하라,,Brown,White,비매품,No,,zen-style,shop,None,No,NA
7187,forest wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMushForest00.png,NFS,44000,제작,,Black,Black,비매품,Yes,,garden,None,mush,No,NA
5494,future-tech wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallTechnology00.png,3000,750,사하라,,Black,Black,비매품,No,,horror,folk art,None,Yes,NA
5229,garbage-heap wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallGarbage00.png,NFS,120,제작,,Light blue,Gray,비매품,Yes,,garage,horror,None,No,NA
4820,gold-screen wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFusumaGorgeous00.png,NFS,20750,제작,,Yellow,Yellow,비매품,Yes,,zen-style,expensive,None,No,NA
4894,golden wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallGold00.png,NFS,40000,제작,,Yellow,Brown,비매품,Yes,,expensive,horror,golden,No,NA
7243,gray diner wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDiner02.png,2420,605,너굴 상점,,White,Colorful,구매가능,No,,fancy,shop,None,No,NA
4872,gray molded-panel wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPanelMold02.png,1980,495,너굴 상점,,Gray,Gray,구매가능,No,,expensive,shop,None,No,NA
4923,gray shanty wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTin00.png,620,155,너굴 상점,,Gray,Gray,구매가능,No,,garage,None,None,No,NA
4944,gray-striped wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStripe02.png,1520,380,너굴 상점,,Gray,White,구매가능,No,,fancy,child's room,None,No,NA
4903,green blossoming wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCountry03.png,1760,440,너굴 상점,,Green,Brown,구매가능,No,,fancy,living room,None,No,NA
4898,green delicate-blooms wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallManor02.png,1900,475,너굴 상점,,Green,Black,구매가능,No,,expensive,living room,None,No,NA
4935,green flower-print wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFlower01.png,1780,445,너굴 상점,,Green,Beige,구매가능,No,,fancy,living room,None,No,NA
4913,green honeycomb-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHoneycomb02.png,1680,420,너굴 상점,,Green,Green,구매가능,No,,bathroom,facility,None,No,NA
6878,green intricate wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFlowerPop02.png,1570,392,너굴 상점,,Green,White,구매가능,No,,living room,shop,None,No,NA
6854,green molded-panel wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPanelMold03.png,1980,495,너굴 상점,,Green,White,구매가능,No,,fancy,child's room,None,No,NA
4949,green painted-wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPaintWood01.png,1650,412,너굴 상점,,Green,Green,구매가능,No,,fancy,child's room,None,No,NA
6866,green playroom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallToy02.png,2540,635,너굴 상점,,Green,Green,구매가능,No,,child's room,fancy,None,No,NA
12469,green wedding wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallChurch02.png,3000,750,웨딩 이벤트,,None,None,비매품,No,,party,expensive,wedding,No,NA
4812,green-paint wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStucco04.png,1600,400,너굴 상점,,Green,Green,구매가능,No,,fancy,living room,None,No,NA
4846,groovy wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPsyche00.png,1280,320,너굴 상점,,Orange,Orange,구매가능,No,,party,None,None,No,NA
11180,harmonious wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallOriental00.png,1780,445,너굴 상점,,Brown,Brown,구매가능,No,,zen-style,shop,None,No,NA
4878,heavy-curtain wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallThickCurtain00.png,3000,750,사하라,,Red,Black,비매품,No,,music,party,None,No,NA
4865,honeycomb wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHoney00.png,NFS,3600,제작,,Yellow,Yellow,비매품,Yes,,fancy,facility,None,No,NA
4909,honeycomb-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallHoneycomb00.png,1680,420,너굴 상점,,Brown,Brown,구매가능,No,,bathroom,facility,None,No,NA
5505,ice wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallIce00.png,NFS,8200,제작,,Light blue,Light blue,비매품,Yes,,freezing cold,facility,frozen,Yes,NA
5662,iceberg wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallIceFloe00.png,NFS,4000,제작,,Light blue,White,비매품,Yes,,freezing cold,None,None,No,NA
5224,imperial wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDynasty00.png,3000,750,사하라,,Red,Red,비매품,No,,expensive,None,None,No,NA
4876,industrial wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFactory00.png,3000,750,사하라,,Black,Black,비매품,No,,facility,None,None,No,NA
4850,ivy wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallIvy00.png,3000,750,사하라,,Brown,Green,비매품,No,,facility,shop,None,No,NA
5230,Jingle wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallXmas00.png,NFS,2500,제작,,Green,Colorful,비매품,Yes,,fancy,party,festive,Yes,NA
5457,jungle wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallJungle00.png,NFS,1380,제작,,Green,Green,비매품,Yes,,garden,facility,None,No,NA
4881,kisses wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallKiss00.png,3000,750,사하라,,Pink,White,비매품,No,,party,fancy,None,No,NA
5495,laboratory wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallLabo00.png,3000,750,사하라,,Black,Black,비매품,No,,facility,None,None,Yes,NA
4830,lattice wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallLattice00.png,1780,445,너굴 상점,,Brown,Brown,구매가능,No,,zen-style,shop,None,No,NA
5506,magma-cavern wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallVolcano00.png,3000,750,사하라,,Orange,Orange,비매품,No,,horror,None,None,Yes,NA
4838,manga-library wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallLibrary01.png,NFS,1050,제작,,White,White,비매품,Yes,,facility,den,None,No,NA
5514,mangrove wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMangrove00.png,3000,750,사하라,,Green,Green,비매품,No,,garden,None,None,No,NA
4879,marine pop wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFish00.png,NFS,805,낚시대회,,Light blue,Blue,비매품,No,,ocean,child's room,None,No,NA
5484,meadow vista,https://acnhcdn.com/latest/FtrIcon/RoomSpWallHighLands00.png,3000,750,사하라,,Green,Light blue,비매품,No,,garden,None,None,Yes,NA
11915,misty-garden wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallRain00.png,3000,585,사하라,,Gray,Gray,비매품,No,,garden,None,None,Yes,NA
4908,mod wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMod00.png,1220,305,너굴 상점,,Orange,Orange,구매가능,No,,party,None,None,No,NA
4864,modern shoji-screen wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallShojiModem00.png,1150,287,너굴 상점,,Brown,White,구매가능,No,,zen-style,shop,None,Yes,NA
11178,modern tearoom wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMud02.png,1750,437,너굴 상점,,Brown,Brown,구매가능,No,,zen-style,shop,None,No,NA
4904,modern wood wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMixwood00.png,NFS,1800,제작,,Brown,Brown,비매품,Yes,,living room,child's room,None,No,NA
4892,monochromatic dotted wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDot00.png,1100,275,너굴 상점,,Gray,White,구매가능,No,,fancy,child's room,None,No,NA
4910,monochromatic-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTile00.png,1420,355,너굴 상점,,Gray,White,구매가능,No,,bathroom,facility,None,No,NA
5215,mortar wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPlaster00.png,3000,750,사하라,,Gray,Gray,비매품,No,,zen-style,None,None,No,NA
4862,mosaic-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMosaicTile00.png,1450,362,너굴 상점,,Black,White,구매가능,No,,bathroom,facility,None,No,NA
5458,mossy-garden wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMoss00.png,3000,750,사하라,,Green,Green,비매품,No,,zen-style,None,None,No,NA
5164,mush wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMush00.png,NFS,21400,제작,,Orange,Brown,비매품,Yes,,fancy,None,mush,No,NA
6004,Nook Inc. wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallFirst00.png,NFS,6000,너굴 마일 교환,,White,Light blue,비매품,No,,fancy,shop,None,No,1200
5486,ocean-horizon wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallHorizon00.png,3000,750,사하라,,Blue,Light blue,비매품,No,,ocean,None,None,Yes,NA
5218,office wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallOffice00.png,3000,750,사하라,,White,Light blue,비매품,No,,office,None,None,No,NA
4857,old wallpaper,https://acnhcdn.com/latest/FtrIcon/RoomTexWallOld00.png,200,50,너굴 상점,,Beige,Beige,구매가능,No,,horror,None,None,No,NA
6863,olive desert-tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallMorocco03.png,2440,610,너굴 상점,,Yellow,Yellow,구매가능,No,,bathroom,facility,None,No,NA
6855,orange camo wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCamouflage03.png,1150,287,너굴 상점,,Orange,Orange,구매가능,No,,party,child's room,None,No,NA
4870,orange molded-panel wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPanelMold00.png,1980,495,너굴 상점,,Orange,Beige,구매가능,No,,fancy,child's room,None,No,NA
4915,orange wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallOrange00.png,NFS,4000,제작,,Orange,Orange,비매품,Yes,,fancy,child's room,fruits,No,NA
4809,orange-paint wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallStucco01.png,1600,400,너굴 상점,,Orange,Orange,구매가능,No,,fancy,child's room,None,No,NA
4854,paintball wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallAtelier00.png,3000,750,사하라,,White,Colorful,비매품,No,,garage,facility,None,No,NA
5502,palace wall,https://acnhcdn.com/latest/FtrIcon/RoomSpWallPalace00.png,3000,750,사하라,,Beige,White,비매품,No,,expensive,folk art,None,Yes,NA
5226,party wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallParty00.png,NFS,370,생일,,Colorful,White,비매품,No,,party,fancy,None,No,NA
4899,pastel dotted wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallDot01.png,1100,275,너굴 상점,,White,Colorful,구매가능,No,,fancy,child's room,None,No,NA
4886,pastel puzzle wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPuzzle00.png,1540,385,너굴 상점,,White,White,구매가능,No,,fancy,child's room,None,No,NA
6857,peach two-toned tile wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallTwoToneTile04.png,1850,462,너굴 상점,,Pink,Pink,구매가능,No,,bathroom,facility,None,No,NA
4918,peach wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPeach00.png,NFS,4000,제작,,Pink,Pink,비매품,Yes,,fancy,child's room,fruits,No,NA
4917,pear wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPear00.png,NFS,4000,제작,,Green,Green,비매품,Yes,,fancy,child's room,fruits,No,NA
4921,perforated-board wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallPegboard01.png,1180,295,너굴 상점,,Brown,Brown,구매가능,No,,music,facility,None,No,NA
4895,pink blossoming wall,https://acnhcdn.com/latest/FtrIcon/RoomTexWallCountry01.png,1760,440,너굴 상점,,Pink,Brown,구매가능,No,,fancy,living room,None,No,NA
