nameKor,Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog
인조 털 코트,animal-print coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnimal0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnimal0.png,Blue,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday,For sale
인조 털 코트,animal-print coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnimal1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnimal1.png,Green,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday,For sale
인조 털 코트,animal-print coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnimal2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnimal2.png,Purple,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday,For sale
인조 털 코트,animal-print coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnimal3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnimal3.png,Pink,No,2320,580,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Cute,everyday,For sale
얼룩무늬 티셔츠,animal-stripes tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHStripe0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHStripe0.png,Tiger,No,960,240,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cool,everyday; comfy,For sale
얼룩무늬 티셔츠,animal-stripes tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHStripe1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHStripe1.png,Zebra,No,960,240,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cool,everyday; comfy,For sale
안녕 티셔츠,annyeong tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHHellokr0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHHellokr0.png,NA,No,640,160,1x1,Nook Shopping Catalog,,All Year,Simple,everyday; comfy,For sale
아노락,anorak jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnorak0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnorak0.png,Camel,No,1400,350,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy,For sale
아노락,anorak jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnorak1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnorak1.png,Red,No,1400,350,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy,For sale
아노락,anorak jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnorak2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnorak2.png,Blue,No,1400,350,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; outdoorsy,For sale
앞치마,apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron0.png,Orange,No,840,210,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; work,For sale
앞치마,apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron1.png,Green,No,840,210,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; work,For sale
앞치마,apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron2.png,Blue,No,840,210,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; work,For sale
앞치마,apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron3.png,Pink,No,840,210,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; work,For sale
앞치마,apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron4.png,Light blue,No,840,210,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; work,For sale
앞치마,apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron5.png,Purple,No,840,210,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; work,For sale
앞치마,apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron6.png,Gray,No,840,210,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; work,For sale
앞치마,apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron7.png,Brown,No,840,210,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; work,For sale
아란 가디건,Aran-knit cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan0.png,Beige,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아란 가디건,Aran-knit cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan1.png,Light blue,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아란 가디건,Aran-knit cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan2.png,Pink,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아란 가디건,Aran-knit cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan3.png,Yellow,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아란 스웨터,Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran0.png,Red,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아란 스웨터,Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran1.png,White,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아란 스웨터,Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran2.png,Gray,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아란 스웨터,Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran3.png,Green,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아란 스웨터,Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran4.png,Black,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아란 스웨터,Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran5.png,Orange,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아란 스웨터,Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran6.png,Blue,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아가일 스웨터,argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle0.png,Green,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아가일 스웨터,argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle1.png,Gray,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아가일 스웨터,argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle2.png,Mustard,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아가일 스웨터,argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle3.png,Black,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아가일 스웨터,argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle4.png,Red,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아가일 스웨터,argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle5.png,Purple,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아가일 스웨터,argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle6.png,Pink,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아가일 스웨터,argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle7.png,White,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Simple,everyday; comfy,For sale
아가일 베스트,argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle0.png,Blue,No,1440,360,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale
아가일 베스트,argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle1.png,Pink,No,1440,360,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale
아가일 베스트,argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle2.png,Brown,No,1440,360,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale
아가일 베스트,argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle3.png,Red,No,1440,360,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale
아가일 베스트,argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle4.png,Gray,No,1440,360,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale
아가일 베스트,argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle5.png,Green,No,1440,360,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; formal; work,For sale
트레이닝복,athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey0.png,Red,No,960,240,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복,athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey1.png,Green,No,960,240,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복,athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey2.png,Black,No,960,240,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복,athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey3.png,Blue,No,960,240,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복,athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey4.png,Berry red,No,960,240,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복,athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey5.png,Navy blue,No,960,240,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
헐렁한 셔츠,baggy shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLoose0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLoose0.png,Gray,No,NFS,10,1x1,Recycle bin,,All Year,Simple,goth; comfy,Not for sale
헐렁한 셔츠,baggy shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLoose1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLoose1.png,Black,No,NFS,10,1x1,Recycle bin,,All Year,Simple,goth; comfy,Not for sale
헐렁한 셔츠,baggy shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLLoose2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLLoose2.png,Brown,No,NFS,10,1x1,Recycle bin,,All Year,Simple,goth; comfy,Not for sale
야구 셔츠,baseball shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball0.png,Navy blue,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
야구 셔츠,baseball shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball1.png,Red,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
야구 셔츠,baseball shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball2.png,Gray,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
야구 셔츠,baseball shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball3.png,Black,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
야구 셔츠,baseball shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball4.png,White,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
야구 셔츠,baseball shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBaseball5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBaseball5.png,Yellow,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 상의,basketball tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts0.png,Purple,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 상의,basketball tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts1.png,Red,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 상의,basketball tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts2.png,Green,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 상의,basketball tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts3.png,Orange,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 상의,basketball tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts4.png,Blue,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 상의,basketball tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts5.png,Yellow,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 상의,basketball tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts6.png,Light blue,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 상의,basketball tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNBasketballshirts7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNBasketballshirts7.png,Black,No,1120,280,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
곰 그림 티셔츠,bear tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHBear0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHBear0.png,NA,No,800,200,1x1,Nook Shopping Catalog,,All Year,Active,everyday; comfy,For sale
큰별 옷,big-star tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHStar0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHStar0.png,NA,No,560,140,1x1,Nook Shopping Catalog,,All Year,Simple,everyday; comfy,For sale
라이더 재킷,biker jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLRiders0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRiders0.png,Black,No,1750,437,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday; outdoorsy; theatrical,For sale
라이더 재킷,biker jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLRiders1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRiders1.png,Brown,No,1750,437,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday; outdoorsy; theatrical,For sale
라이더 재킷,biker jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLRiders2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRiders2.png,Beige,No,1750,437,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday; outdoorsy; theatrical,For sale
라이더 재킷,biker jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLRiders3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRiders3.png,Red,No,1750,437,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday; outdoorsy; theatrical,For sale
라이더 재킷,biker jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLRiders4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRiders4.png,Blue,No,1750,437,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday; outdoorsy; theatrical,For sale
라이더 재킷,biker jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLRiders5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRiders5.png,Yellow,No,1750,437,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Cool,everyday; outdoorsy; theatrical,For sale
꽃무늬 티셔츠,blossom tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFlower0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFlower0.png,Pink,No,800,200,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; comfy,For sale
꽃무늬 티셔츠,blossom tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFlower1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFlower1.png,Blue,No,800,200,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; comfy,For sale
꽃무늬 티셔츠,blossom tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHFlower2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHFlower2.png,Yellow,No,800,200,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cute,everyday; comfy,For sale
