nameKor,Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog
트레이닝복 바지,athletic pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalJersey3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalJersey3.png,Blue,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복 바지,athletic pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalJersey4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalJersey4.png,Berry red,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복 바지,athletic pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalJersey5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalJersey5.png,Navy blue,No,880,220,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복 숏팬츠,athletic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfJersey0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfJersey0.png,Red,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복 숏팬츠,athletic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfJersey1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfJersey1.png,Green,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복 숏팬츠,athletic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfJersey2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfJersey2.png,Black,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복 숏팬츠,athletic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfJersey3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfJersey3.png,Blue,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복 숏팬츠,athletic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfJersey4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfJersey4.png,Berry red,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
트레이닝복 숏팬츠,athletic shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfJersey5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfJersey5.png,Navy blue,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,outdoorsy; comfy; sporty,For sale
농구복 하의,basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball0.png,Purple,No,980,245,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 하의,basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball1.png,Red,No,980,245,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 하의,basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball2.png,Green,No,980,245,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 하의,basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball3.png,Orange,No,980,245,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 하의,basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball4.png,Blue,No,980,245,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 하의,basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball5.png,Yellow,No,980,245,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 하의,basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball6.png,Light blue,No,980,245,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
농구복 하의,basketball shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball7.png,Black,No,980,245,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Active,sporty; work,For sale
나팔바지,bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms0.png,Orange,No,1320,330,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,everyday,For sale
나팔바지,bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms1.png,Brown,No,1320,330,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,everyday,For sale
나팔바지,bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms2.png,Beige,No,1320,330,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,everyday,For sale
나팔바지,bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms3.png,Green,No,1320,330,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,everyday,For sale
나팔바지,bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms4.png,Blue,No,1320,330,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Gorgeous,everyday,For sale
벨트 랩 스커트,belted wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap0.png,Yellow,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; comfy,For sale
벨트 랩 스커트,belted wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap1.png,Red,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; comfy,For sale
벨트 랩 스커트,belted wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap2.png,Green,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; comfy,For sale
벨트 랩 스커트,belted wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap3.png,Blue,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; comfy,For sale
보아 반바지,boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa0.png,Purple,No,1200,300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 반바지,boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa1.png,Avocado,No,1200,300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 반바지,boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa2.png,Beige,No,1200,300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 반바지,boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa3.png,Blue,No,1200,300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 반바지,boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa4.png,Red,No,1200,300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 반바지,boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa5.png,Orange,No,1200,300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 반바지,boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa6.png,Peacock blue,No,1200,300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 반바지,boa shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa7.png,Black,No,1200,300,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 스커트,boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa0.png,Green,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 스커트,boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa1.png,Blue,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 스커트,boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa2.png,Purple,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 스커트,boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa3.png,Red,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 스커트,boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa4.png,Yellow,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 스커트,boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa5.png,Light blue,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 스커트,boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa6.png,Beige,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
보아 스커트,boa skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa7.png,Brown,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Active,everyday; outdoorsy,For sale
MA-1 스커트,bomber-style skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone0.png,Avocado,No,1320,330,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
MA-1 스커트,bomber-style skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone1.png,Black,No,1320,330,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
MA-1 스커트,bomber-style skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone2.png,Blue,No,1320,330,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
MA-1 스커트,bomber-style skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone3.png,Brown,No,1320,330,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
보태니컬 반바지,botanical shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBotanical0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBotanical0.png,Black,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cool,comfy; vacation,For sale
보태니컬 반바지,botanical shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBotanical1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBotanical1.png,White,No,700,175,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Cool,comfy; vacation,For sale
박스 플리츠 스커트,box-pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats0.png,Light blue,No,1320,330,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale
박스 플리츠 스커트,box-pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats1.png,Beige,No,1320,330,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale
박스 플리츠 스커트,box-pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats2.png,Red,No,1320,330,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale
박스 플리츠 스커트,box-pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats3.png,Green,No,1320,330,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,everyday; vacation,For sale
버튼 레이스 치마,buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace0.png,Yellow,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; fairy tale; comfy; vacation,For sale
버튼 레이스 치마,buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace1.png,White,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; fairy tale; comfy; vacation,For sale
버튼 레이스 치마,buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace2.png,Pink,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; fairy tale; comfy; vacation,For sale
버튼 레이스 치마,buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace3.png,Green,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; fairy tale; comfy; vacation,For sale
버튼 레이스 치마,buttoned lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace4.png,Purple,No,1200,300,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; fairy tale; comfy; vacation,For sale
단추 랩 스커트,buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor0.png,Gray,No,1820,455,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal,For sale
단추 랩 스커트,buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor1.png,Blue,No,1820,455,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal,For sale
단추 랩 스커트,buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor2.png,Orange,No,1820,455,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal,For sale
단추 랩 스커트,buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor3.png,Pink,No,1820,455,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal,For sale
단추 랩 스커트,buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor4.png,Green,No,1820,455,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal,For sale
단추 랩 스커트,buttoned wraparound skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor5.png,Purple,No,1820,455,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,everyday; formal,For sale
밀리터리 바지,camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage0.png,Brown,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
밀리터리 바지,camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage1.png,Avocado,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
밀리터리 바지,camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage2.png,Pink,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
밀리터리 바지,camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage3.png,Blue,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
밀리터리 바지,camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage4.png,Gray,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
밀리터리 바지,camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage5.png,Purple,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
밀리터리 바지,camo pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage6.png,Red,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
밀리터리 치마,camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCamo0.png,Brown,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
밀리터리 치마,camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCamo1.png,Avocado,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
밀리터리 치마,camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCamo2.png,Pink,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
밀리터리 치마,camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCamo3.png,Blue,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
밀리터리 치마,camo skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxCamo4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxCamo4.png,Gray,No,1300,325,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cool,everyday; outdoorsy,For sale
