nameKor,Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,Size,Source,Source Notes,Seasonal Availability,Style,Label Themes,Catalog
장화,boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots0.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots0.png,Green,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; work,For sale
장화,boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots1.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots1.png,Black,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; work,For sale
장화,boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots2.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots2.png,Blue,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; work,For sale
장화,boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots3.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots3.png,Red,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; work,For sale
장화,boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots4.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots4.png,Olive,No,560,140,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Simple,outdoorsy; work,For sale
비즈니스 슈즈,business shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBusiness0.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBusiness0.png,Black,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,formal; work,For sale
비즈니스 슈즈,business shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBusiness1.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBusiness1.png,Brown,No,1300,325,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,formal; work,For sale
스파이크 슈즈,cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike0.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike0.png,Blue,No,1200,300,1x1,Kicks,,All Year,Active,sporty; work,For sale
스파이크 슈즈,cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike1.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike1.png,Light blue,No,1200,300,1x1,Kicks,,All Year,Active,sporty; work,For sale
스파이크 슈즈,cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike2.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike2.png,Red,No,1200,300,1x1,Kicks,,All Year,Active,sporty; work,For sale
스파이크 슈즈,cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike3.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike3.png,Yellow,No,1200,300,1x1,Kicks,,All Year,Active,sporty; work,For sale
스파이크 슈즈,cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike4.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike4.png,Black,No,1200,300,1x1,Kicks,,All Year,Active,sporty; work,For sale
스파이크 슈즈,cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike5.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike5.png,Orange,No,1200,300,1x1,Kicks,,All Year,Active,sporty; work,For sale
스파이크 슈즈,cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike6.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike6.png,Green,No,1200,300,1x1,Kicks,,All Year,Active,sporty; work,For sale
스파이크 슈즈,cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike7.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike7.png,Purple,No,1200,300,1x1,Kicks,,All Year,Active,sporty; work,For sale
컴포트 샌들,comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort0.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort0.png,Brown,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy; vacation,For sale
컴포트 샌들,comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort1.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort1.png,White,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy; vacation,For sale
컴포트 샌들,comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort2.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort2.png,Green,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy; vacation,For sale
컴포트 샌들,comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort3.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort3.png,Blue,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy; vacation,For sale
컴포트 샌들,comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort4.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort4.png,Red,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy; vacation,For sale
컴포트 샌들,comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort5.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort5.png,Orange,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy; vacation,For sale
컴포트 샌들,comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort6.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort6.png,Yellow,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy; vacation,For sale
컴포트 샌들,comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort7.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort7.png,Purple,No,1040,260,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Simple,everyday; comfy; vacation,For sale
웨스턴 부츠,cowboy boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern0.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern0.png,Brown,No,2380,595,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,outdoorsy; theatrical; work,For sale
웨스턴 부츠,cowboy boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern1.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern1.png,Black,No,2380,595,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,outdoorsy; theatrical; work,For sale
웨스턴 부츠,cowboy boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern2.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern2.png,Ivory,No,2380,595,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,outdoorsy; theatrical; work,For sale
웨스턴 부츠,cowboy boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern3.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern3.png,Pink,No,2380,595,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,outdoorsy; theatrical; work,For sale
웨스턴 부츠,cowboy boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern4.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern4.png,Blue,No,2380,595,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Elegant,outdoorsy; theatrical; work,For sale
크로스 벨트 샌들,cross-belt sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt0.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt0.png,Green,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Elegant,everyday; vacation,For sale
크로스 벨트 샌들,cross-belt sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt1.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt1.png,Pink,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Elegant,everyday; vacation,For sale
크로스 벨트 샌들,cross-belt sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt2.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt2.png,Gray,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Elegant,everyday; vacation,For sale
크로스 벨트 샌들,cross-belt sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt3.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt3.png,Brown,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Elegant,everyday; vacation,For sale
크로스 벨트 샌들,cross-belt sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt4.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt4.png,Black,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Elegant,everyday; vacation,For sale
크로스 벨트 샌들,cross-belt sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt5.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt5.png,Purple,No,1040,260,1x1,Able Sisters,Available from Able Sisters shop only,Summer,Elegant,everyday; vacation,For sale
큐트 스니커,cute sneakers,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute0.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute0.png,Light blue,No,1260,315,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale
큐트 스니커,cute sneakers,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute1.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute1.png,Green,No,1260,315,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale
큐트 스니커,cute sneakers,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute2.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute2.png,Pink,No,1260,315,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale
큐트 스니커,cute sneakers,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute3.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute3.png,Yellow,No,1260,315,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale
큐트 스니커,cute sneakers,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute4.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute4.png,Purple,No,1260,315,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale
큐트 스니커,cute sneakers,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute5.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute5.png,Blue,No,1260,315,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Cute,everyday; fairy tale,For sale
DAL 슬리퍼,DAL slippers,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSlippers0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSlippers0.png,Blue,No,4040,1010,1x1,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,Simple,comfy; vacation,Not for sale
땅 달걀 신발,earth-egg shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEggground0.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEggground0.png,None,Yes,NFS,800,1x1,Crafting,,All Year,Active,fairy tale; party; theatrical,Not for sale
자수 구두,embroidered shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEmbroidery0.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEmbroidery0.png,Red,No,2100,525,1x1,Kicks,,All Year,Elegant,everyday; formal,For sale
자수 구두,embroidered shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEmbroidery1.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEmbroidery1.png,White,No,2100,525,1x1,Kicks,,All Year,Elegant,everyday; formal,For sale
자수 구두,embroidered shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEmbroidery2.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEmbroidery2.png,Black,No,2100,525,1x1,Kicks,,All Year,Elegant,everyday; formal,For sale
자수 구두,embroidered shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEmbroidery3.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEmbroidery3.png,Blue,No,2100,525,1x1,Kicks,,All Year,Elegant,everyday; formal,For sale
인조털 부츠,faux-fur ankle booties,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutFurboots0.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutFurboots0.png,Olive,No,1450,362,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; fairy tale; formal; party; theatrical,For sale
인조털 부츠,faux-fur ankle booties,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutFurboots1.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutFurboots1.png,Beige,No,1450,362,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; fairy tale; formal; party; theatrical,For sale
인조털 부츠,faux-fur ankle booties,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutFurboots2.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutFurboots2.png,Ruby red,No,1450,362,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; fairy tale; formal; party; theatrical,For sale
인조털 부츠,faux-fur ankle booties,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutFurboots3.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutFurboots3.png,Navy blue,No,1450,362,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Elegant,everyday; fairy tale; formal; party; theatrical,For sale
양털 부츠,faux-shearling boots,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutMouton0.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutMouton0.png,Beige,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,everyday; outdoorsy,For sale
양털 부츠,faux-shearling boots,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutMouton1.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutMouton1.png,Pink,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,everyday; outdoorsy,For sale
양털 부츠,faux-shearling boots,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutMouton2.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutMouton2.png,Green,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,everyday; outdoorsy,For sale
양털 부츠,faux-shearling boots,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutMouton3.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutMouton3.png,Black,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,everyday; outdoorsy,For sale
양털 부츠,faux-shearling boots,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutMouton4.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutMouton4.png,Gray,No,1600,400,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Cute,everyday; outdoorsy,For sale
스웨이드 스니커,faux-suede sneakers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSuede0.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSuede0.png,Green,No,1080,270,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; outdoorsy; sporty,For sale
스웨이드 스니커,faux-suede sneakers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSuede1.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSuede1.png,Navy blue,No,1080,270,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; outdoorsy; sporty,For sale
스웨이드 스니커,faux-suede sneakers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSuede2.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSuede2.png,Beige,No,1080,270,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; outdoorsy; sporty,For sale
스웨이드 스니커,faux-suede sneakers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSuede3.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSuede3.png,Orange,No,1080,270,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; outdoorsy; sporty,For sale
스웨이드 스니커,faux-suede sneakers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSuede4.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSuede4.png,Pink,No,1080,270,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Simple,everyday; outdoorsy; sporty,For sale
