11,ºÓÀº¸ñµµ¸®ºñ´Ü³ªºñ,Rajah Brooke's birdwing,2500,²É ÁÖº¯,Any except rain,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,null,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,null,null,8#9#10#11#12#13#14#15#16#17,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_011_rajahbrookesbirdwing.png?alt=media&token=74b4f42c-e085-4987-8269-ecdd6ce1b735,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_011_rajahbrookesbirdwing.png?alt=media&token=32125bd1-97f2-4f36-81a2-d82530aae949
12,¾Ë·º»êµå¶óÁ¦ºñ³ªºñ,Queen Alexandra's birdwing,4000,²É ÁÖº¯,Any except rain,null,null,null,null,8#9#10#11#12#13#14#15#16,8#9#10#11#12#13#14#15#16,8#9#10#11#12#13#14#15#16,8#9#10#11#12#13#14#15#16,8#9#10#11#12#13#14#15#16,null,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_012_queenalexandrasbirdwing.png?alt=media&token=bf15e860-292c-461c-90fe-bc67bb82ca75,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_012_queenalexandrasbirdwing.png?alt=media&token=980ace14-79f2-49f9-b088-a60a64d38ba1
13,³ª¹æ,moth,130,°øÁß(ºÒºû ±ÙÃ³),Any except rain,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_013_moth.png?alt=media&token=77e0aca7-8e15-4a87-9aa4-2d7a5d53b994,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_013_moth.png?alt=media&token=e9014d25-7cdc-4e6c-b589-8173c86e3526
14,¾ÆÆ²¶ó½º³ª¹æ,Atlas moth,3000,³ª¹«,Any weather,null,null,null,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,19#20#21#22#23#0#1#2#3#4,null,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_014_atlasmoth.png?alt=media&token=fc77a49f-51d5-4c88-9e72-1b3fb7fc5d7f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_014_atlasmoth.png?alt=media&token=aca714b7-18bf-4633-a02d-13b0fbd05711
15,¸¶´Ù°¡½ºÄ«¸£ºñ´ÜÁ¦ºñ³ª¹æ,Madagascan sunset moth,2500,²É ÁÖº¯,Any except rain,null,null,null,8#9#10#11#12#13#14#15#16,8#9#10#11#12#13#14#15#16,8#9#10#11#12#13#14#15#16,8#9#10#11#12#13#14#15#16,8#9#10#11#12#13#14#15#16,8#9#10#11#12#13#14#15#16,null,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_015_madagascansunsetmoth.png?alt=media&token=6b1aa5a3-0496-4768-b688-191078d1da72,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_015_madagascansunsetmoth.png?alt=media&token=a4652a04-e034-462c-b0eb-0b7bc50188e9
16,¹æ¾Æ±úºñ,long locust,200,¶¥ À§,Any weather,null,null,null,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_016_longlocust.png?alt=media&token=2cab5c38-0960-478c-a94d-56fd936758ef,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_016_longlocust.png?alt=media&token=104846a5-4762-4f0d-904d-2b23476a2344
17,¼¶Ç®¹«Ä¡,migratory locust,600,¶¥ À§,Any weather,null,null,null,null,null,null,null,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_017_migratorylocust.png?alt=media&token=8940be31-d0e4-47f8-9002-f15478d18761,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_017_migratorylocust.png?alt=media&token=de8d5e2d-7b03-429a-b8a4-fb0236ff9235
18,¸Þ¶Ñ±â,rice grasshopper,400,¶¥ À§,Any weather,null,null,null,null,null,null,null,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_018_ricegrasshopper.png?alt=media&token=86393a8e-6120-478d-b861-a330e46a3e35,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_018_ricegrasshopper.png?alt=media&token=48eb42bc-d24d-4199-86a9-6c101150ffc1
19,¿©Ä¡,grasshopper,160,¶¥ À§,Any except rain,null,null,null,null,null,null,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,null,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_019_grasshopper.png?alt=media&token=adf293c0-1030-40a9-a025-56592492237b,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_019_grasshopper.png?alt=media&token=48a40ea6-ec20-417d-a8a5-5f8f3c79a0c5
20,±Í¶Ñ¶ó¹Ì,cricket,130,¶¥ À§,Any except rain,null,null,null,null,null,null,null,null,17#18#19#20#21#22#23#0#1#2#3#4#5#6#7#8,17#18#19#20#21#22#23#0#1#2#3#4#5#6#7#8,17#18#19#20#21#22#23#0#1#2#3#4#5#6#7#8,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_020_cricket.png?alt=media&token=3b506d4c-f2b0-49a6-b08e-a89fe62955e9,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_020_cricket.png?alt=media&token=3bbe5c5a-5430-476c-a489-5add10f7f525
21,¹æ¿ï¹ú·¹,bell cricket,430,¶¥ À§,Any except rain,null,null,null,null,null,null,null,null,17#18#19#20#21#22#23#0#1#2#3#4#5#6#7#8,17#18#19#20#21#22#23#0#1#2#3#4#5#6#7#8,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_021_bellcricket.png?alt=media&token=2105a237-cc46-4153-a884-7dabe40eb254,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_021_bellcricket.png?alt=media&token=5ebd7aad-0035-4949-8707-2e3fc596c68d
22,»ç¸¶±Í,mantis,430,²É À§,Any except rain,null,null,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_022_mantis.png?alt=media&token=e42c128d-7200-4734-a017-13aff2432050,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_022_mantis.png?alt=media&token=eaa14937-a75f-4da6-9a04-ee91d2c46071
23,¿¬²É»ç¸¶±Í,orchid mantis,2400,Èò»ö ²É À§,Any except rain,null,null,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_023_orchidmantis.png?alt=media&token=4a7d881e-c1c3-4a36-92fa-8bd0ea1baf0d,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_023_orchidmantis.png?alt=media&token=79ec9051-5b55-4471-a857-19cf14d92090
24,²Ü¹ú,honeybee,200,²É ÁÖº¯,Any except rain,null,null,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,null,null,null,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_024_honeybee.png?alt=media&token=709f60c2-a317-41ad-879e-9d9b8d0cecf7,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_024_honeybee.png?alt=media&token=6ca2908f-07a1-4b6c-a35d-a4c778a02481
25,¹ú,wasp,2500,³ª¹«(Èçµé±â),Any weather,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_025_wasp.png?alt=media&token=b4375d6e-9cba-4255-b58d-c78d1cd863a6,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_025_wasp.png?alt=media&token=265a65c1-37b8-4d8b-b8ca-95bb7e790b26
26,À¯Áö¸Å¹Ì,brown cicada,250,È°¿±¼ö/Ä§¿±¼ö,Any weather,null,null,null,null,null,null,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,null,null,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_026_browncicada.png?alt=media&token=601e164a-cab5-4b15-a32d-e91fd4e785d9,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_026_browncicada.png?alt=media&token=8a5638c7-8491-4f51-9a7c-787e5a5cd495
27,Âü¸Å¹Ì,robust cicada,300,È°¿±¼ö/Ä§¿±¼ö,Any weather,null,null,null,null,null,null,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,null,null,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_027_robustcicada.png?alt=media&token=45f64dce-3b0b-4cfb-a27e-fc4f67187192,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_027_robustcicada.png?alt=media&token=68d53307-9f3f-4159-ba12-0a0d801859c1
28,°õ¸Å¹Ì,giant cicada,500,È°¿±¼ö/Ä§¿±¼ö,Any weather,null,null,null,null,null,null,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,null,null,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_028_giantcicada.png?alt=media&token=ab09f796-4a02-454b-8bc5-3828246b6e32,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_028_giantcicada.png?alt=media&token=b1c211ad-4168-4fdf-b05d-06d4c9c34bbd
29,¾Ö¸Å¹Ì,walker cicada,400,È°¿±¼ö/Ä§¿±¼ö,Any weather,null,null,null,null,null,null,null,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,null,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_029_walkercicada.png?alt=media&token=f3b14c6d-6096-46e4-9be9-5df5207421a5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_029_walkercicada.png?alt=media&token=1ad69acd-d2f5-45a9-bc7f-eef71a3cdc49
30,¾²¸£¶ó¹Ì,evening cicada,550,È°¿±¼ö/Ä§¿±¼ö,Any weather,null,null,null,null,null,null,4 AM 8 AM; 4 PM 7 PM,4 AM ~ 8 AM; 4 PM ~ 7 PM,null,null,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_030_eveningcicada.png?alt=media&token=0d4fe088-e769-45de-9591-09730ec7e265,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_030_eveningcicada.png?alt=media&token=b8e9ca5d-84fc-430c-8ad4-b008d4ce8d64
31,¸Å¹Ì Çã¹°,cicada shell,10,È°¿±¼ö/Ä§¿±¼ö,Any weather,null,null,null,null,null,null,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,0#1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23,null,null,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_031_cicadashell.png?alt=media&token=1b689e99-477e-4ff8-941b-996e322f147b,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_031_cicadashell.png?alt=media&token=016a75b9-de25-48f4-afa1-343462d1a7ed
32,°íÃßÀáÀÚ¸®,red dragonfly,180,°øÁß,Any except rain,null,null,null,null,null,null,null,null,8#9#10#11#12#13#14#15#16#17#18#19,8#9#10#11#12#13#14#15#16#17#18#19,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_032_reddragonfly.png?alt=media&token=b301f9c6-5b4a-4ced-aaed-a94891cb9634,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_032_reddragonfly.png?alt=media&token=6298cb0b-6955-4a94-8146-a557239164ce
33,¿ÕÀáÀÚ¸®,darner dragonfly,230,°øÁß,Any except rain,null,null,null,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,8#9#10#11#12#13#14#15#16#17,null,null,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Ficon%2Fic_bug_033_darnerdragonfly.png?alt=media&token=639b1815-ddf7-430d-86f7-6141e74ec6a2,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/bug%2Fdetail%2Fbug_detail_033_darnerdragonfly.png?alt=media&token=44179a7d-4dbb-42ae-a3ed-be745fc87982
