Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Villager Equippable
11313,basketball shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBasketball7.png,980,245,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,검정색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBasketball7.png,일 년 내내,활동적인,스포츠#비즈니스,Black,No
4364,bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms0.png,1320,330,에이블 시스터즈,에이블 시스터즈에만,주황색,주황색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms0.png,일 년 내내,화려한,데일리,Orange,No
9270,bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms1.png,1320,330,에이블 시스터즈,에이블 시스터즈에만,갈색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms1.png,일 년 내내,화려한,데일리,Brown,No
9271,bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms2.png,1320,330,에이블 시스터즈,에이블 시스터즈에만,베이지색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms2.png,일 년 내내,화려한,데일리,Beige,No
9272,bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms3.png,1320,330,에이블 시스터즈,에이블 시스터즈에만,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms3.png,일 년 내내,화려한,데일리,Green,No
9273,bell-bottoms,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideBellbottoms4.png,1320,330,에이블 시스터즈,에이블 시스터즈에만,파란색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideBellbottoms4.png,일 년 내내,화려한,데일리,Blue,No
4545,belted wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap0.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,노란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap0.png,일 년 내내,심플한,데일리#릴렉스,Yellow,No
8721,belted wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap1.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,빨간색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap1.png,일 년 내내,심플한,데일리#릴렉스,Red,No
8722,belted wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap2.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap2.png,일 년 내내,심플한,데일리#릴렉스,Green,No
8723,belted wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrap3.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,파란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrap3.png,일 년 내내,심플한,데일리#릴렉스,Blue,No
5419,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa0.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,보라색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa0.png,겨울,활동적인,데일리#아웃도어,Purple,No
9114,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa1.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa1.png,겨울,활동적인,데일리#아웃도어,Avocado,No
9115,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa2.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,베이지색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa2.png,겨울,활동적인,데일리#아웃도어,Beige,No
9116,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa3.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,파란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa3.png,겨울,활동적인,데일리#아웃도어,Blue,No
9117,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa4.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,빨간색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa4.png,겨울,활동적인,데일리#아웃도어,Red,No
9118,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa5.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,주황색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa5.png,겨울,활동적인,데일리#아웃도어,Orange,No
9119,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa6.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,하늘색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa6.png,겨울,활동적인,데일리#아웃도어,Peacock blue,No
9120,boa shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBoa7.png,1200,300,에이블 시스터즈,에이블 시스터즈에만,검정색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBoa7.png,겨울,활동적인,데일리#아웃도어,Black,No
5418,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa0.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa0.png,겨울,활동적인,데일리#아웃도어,Green,No
9107,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa1.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,파란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa1.png,겨울,활동적인,데일리#아웃도어,Blue,No
9108,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa2.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,보라색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa2.png,겨울,활동적인,데일리#아웃도어,Purple,No
9109,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa3.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,빨간색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa3.png,겨울,활동적인,데일리#아웃도어,Red,No
9110,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa4.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,노란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa4.png,겨울,활동적인,데일리#아웃도어,Yellow,No
9111,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa5.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,하늘색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa5.png,겨울,활동적인,데일리#아웃도어,Light blue,No
9112,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa6.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,베이지색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa6.png,겨울,활동적인,데일리#아웃도어,Beige,No
9113,boa skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoa7.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,갈색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoa7.png,겨울,활동적인,데일리#아웃도어,Brown,No
5722,bomber-style skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone0.png,1320,330,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone0.png,일 년 내내,쿨한,데일리#아웃도어,Avocado,No
11663,bomber-style skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone1.png,1320,330,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,검정색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone1.png,일 년 내내,쿨한,데일리#아웃도어,Black,No
11664,bomber-style skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone2.png,1320,330,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,파란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone2.png,일 년 내내,쿨한,데일리#아웃도어,Blue,No
11665,bomber-style skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongMaone3.png,1320,330,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,갈색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongMaone3.png,일 년 내내,쿨한,데일리#아웃도어,Brown,No
5854,botanical shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBotanical0.png,700,175,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,검정색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBotanical0.png,여름,쿨한,릴렉스#바캉스,Black,No
9193,botanical shorts,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfBotanical1.png,700,175,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하얀색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfBotanical1.png,여름,쿨한,릴렉스#바캉스,White,No
5703,box-pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats0.png,1320,330,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하늘색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats0.png,일 년 내내,심플한,데일리#바캉스,Light blue,No
11786,box-pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats1.png,1320,330,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,베이지색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats1.png,일 년 내내,심플한,데일리#바캉스,Beige,No
11787,box-pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats2.png,1320,330,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,빨간색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats2.png,일 년 내내,심플한,데일리#바캉스,Red,No
11788,box-pleated skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxBoxpleats3.png,1320,330,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxBoxpleats3.png,일 년 내내,심플한,데일리#바캉스,Green,No
5421,buttoned lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace0.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,노란색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace0.png,여름,심플한,데일리#메르헨#릴렉스#바캉스,Yellow,No
8727,buttoned lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace1.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하얀색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace1.png,여름,심플한,데일리#메르헨#릴렉스#바캉스,White,No
8728,buttoned lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace2.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,분홍색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace2.png,여름,심플한,데일리#메르헨#릴렉스#바캉스,Pink,No
8729,buttoned lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace3.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace3.png,여름,심플한,데일리#메르헨#릴렉스#바캉스,Green,No
8730,buttoned lace skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLace4.png,1200,300,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,보라색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLace4.png,여름,심플한,데일리#메르헨#릴렉스#바캉스,Purple,No
5816,buttoned wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor0.png,1820,455,에이블 시스터즈,에이블 시스터즈에만,회색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor0.png,일 년 내내,우아한,데일리#포멀,Gray,No
8731,buttoned wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor1.png,1820,455,에이블 시스터즈,에이블 시스터즈에만,파란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor1.png,일 년 내내,우아한,데일리#포멀,Blue,No
8732,buttoned wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor2.png,1820,455,에이블 시스터즈,에이블 시스터즈에만,주황색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor2.png,일 년 내내,우아한,데일리#포멀,Orange,No
8733,buttoned wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor3.png,1820,455,에이블 시스터즈,에이블 시스터즈에만,분홍색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor3.png,일 년 내내,우아한,데일리#포멀,Pink,No
8734,buttoned wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor4.png,1820,455,에이블 시스터즈,에이블 시스터즈에만,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor4.png,일 년 내내,우아한,데일리#포멀,Green,No
8735,buttoned wraparound skirt,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongWrapbicolor5.png,1820,455,에이블 시스터즈,에이블 시스터즈에만,보라색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongWrapbicolor5.png,일 년 내내,우아한,데일리#포멀,Purple,No
3342,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage0.png,1300,325,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,갈색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage0.png,일 년 내내,쿨한,데일리#아웃도어,Brown,No
10185,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage1.png,1300,325,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage1.png,일 년 내내,쿨한,데일리#아웃도어,Avocado,No
10186,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage2.png,1300,325,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,분홍색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage2.png,일 년 내내,쿨한,데일리#아웃도어,Pink,No
10187,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage3.png,1300,325,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,하늘색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage3.png,일 년 내내,쿨한,데일리#아웃도어,Blue,No
10188,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage4.png,1300,325,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,회색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage4.png,일 년 내내,쿨한,데일리#아웃도어,Gray,No
10189,camo pants,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalCamouflage5.png,1300,325,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,보라색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalCamouflage5.png,일 년 내내,쿨한,데일리#아웃도어,Purple,No
