Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,Body Customize,Pattern Customize,Outdoor
3592,생일 cake,https://acnhcdn.com/latest/FtrIcon/Ftr생일Cake_Remake_2_0.png,NFS,100,생일,,분홍색,컬러풀,비매품,No,1x1,2_0,Strawberry buttercream,Variation,NA,NA,1,Yes,No,No
3591,생일 candles,https://acnhcdn.com/latest/FtrIcon/Ftr생일Candle_Remake_0_0.png,NFS,300,생일,,컬러풀,컬러풀,비매품,No,1x1,0_0,Colorful,Variation,NA,NA,1,Yes,No,No
3591,생일 candles,https://acnhcdn.com/latest/FtrIcon/Ftr생일Candle_Remake_1_0.png,NFS,300,생일,,컬러풀,분홍색,비매품,No,1x1,1_0,Pink,Variation,NA,NA,1,Yes,No,No
3591,생일 candles,https://acnhcdn.com/latest/FtrIcon/Ftr생일Candle_Remake_2_0.png,NFS,300,생일,,컬러풀,파란색,비매품,No,1x1,2_0,Blue,Variation,NA,NA,1,Yes,No,No
3591,생일 candles,https://acnhcdn.com/latest/FtrIcon/Ftr생일Candle_Remake_3_0.png,NFS,300,생일,,컬러풀,초록색,비매품,No,1x1,3_0,Green,Variation,NA,NA,1,Yes,No,No
3591,생일 candles,https://acnhcdn.com/latest/FtrIcon/Ftr생일Candle_Remake_4_0.png,NFS,300,생일,,컬러풀,주황색,비매품,No,1x1,4_0,Orange,Variation,NA,NA,1,Yes,No,No
3591,생일 candles,https://acnhcdn.com/latest/FtrIcon/Ftr생일Candle_Remake_5_0.png,NFS,300,생일,,컬러풀,검정색,비매품,No,1x1,5_0,Gorgeous,Variation,NA,NA,1,Yes,No,No
6931,bitterling model,https://acnhcdn.com/latest/FtrIcon/FtrFishTanagoToy.png,NFS,2700,저스틴,같은 물고기 3개 주고 다음 날 우편으로 받기,하늘색,검정색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
6938,black bass model,https://acnhcdn.com/latest/FtrIcon/FtrFishBlackbassToy.png,NFS,1200,저스틴,같은 물고기 3개 주고 다음 날 우편으로 받기,초록색,검정색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
6951,blowfish model,https://acnhcdn.com/latest/FtrIcon/FtrFishFuguToy.png,NFS,15000,저스틴,같은 물고기 3개 주고 다음 날 우편으로 받기,베이지색,검정색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
6963,blue marlin model,https://acnhcdn.com/latest/FtrIcon/FtrFishKajikiToy.png,NFS,30000,저스틴,같은 물고기 3개 주고 다음 날 우편으로 받기,파란색,검정색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
7118,blue weevil beetle model,https://acnhcdn.com/latest/FtrIcon/FtrInsectHousekizoumushiToy.png,NFS,2400,레온,같은 곤충 3개 주고 다음 날 우편으로 받기,초록색,검정색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
6939,bluegill model,https://acnhcdn.com/latest/FtrIcon/FtrFishBlueguillToy.png,NFS,540,저스틴,같은 물고기 3개 주고 다음 날 우편으로 받기,파란색,검정색,비매품,No,1x1,NA,NA,NA,NA,NA,NA,No,No,No
7599,board game,https://acnhcdn.com/latest/FtrIcon/FtrBoardgame_Remake_0_0.png,1300,325,너굴 상점,너굴상점의 구매 제한 없는 상품,초록색,컬러풀,구매가능,No,1x1,0_0,Simple path game,NA,NA,NA,NA,No,No,No
7599,board game,https://acnhcdn.com/latest/FtrIcon/FtrBoardgame_Remake_1_0.png,1300,325,너굴 상점,너굴상점의 구매 제한 없는 상품,주황색,컬러풀,구매가능,No,1x1,1_0,Territory game,NA,NA,NA,NA,No,No,No
7599,board game,https://acnhcdn.com/latest/FtrIcon/FtrBoardgame_Remake_2_0.png,1300,325,너굴 상점,너굴상점의 구매 제한 없는 상품,하얀색,컬러풀,구매가능,No,1x1,2_0,Kids' game,NA,NA,NA,NA,No,No,No
