Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,VFX,Miles Price
4954,blue rubber flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRubber01.png,850,212,너굴 상점,,파란색,하늘색,구매가능,No,,No,NA
5057,blue-paint flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPaintWood00.png,1040,260,너굴 상점,,하늘색,하얀색,구매가능,No,,No,NA
4982,boxing-ring mat,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorWrestling00.png,3000,750,사하라,,파란색,파란색,비매품,No,,No,NA
5081,brown argyle-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorArgyleTile01.png,1440,360,너굴 상점,,갈색,갈색,구매가능,No,,No,NA
5075,brown floral flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDecoWood02.png,1520,380,너굴 상점,,갈색,하얀색,구매가능,No,,No,NA
5038,brown honeycomb tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHoneycomb00.png,1420,355,너굴 상점,,갈색,갈색,구매가능,No,,No,NA
5065,brown iron-parquet flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParquetIron01.png,2350,587,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
12433,brown wedding flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMarbleTile01.png,3000,750,웨딩 이벤트,,None,None,비매품,No,,,NA
6849,brown-brick flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorBrick03.png,1040,260,너굴 상점,,갈색,갈색,구매가능,No,,No,NA
12423,Bunny Day flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorEaster00.png,NFS,4800,제작,,None,None,비매품,Yes,,No,NA
5015,camo flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCamouflage00.png,1320,330,너굴 상점,,검정색,초록색,구매가능,No,,No,NA
7204,cherry-blossom flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSakura00.png,NFS,4400,제작,,분홍색,분홍색,비매품,Yes,,No,NA
5082,circuit-board flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorGeek00.png,3000,750,사하라,,초록색,초록색,비매품,No,,No,NA
5267,cloud flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorCloud00.png,3000,750,사하라,,하얀색,하얀색,비매품,No,,Yes,NA
4990,colored-leaves flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorAutumun00.png,NFS,4300,제작,,주황색,주황색,비매품,Yes,,No,NA
5037,colorful mosaic-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTile02.png,900,225,너굴 상점,,컬러풀,하얀색,구매가능,No,,No,NA
4957,colorful puzzle flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPuzzleMat01.png,1450,362,너굴 상점,,컬러풀,컬러풀,구매가능,No,,No,NA
5068,colorful tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPanel01.png,1620,405,너굴 상점,,컬러풀,컬러풀,구매가능,No,,No,NA
5018,common flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCommon00.png,720,180,너굴 상점,,갈색,갈색,구매가능,No,,No,NA
4951,concrete flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorConcrete00.png,820,205,너굴 상점,,회색,회색,구매가능,No,,No,NA
5235,construction-site flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorConstruction00.png,3000,750,사하라,,갈색,하얀색,비매품,No,,No,NA
6844,cool vinyl flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTileChecker03.png,1150,287,너굴 상점,,파란색,회색,구매가능,No,,No,NA
5071,cool-paint flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorColorfulWood01.png,2200,550,너굴 상점,,컬러풀,컬러풀,구매가능,No,,No,NA
4969,cork flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCork00.png,1500,375,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
5243,crop-circles flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCropCircles00.png,3000,750,사하라,,초록색,초록색,비매품,No,,No,NA
5007,crosswalk flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSidewalk00.png,3000,750,사하라,,베이지색,검정색,비매품,No,,No,NA
4987,cubic parquet flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHoneycombWood00.png,1500,375,너굴 상점,,주황색,주황색,구매가능,No,,No,NA
7221,cute blue-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCute02.png,780,195,너굴 상점,,파란색,파란색,구매가능,No,,No,NA
7220,cute red-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCute01.png,780,195,너굴 상점,,빨간색,분홍색,구매가능,No,,No,NA
7219,cute white-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCute00.png,780,195,너굴 상점,,하얀색,하얀색,구매가능,No,,No,NA
7222,cute yellow-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCute03.png,780,195,너굴 상점,,노란색,노란색,구매가능,No,,No,NA
5070,cute-paint flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorColorfulWood00.png,2200,550,너굴 상점,,분홍색,주황색,구매가능,No,,No,NA
5005,daisy meadow,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorGrassland00.png,3000,750,사하라,,초록색,초록색,비매품,No,,No,NA
5062,dark herringbone flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHerringbone01.png,1200,300,너굴 상점,,갈색,갈색,구매가능,No,,No,NA
5025,dark parquet flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCountry01.png,1560,390,너굴 상점,,검정색,회색,구매가능,No,,No,NA
4992,dark wood-pattern flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimpleParquet01.png,1500,375,너굴 상점,,검정색,검정색,구매가능,No,,No,NA
5035,dark-block flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParquet01.png,1380,345,너굴 상점,,갈색,갈색,구매가능,No,,No,NA
5050,dark-chocolates flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorChocolate00.png,3000,750,사하라,,갈색,갈색,비매품,No,,No,NA
5011,dig-site flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorStratum00.png,3000,750,사하라,,갈색,베이지색,비매품,No,,No,NA
4981,dirt flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCottonSoil00.png,3000,750,사하라,,갈색,검정색,비매품,No,,No,NA
4980,field flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorFarm00.png,3000,750,사하라,,갈색,갈색,비매품,No,,No,NA
5031,flagstone flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorFlagStone00.png,1700,425,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
4993,floral mosaic-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMosaicTile00.png,1080,270,너굴 상점,,하얀색,하얀색,구매가능,No,,No,NA
4977,floral rush-mat flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRush00.png,3000,750,사하라,,하얀색,하얀색,비매품,No,,No,NA
5273,flowing-river flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorRiver00.png,3000,750,사하라,,회색,하늘색,비매품,No,,Yes,NA
7186,forest flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMushForest00.png,NFS,35000,제작,,갈색,갈색,비매품,Yes,,No,NA
5250,future-tech flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorTechnology00.png,3000,750,사하라,,검정색,검정색,비매품,No,,Yes,NA
5269,galaxy flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorGalaxy00.png,NFS,7500,제작,,파란색,파란색,비매품,Yes,,No,NA
5236,garbage-heap flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorGarbage00.png,NFS,120,제작,,하얀색,하얀색,비매품,Yes,,Yes,NA
4961,giraffe-print flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorAnimal01.png,1300,325,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
5064,gold iron-parquet flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParquetIron00.png,2350,587,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
5021,golden flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorGold00.png,NFS,40000,제작,,노란색,노란색,비매품,Yes,,No,NA
4978,gravel flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorGravel00.png,3000,750,사하라,,회색,회색,비매품,No,,No,NA
5080,gray argyle-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorArgyleTile00.png,1440,360,너굴 상점,,회색,하얀색,구매가능,No,,No,NA
5046,gray vinyl flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTileChecker00.png,1150,287,너굴 상점,,회색,하얀색,구매가능,No,,No,NA
6847,green floral flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDecoWood03.png,1520,380,너굴 상점,,초록색,초록색,구매가능,No,,No,NA
5041,green honeycomb tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHoneycomb02.png,1420,355,너굴 상점,,초록색,초록색,구매가능,No,,No,NA
5045,green retro flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorKitchen01.png,1540,385,너굴 상점,,초록색,초록색,구매가능,No,,No,NA
4952,green rubber flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRubber00.png,850,212,너굴 상점,,초록색,초록색,구매가능,No,,No,NA
5048,green vinyl flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTileChecker02.png,1150,287,너굴 상점,,초록색,하얀색,구매가능,No,,No,NA
12434,green wedding flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMarbleTile02.png,3000,750,웨딩 이벤트,,None,None,비매품,No,,,NA
5058,green-paint flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPaintWood01.png,1040,260,너굴 상점,,초록색,초록색,구매가능,No,,No,NA
4972,hexagonal floral flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHempTile00.png,860,215,너굴 상점,,하얀색,하얀색,구매가능,No,,No,NA
5237,highway flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHighway00.png,3000,750,사하라,,회색,베이지색,비매품,No,,No,NA
4999,honeycomb flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHoney00.png,NFS,3000,제작,,노란색,노란색,비매품,Yes,,No,NA
5516,ice flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorIce00.png,NFS,8200,제작,,하늘색,하늘색,비매품,Yes,,Yes,NA
5253,iceberg flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorIceFloe00.png,NFS,4000,제작,,하얀색,하늘색,비매품,Yes,,Yes,NA
5012,imperial tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDynasty00.png,3000,750,사하라,,하얀색,회색,비매품,No,,No,NA
4955,jointed-mat flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorJointMat00.png,1050,262,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
5515,jungle flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorJungle00.png,NFS,2200,제작,,초록색,초록색,비매품,Yes,,No,NA
5076,kitschy tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorKitschTile00.png,1280,320,너굴 상점,,분홍색,하얀색,구매가능,No,,No,NA
5274,lava flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorVolcano00.png,3000,750,사하라,,검정색,주황색,비매품,No,,Yes,NA
4959,leopard-print flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorAnimal00.png,1300,325,너굴 상점,,주황색,갈색,구매가능,No,,No,NA
5061,light herringbone flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHerringbone00.png,1200,300,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
5022,light parquet flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCountry00.png,1560,390,너굴 상점,,베이지색,갈색,구매가능,No,,No,NA
4991,light wood-pattern flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimpleParquet00.png,1500,375,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
5034,lobby flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorLobby00.png,3000,750,사하라,,보라색,검정색,비매품,No,,No,NA
4968,lunar surface,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorLunar00.png,NFS,7500,제작,,하얀색,회색,비매품,Yes,,No,NA
5024,marine pop flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorFishPop00.png,2020,505,너굴 상점,,파란색,파란색,구매가능,No,,No,NA
5026,mint dot flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDot01.png,800,200,너굴 상점,,초록색,초록색,구매가능,No,,No,NA
5044,modern wood flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMixwood00.png,1280,320,너굴 상점,,갈색,갈색,구매가능,No,,No,NA
4986,money flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorBill00.png,NFS,25000,제작,,하얀색,하얀색,비매품,Yes,,No,NA
5023,monochromatic dot flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDot00.png,800,200,너굴 상점,,회색,하얀색,구매가능,No,,No,NA
5067,monochromatic tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPanel00.png,1620,405,너굴 상점,,검정색,하얀색,구매가능,No,,No,NA
5234,mossy-garden flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMoss00.png,3000,750,사하라,,초록색,초록색,비매품,No,,No,NA
5033,natural-block flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParquet00.png,1380,345,너굴 상점,,갈색,베이지색,구매가능,No,,No,NA
6005,Nook Inc. flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorFirst00.png,24000,6000,너굴 마일 교환,,갈색,갈색,비매품,No,,No,1200
5255,oasis flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorOasis00.png,3000,750,사하라,,베이지색,하늘색,비매품,No,,Yes,NA
6928,olive desert-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMorocco03.png,2100,525,너굴 상점,,노란색,갈색,구매가능,No,,No,NA
6845,orange camo flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCamouflage03.png,1320,330,너굴 상점,,주황색,주황색,구매가능,No,,No,NA
5043,orange retro flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorKitchen00.png,1540,385,너굴 상점,,주황색,주황색,구매가능,No,,No,NA
4988,paintball flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorAtelier00.png,3000,750,사하라,,하얀색,컬러풀,비매품,No,,No,NA
5051,palace tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPalace00.png,3000,750,사하라,,하얀색,하얀색,비매품,No,,No,NA
4997,parking flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParking00.png,3000,750,사하라,,검정색,회색,비매품,No,,No,NA
5241,party flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParty00.png,NFS,370,생일,,컬러풀,회색,비매품,No,,No,NA
4956,pastel puzzle flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPuzzleMat00.png,1450,362,너굴 상점,,하얀색,하얀색,구매가능,No,,No,NA
4995,patchwork-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPatchworkTile00.png,2100,525,너굴 상점,,하얀색,하얀색,구매가능,No,,No,NA
5019,pine-board flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimple00.png,2500,625,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
5059,pink-paint flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPaintWood02.png,1040,260,너굴 상점,,분홍색,분홍색,구매가능,No,,No,NA
5017,purple camo flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorCamouflage02.png,1320,330,너굴 상점,,보라색,보라색,구매가능,No,,No,NA
6927,purple desert-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMorocco02.png,2100,525,너굴 상점,,보라색,하얀색,구매가능,No,,No,NA
7185,purple puzzle flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPuzzleMat03.png,1450,362,너굴 상점,,보라색,컬러풀,구매가능,No,,No,NA
5054,pyramid tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorEgypt00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,No,NA
4996,racetrack flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorAthletics00.png,3000,750,사하라,,초록색,초록색,비매품,No,,No,NA
5240,ramshackle flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRuins00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,No,NA
4973,random-square-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSquareTile00.png,1360,340,너굴 상점,,하얀색,하얀색,구매가능,No,,No,NA
4967,rattan flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRattan00.png,1100,275,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
5027,red dot flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDot02.png,800,200,너굴 상점,,빨간색,빨간색,구매가능,No,,No,NA
5047,red-and-black vinyl flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTileChecker01.png,1150,287,너굴 상점,,빨간색,회색,구매가능,No,,No,NA
4975,red-brick flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorBrick01.png,1040,260,너굴 상점,,빨간색,갈색,구매가능,No,,No,NA
5239,rocky-mountain flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRock00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,No,NA
4958,rose flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRoseCarpet00.png,2200,550,너굴 상점,,빨간색,빨간색,구매가능,No,,No,NA
5063,rosewood flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRoseWood00.png,2420,605,너굴 상점,,회색,회색,구매가능,No,,No,NA
5163,rubber-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorRubberTile00.png,700,175,너굴 상점,,회색,회색,구매가능,No,,No,NA
5079,rush tatami,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTatami01.png,2200,550,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
5078,rush tatami flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTatamiPanel01.png,2200,550,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
4983,Saharah's desert,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorDesert00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,No,NA
5056,sakura-wood flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSolidWood00.png,NFS,3200,제작,,분홍색,분홍색,비매품,Yes,,No,NA
4985,sandlot,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorEmptyLot00.png,3000,750,사하라,,노란색,베이지색,비매품,No,,No,NA
4970,sandy-beach flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSand00.png,NFS,4120,제작,,베이지색,베이지색,비매품,Yes,,No,NA
5270,sci-fi flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorSF00.png,NFS,7500,제작,,검정색,검정색,비매품,Yes,,Yes,NA
5010,scramble crosswalk,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorScramble00.png,3000,750,사하라,,회색,회색,비매품,No,,No,NA
7184,sepia puzzle flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPuzzleMat02.png,1450,362,너굴 상점,,컬러풀,컬러풀,구매가능,No,,No,NA
4950,ship deck,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSeaView00.png,4000,1000,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
5008,sidewalk flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSidewalk01.png,3000,750,사하라,,회색,갈색,비매품,No,,No,NA
5001,simple blue flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimpleCarpet01.png,1500,375,너굴 상점,,파란색,파란색,구매가능,No,,No,NA
5003,simple purple flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimpleCarpet03.png,1500,375,너굴 상점,,보라색,보라색,구매가능,No,,No,NA
5000,simple red flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimpleCarpet00.png,1500,375,너굴 상점,,빨간색,빨간색,구매가능,No,,No,NA
5004,simple white flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSimpleCarpet04.png,1500,375,너굴 상점,,하얀색,하얀색,구매가능,No,,No,NA
4989,ski-slope flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorGelande00.png,NFS,3200,제작,,하얀색,하얀색,비매품,Yes,,No,NA
5248,skull-print flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSkull00.png,3000,750,너굴 상점,,검정색,검정색,구매가능,No,,No,NA
5233,slate flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSlate00.png,1380,345,너굴 상점,,회색,회색,구매가능,No,,No,NA
7239,starry-sands flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSandStar00.png,NFS,7720,제작,,베이지색,하얀색,비매품,Yes,,No,NA
4960,steel flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorSteel00.png,NFS,5250,제작,,회색,회색,비매품,Yes,,No,NA
5069,stone tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorMarble00.png,3000,750,너굴 상점,,하얀색,하얀색,구매가능,No,,No,NA
4963,stripe flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorStripe00.png,1200,300,너굴 상점,,컬러풀,회색,구매가능,No,,No,NA
5013,sumo ring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorArena00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,No,NA
5238,swamp flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorBog00.png,3000,750,사하라,,검정색,회색,비매품,No,,No,NA
5039,tatami,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTatami00.png,2200,550,너굴 상점,,베이지색,베이지색,구매가능,No,,No,NA
5077,tatami flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTatamiPanel00.png,2200,550,너굴 상점,,초록색,하얀색,구매가능,No,,No,NA
4971,terra-cotta flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTileTerracotta00.png,1800,450,너굴 상점,,주황색,주황색,구매가능,No,,No,NA
6848,tiger-print flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorAnimal03.png,1300,325,너굴 상점,,검정색,주황색,구매가능,No,,No,NA
5009,train-station flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorPlatform00.png,3000,750,사하라,,베이지색,갈색,비매품,No,,No,NA
5268,underwater flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorFishTank00.png,NFS,6600,제작,,파란색,하늘색,비매품,Yes,,Yes,NA
5030,water flooring,https://acnhcdn.com/latest/FtrIcon/RoomSpFloorWater00.png,NFS,7200,제작,,하늘색,파란색,비매품,Yes,,Yes,NA
4984,western desert,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorWilderness00.png,3000,750,사하라,,베이지색,베이지색,비매품,No,,No,NA
5042,white honeycomb tile,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorHoneycomb03.png,1420,355,너굴 상점,,하얀색,하얀색,구매가능,No,,No,NA
6843,white iron-parquet flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorParquetIron03.png,2350,587,너굴 상점,,하얀색,하얀색,구매가능,No,,No,NA
5020,white mosaic-tile flooring,https://acnhcdn.com/latest/FtrIcon/RoomTexFloorTile00.png,900,225,너굴 상점,,하얀색,하얀색,구매가능,No,,No,NA
