nameKor,﻿Internal ID,Name,Storage Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Closet Image,Seasonal Availability,Style,Label Themes,Variation,Villager Equippable,Miles Price
농구화,5638,basketball shoes,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket0.png,1500,375,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket0.png,일 년 내내,활동적인,스포츠#비즈니스,Red,No,NA
농구화,10060,basketball shoes,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket1.png,1500,375,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket1.png,일 년 내내,활동적인,스포츠#비즈니스,Green,No,NA
농구화,10061,basketball shoes,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket2.png,1500,375,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,베이지색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket2.png,일 년 내내,활동적인,스포츠#비즈니스,Beige,No,NA
농구화,10062,basketball shoes,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket3.png,1500,375,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,노란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket3.png,일 년 내내,활동적인,스포츠#비즈니스,Orange,No,NA
농구화,10063,basketball shoes,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket4.png,1500,375,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket4.png,일 년 내내,활동적인,스포츠#비즈니스,Blue,No,NA
농구화,10064,basketball shoes,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket5.png,1500,375,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,보라색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket5.png,일 년 내내,활동적인,스포츠#비즈니스,Purple,No,NA
농구화,10065,basketball shoes,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket6.png,1500,375,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하늘색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket6.png,일 년 내내,활동적인,스포츠#비즈니스,Light blue,No,NA
농구화,10066,basketball shoes,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket7.png,1500,375,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,분홍색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket7.png,일 년 내내,활동적인,스포츠#비즈니스,Pink,No,NA
비즈 자수 샌들,5478,beaded sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBeads0.png,1800,450,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,주황색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBeads0.png,여름,화려한,데일리#릴렉스#바캉스,Orange,No,NA
비즈 자수 샌들,10137,beaded sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBeads1.png,1800,450,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,보라색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBeads1.png,여름,화려한,데일리#릴렉스#바캉스,Purple,No,NA
비즈 자수 샌들,10138,beaded sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBeads2.png,1800,450,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,노란색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBeads2.png,여름,화려한,데일리#릴렉스#바캉스,Yellow,No,NA
비즈 자수 샌들,10139,beaded sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBeads3.png,1800,450,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBeads3.png,여름,화려한,데일리#릴렉스#바캉스,Red,No,NA
비즈 자수 샌들,10140,beaded sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBeads4.png,1800,450,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBeads4.png,여름,화려한,데일리#릴렉스#바캉스,Green,No,NA
비즈 자수 샌들,10141,beaded sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBeads5.png,1800,450,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,베이지색,컬러풀,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBeads5.png,여름,화려한,데일리#릴렉스#바캉스,Beige,No,NA
장화,5479,boots,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots0.png,560,140,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots0.png,일 년 내내,심플한,아웃도어#비즈니스,Green,No,NA
장화,11685,boots,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots1.png,560,140,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,검정색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots1.png,일 년 내내,심플한,아웃도어#비즈니스,Black,No,NA
장화,11686,boots,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots2.png,560,140,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots2.png,일 년 내내,심플한,아웃도어#비즈니스,Blue,No,NA
장화,11687,boots,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots3.png,560,140,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots3.png,일 년 내내,심플한,아웃도어#비즈니스,Red,No,NA
장화,11688,boots,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots4.png,560,140,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,노란색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots4.png,일 년 내내,심플한,아웃도어#비즈니스,Olive,No,NA
비즈니스 슈즈,4730,business shoes,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBusiness0.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,검정색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBusiness0.png,일 년 내내,심플한,포멀#비즈니스,Black,No,NA
비즈니스 슈즈,11455,business shoes,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBusiness1.png,1300,325,에이블 시스터즈,에이블 시스터즈에만,갈색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBusiness1.png,일 년 내내,심플한,포멀#비즈니스,Brown,No,NA
스파이크 슈즈,5654,cleats,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike0.png,1200,300,패트릭,,파란색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike0.png,일 년 내내,활동적인,스포츠#비즈니스,Blue,No,NA
스파이크 슈즈,10245,cleats,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike1.png,1200,300,패트릭,,하늘색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike1.png,일 년 내내,활동적인,스포츠#비즈니스,Light blue,No,NA
스파이크 슈즈,10246,cleats,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike2.png,1200,300,패트릭,,빨간색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike2.png,일 년 내내,활동적인,스포츠#비즈니스,Red,No,NA
스파이크 슈즈,10247,cleats,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike3.png,1200,300,패트릭,,노란색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike3.png,일 년 내내,활동적인,스포츠#비즈니스,Yellow,No,NA
스파이크 슈즈,10248,cleats,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike4.png,1200,300,패트릭,,검정색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike4.png,일 년 내내,활동적인,스포츠#비즈니스,Black,No,NA
스파이크 슈즈,10249,cleats,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike5.png,1200,300,패트릭,,주황색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike5.png,일 년 내내,활동적인,스포츠#비즈니스,Orange,No,NA
스파이크 슈즈,10250,cleats,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike6.png,1200,300,패트릭,,초록색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike6.png,일 년 내내,활동적인,스포츠#비즈니스,Green,No,NA
스파이크 슈즈,10251,cleats,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike7.png,1200,300,패트릭,,보라색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike7.png,일 년 내내,활동적인,스포츠#비즈니스,Purple,No,NA
컴포트 샌들,5619,comfy sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort0.png,1040,260,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,갈색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort0.png,여름,심플한,데일리#릴렉스#바캉스,Brown,No,NA
컴포트 샌들,10700,comfy sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort1.png,1040,260,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하얀색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort1.png,여름,심플한,데일리#릴렉스#바캉스,White,No,NA
컴포트 샌들,10701,comfy sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort2.png,1040,260,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort2.png,여름,심플한,데일리#릴렉스#바캉스,Green,No,NA
컴포트 샌들,10702,comfy sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort3.png,1040,260,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort3.png,여름,심플한,데일리#릴렉스#바캉스,Blue,No,NA
컴포트 샌들,10703,comfy sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort4.png,1040,260,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,빨간색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort4.png,여름,심플한,데일리#릴렉스#바캉스,Red,No,NA
컴포트 샌들,10704,comfy sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort5.png,1040,260,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,주황색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort5.png,여름,심플한,데일리#릴렉스#바캉스,Orange,No,NA
컴포트 샌들,10705,comfy sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort6.png,1040,260,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,노란색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort6.png,여름,심플한,데일리#릴렉스#바캉스,Yellow,No,NA
컴포트 샌들,10706,comfy sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort7.png,1040,260,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,보라색,베이지색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort7.png,여름,심플한,데일리#릴렉스#바캉스,Purple,No,NA
웨스턴 부츠,5643,cowboy boots,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern0.png,2380,595,에이블 시스터즈,에이블 시스터즈에만,갈색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern0.png,일 년 내내,우아한,아웃도어#스테이지#비즈니스,Brown,No,NA
웨스턴 부츠,11253,cowboy boots,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern1.png,2380,595,에이블 시스터즈,에이블 시스터즈에만,검정색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern1.png,일 년 내내,우아한,아웃도어#스테이지#비즈니스,Black,No,NA
웨스턴 부츠,11254,cowboy boots,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern2.png,2380,595,에이블 시스터즈,에이블 시스터즈에만,하얀색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern2.png,일 년 내내,우아한,아웃도어#스테이지#비즈니스,Ivory,No,NA
웨스턴 부츠,11255,cowboy boots,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern3.png,2380,595,에이블 시스터즈,에이블 시스터즈에만,분홍색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern3.png,일 년 내내,우아한,아웃도어#스테이지#비즈니스,Pink,No,NA
웨스턴 부츠,11256,cowboy boots,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern4.png,2380,595,에이블 시스터즈,에이블 시스터즈에만,하늘색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern4.png,일 년 내내,우아한,아웃도어#스테이지#비즈니스,Blue,No,NA
크로스 벨트 샌들,4725,cross-belt sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt0.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,초록색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt0.png,여름,우아한,데일리#바캉스,Green,No,NA
크로스 벨트 샌들,10121,cross-belt sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt1.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,분홍색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt1.png,여름,우아한,데일리#바캉스,Pink,No,NA
크로스 벨트 샌들,10122,cross-belt sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt2.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,회색,회색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt2.png,여름,우아한,데일리#바캉스,Gray,No,NA
크로스 벨트 샌들,10123,cross-belt sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt3.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,갈색,갈색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt3.png,여름,우아한,데일리#바캉스,Brown,No,NA
크로스 벨트 샌들,10124,cross-belt sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt4.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,검정색,검정색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt4.png,여름,우아한,데일리#바캉스,Black,No,NA
크로스 벨트 샌들,10125,cross-belt sandals,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt5.png,1040,260,에이블 시스터즈,에이블 시스터즈에만,보라색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt5.png,여름,우아한,데일리#바캉스,Purple,No,NA
큐트 스니커,5803,cute sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute0.png,1260,315,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,하늘색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute0.png,일 년 내내,귀여운,데일리#메르헨,Light blue,No,NA
큐트 스니커,10266,cute sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute1.png,1260,315,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,노란색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute1.png,일 년 내내,귀여운,데일리#메르헨,Green,No,NA
큐트 스니커,10267,cute sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute2.png,1260,315,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,분홍색,보라색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute2.png,일 년 내내,귀여운,데일리#메르헨,Pink,No,NA
큐트 스니커,10268,cute sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute3.png,1260,315,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,노란색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute3.png,일 년 내내,귀여운,데일리#메르헨,Yellow,No,NA
큐트 스니커,10269,cute sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute4.png,1260,315,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,보라색,초록색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute4.png,일 년 내내,귀여운,데일리#메르헨,Purple,No,NA
큐트 스니커,10270,cute sneakers,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutCute5.png,1260,315,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,파란색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutCute5.png,일 년 내내,귀여운,데일리#메르헨,Blue,No,NA
DAL 슬리퍼,12130,DAL slippers,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSlippers0.png,4040,1010,도도항공,DAL 우편으로 옴,파란색,파란색,비매품,No,1x1,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSlippers0.png,일 년 내내,심플한,릴렉스#바캉스,Blue,No,NA
땅 달걀 신발,12455,earth-egg shoes,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEggground0.png,NFS,800,제작,,빨간색,노란색,비매품,Yes,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEggground0.png,일 년 내내,활동적인,메르헨#파티#스테이지,None,No,NA
자수 구두,9847,embroidered shoes,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEmbroidery0.png,2100,525,패트릭,,빨간색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEmbroidery0.png,일 년 내내,우아한,데일리#포멀,Red,No,NA
자수 구두,11987,embroidered shoes,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEmbroidery1.png,2100,525,패트릭,,하얀색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEmbroidery1.png,일 년 내내,우아한,데일리#포멀,White,No,NA
자수 구두,11988,embroidered shoes,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEmbroidery2.png,2100,525,패트릭,,검정색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEmbroidery2.png,일 년 내내,우아한,데일리#포멀,Black,No,NA
자수 구두,11989,embroidered shoes,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEmbroidery3.png,2100,525,패트릭,,하늘색,분홍색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutEmbroidery3.png,일 년 내내,우아한,데일리#포멀,Blue,No,NA
인조털 부츠,5476,faux-fur ankle booties,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutFurboots0.png,1450,362,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,초록색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutFurboots0.png,겨울,우아한,데일리#메르헨#포멀#파티#스테이지,Olive,No,NA
인조털 부츠,11682,faux-fur ankle booties,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutFurboots1.png,1450,362,에이블 시스터즈,고순이 임시 상점 또는 에이블 시스터즈,베이지색,하얀색,구매가능,No,1x1,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutFurboots1.png,겨울,우아한,데일리#메르헨#포멀#파티#스테이지,Beige,No,NA
