index,nameKor,nameJpn,nameEng,gender,birth,personality,species,phraseKor,phraseEng,coffeeBean,milkAmount,sugarCount,hobby,likeMusic,likeStyles,likeColors,wallPaper,floor,funitures,amiiboCardUrl,detailUrl,exteriorUrl,interiorUrl,iconUrl,posterUrl
65,핑글이,うずまき,Midge,f,03월 12일,친절함,새,핑그르르,tweedledee,블렌드,듬뿍,3,Education,산책,Cute#Simple,Pink#Pink,옐로 퀼트 벽,하얀 큐트 타일 바닥,3995;7134;3999;1757;3996;3624;3997;4001;4000;4003;3998,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_065.png?alt=media&token=ebc2f09b-0c52-4495-abb6-0a70e0aa44bd,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_065_midge.png?alt=media&token=f55d6844-52f8-4492-928c-b15b204332bb,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_065_Midge.png?alt=media&token=849e44cc-fa1a-40af-bc2d-5fb1384fe1f3,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_065_Midge.png?alt=media&token=e9948ca0-5ba6-41f0-bf49-09d39917b1ee,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_065.png?alt=media&token=e34556ca-d4c0-4532-921b-30ec65c8e287,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_065_Midge.png?alt=media&token=6fa1a784-9981-4922-a46b-d90011190351
66,빌리,ビリー,Gruff,m,08월 29일,무뚝뚝,염소,예이예,bleh eh eh,블렌드,살짝,1,Music,K.K.빌리,Cool#Gorgeous,Purple#Black,마구 붙인 돌 벽,흑백 데코타일 바닥,937;791;1045;863;1803;4139;4144;4141,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_066.png?alt=media&token=8d685cca-e3f3-4dba-9cdf-06b1f54bd339,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_066_gruff.png?alt=media&token=89c0c875-8937-446b-83e5-8918d01173b0,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_066_Gruff.png?alt=media&token=371813ce-b5e1-4769-90a7-ff95c9f520f2,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_066_Gruff.png?alt=media&token=92de79d6-f46e-4393-8116-171fc2d6f146,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_066.png?alt=media&token=50274c1f-8ba0-4fdb-9007-3797337c937f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_066_Gruff.png?alt=media&token=fee728f7-e5e0-4e94-a77c-c13fe78f8637
67,뽀야미,ゆきみ,Flurry,f,01월 30일,친절함,햄스터,뽀드득,powderpuff,모카,없음,0,Nature,졸면서 꾸는 꿈,Elegant#Cute,Red#Pink,베이지 풀꽃 벽,아라베스크 바닥,3681;2561;2560;9766;928;3949;1798;3251;7134;3122;957;4003;2605;1081;1348,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_067.png?alt=media&token=d9c0f84a-2894-48db-9403-40a08a5dae16,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_067_flurry.png?alt=media&token=a401d122-59ba-4405-a761-25a58d800413,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_067_Flurry.png?alt=media&token=563ede73-1465-49cd-8cac-e2bf8c817702,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_067_Flurry.png?alt=media&token=69f5ae36-eb26-404e-a1d3-b658d31e47d7,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_067.png?alt=media&token=cc20c24f-0616-4948-9f7b-6b2289cf96af,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_067_Flurry.png?alt=media&token=42b592fb-6598-4509-baaf-c1446988c9a4
68,마철이,デースケ,Clyde,m,05월 01일,먹보,말,다그닥,clip-clawp,블렌드,듬뿍,3,Play,토마토 스파게티,Simple#Cute,Green#White,오렌지 벽지,가공한 나무 바닥,1792;7392;4546;1263;1241;3616;2713;7134;3975;4011;3976,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_068.png?alt=media&token=ca9f14ed-fc2c-4db5-a20a-dbed49ed833d,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_068_clyde.png?alt=media&token=b0bbd5bc-600c-44de-8161-146c6d81a530,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_068_Clyde.png?alt=media&token=36e3dd18-0cd0-441a-9596-43b4bbeea689,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_068_Clyde.png?alt=media&token=1192b146-099a-43d5-931e-d33fe584ca89,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_068.png?alt=media&token=dd524eaa-5be4-4543-8d19-e210fde767e8,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_068_Clyde.png?alt=media&token=9d164cc3-b606-4127-be96-efcf7ba69480
69,이자벨,イザベラ,Bella,f,12월 28일,아이돌,생쥐,캬학,eeks,모카,없음,0,Music,K.K.메탈,Cool#Active,Black#Purple,콘크리트 벽,해골 바닥,3563;3559;4030;4017;4441;4139;4138;4137;4757;1870;1757;3621;3943;4071;8417,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_069.png?alt=media&token=1624d01b-be48-4943-b5a1-99631d0cf337,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_069_bella.png?alt=media&token=1f5a38f7-735d-4c05-833d-86b762dfd487,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_069_Bella.png?alt=media&token=2b8cd8df-e49e-4116-8ab1-5098ed3d0669,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_069_Bella.png?alt=media&token=0f8cb6fd-5fd2-4f13-b113-de7d7e49fc66,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_069.png?alt=media&token=6caf785a-f195-463e-bea5-a529e7920fef,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_069_Bella.png?alt=media&token=51d677de-e363-40db-8405-4e81c6aca49e
70,가브리엘,ガブリエル,Biff,m,03월 29일,운동광,하마,랑께,squirt,모카,없음,0,Fitness,K.K.펑키,Gorgeous#Active,Black#Blue,그래피티 벽,아틀리에 바닥,4226;2010;9619;7654;3965;1185;2614;787,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_070.png?alt=media&token=9de53061-c100-4b2a-a67f-fe3d883bef63,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_070_biff.png?alt=media&token=37ce079b-9fe0-4ebd-9c44-850f78e7d234,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_070_Biff.png?alt=media&token=245b6547-7609-4e71-9359-ac91b13aae99,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_070_Biff.png?alt=media&token=b7df486b-e6de-4fa7-84d3-b7ec1fcf2355,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_070.png?alt=media&token=a020a61e-30a0-4565-9420-1f85c03a128e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_070_Biff.png?alt=media&token=94453e9e-7651-41db-af51-7112e6c58f55
71,유카리,ユーカリ,Yuka,f,07월 20일,성숙함,코알라,어맛,tsk tsk,킬리만자로,듬뿍,3,Fashion,K.K.가스펠,Cool#Elegant,Orange#Yellow,베이지 아르데코풍 벽,보라 심플 카펫 바닥,3957;3955;2554;3974;3951;794;4106;3959;3958;997,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_071.png?alt=media&token=4a1bb7c1-fd10-435c-8786-e75630a82017,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_071_yuka.png?alt=media&token=8868d9fc-8ac4-4f31-84c6-b5da7af7eded,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_071_Yuka.png?alt=media&token=f2ef645d-620e-4011-8877-967dc15f890d,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_071_Yuka.png?alt=media&token=4c6002d8-9c87-4892-b63e-2554d8920282,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_071.png?alt=media&token=9dc5017f-25d5-4c6b-a39c-4a309e3c3a97,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_071_Yuka.png?alt=media&token=d1fc09d9-8f5d-42e4-8969-258eacea5c94
72,라이오넬,ライオネル,Lionel,m,07월 29일,느끼함,사자,옳거니,precisely,모카,듬뿍,3,Music,K.K.볼레로,Gorgeous#Active,Green#Gray,야경 벽,파란 심플 카펫 바닥,1840;3957;2554;3958;3951;794;3784;9766;2731;3783,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_072.png?alt=media&token=10972580-ef8d-4b1a-9bd5-a16662229e2c,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_072_lionel.png?alt=media&token=6c07c12b-a74f-4680-87e8-2eafced2e2f5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_072_Lionel.png?alt=media&token=390572ad-fe18-4807-9eec-60b11d84be1c,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_072_Lionel.png?alt=media&token=bb9ba8ca-0939-4f1f-93a6-263e287c4c26,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_072.png?alt=media&token=64f9554b-a69f-4672-a718-ed58833a6f91,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_072_Lionel.png?alt=media&token=35c8acaa-bdbb-4ae4-8d77-3dade58b531a
73,레이라,レイラ,Flo,f,09월 02일,단순활발,펭귄,맞잖아,cha,블렌드,살짝,1,Music,미니멀 음악,Cool#Gorgeous,Red#Purple,아이스 벽,아이스 바닥,7235;4015;3498;3498;4054;1929;4338;8394;3562;998;4279;928;3559;3428,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_073.png?alt=media&token=c3e7b79c-5e5b-4985-88cc-3f356343c26a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_073_flo.png?alt=media&token=3c195aaa-9473-47fb-a5c1-b1ec005905bc,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_073_Flo.png?alt=media&token=8814fb60-7e2b-4677-ba58-8ba3a5a2de5f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_073_Flo.png?alt=media&token=5b900199-191b-401e-a9a5-77e089424917,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_073.png?alt=media&token=b7a88fb4-1fc1-443b-98c2-2e0d898c1c92,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_073_Flo.png?alt=media&token=2c502bd3-8f3d-42b0-83b5-6b1e7f72aca2
74,박사,ハカセ,Cobb,m,10월 07일,운동광,돼지,이노라,hot dog,블루마운틴,살짝,1,Education,생각 중,Simple#Active,White#Blue,그레이 강판 벽,콘크리트 바닥,1434;4125;4125;4125;1750;3968;3943;7371;1759;4116;3672;3697;4034;7159;4034;1759;1759,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_074.png?alt=media&token=d54dfe62-9ef7-4d4b-915c-6c4c1be833f1,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_074_cobb.png?alt=media&token=5a2e2aa2-4129-4cf2-874d-d37278922aa2,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_074_Cobb.png?alt=media&token=df85f305-0717-466a-9c5e-eaff721dc941,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_074_Cobb.png?alt=media&token=a5b88bc3-431d-4ee8-a4bd-71d5a59c5084,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_074.png?alt=media&token=292765da-ce52-4ecd-8802-9cbbf11ad52f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_074_Cobb.png?alt=media&token=4c4130cf-4d9a-4e8c-9693-ae10b01769f5
75,안데스,アンデス,Amelia,f,11월 19일,성숙함,독수리,엄머머,cuz,블루마운틴,듬뿍,3,Music,페루의 노래,Cool#Elegant,Black#White,산 정상 벽,평범한 바닥,4043;4042;4041;794;383;9313;4044;4036;4393;3229;4123,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_075.png?alt=media&token=50e136b4-1732-4b16-a430-00c090c458d8,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_075_amelia.png?alt=media&token=17e770a1-8626-4b8f-8a61-41280c181917,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_075_Amelia.png?alt=media&token=7c23f85f-9222-4361-bebd-9db9359914e4,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_075_Amelia.png?alt=media&token=91cdf74e-0490-4dcc-8e57-a256ab80324c,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_075.png?alt=media&token=7a592123-339a-4aa5-9c90-af9a23ae00c9,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_075_Amelia.png?alt=media&token=67fcdbb3-79ef-4f91-8308-c16a5df6a9a0
76,드리미,クワトロ,Jeremiah,m,07월 08일,먹보,개구리,딩동댕,nee-deep,킬리만자로,없음,0,Play,졸면서 꾸는 꿈,Simple#Simple,Orange#Yellow,파란 놀이방 벽지,블루 도트 카펫 바닥,1792;5543;3623;86;2560;4003;3995;2605;3208;3438;7134;4111;4308,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_076.png?alt=media&token=b33ddb86-79db-4ded-b23f-336d56b88c3d,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_076_jeremiah.png?alt=media&token=8c5be64d-e20f-41ed-8eea-319857faba29,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_076_Jeremiah.png?alt=media&token=17700f8a-2bb7-416a-96d5-93b23b082c4d,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_076_Jeremiah.png?alt=media&token=33518dba-87af-49f7-9292-ff5558f8250f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_076.png?alt=media&token=c0c97472-375f-4fb8-bd78-baf756877840,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_076_Jeremiah.png?alt=media&token=6f846d30-dd29-4553-85a9-eb2b00489496
77,한나,ハンナ,Cherry,f,05월 11일,단순활발,강아지,그냥저냥,what what,모카,적당히,2,Music,드럼앤베이스,Cool#Elegant,Black#Purple,야경 벽,해골 바닥,7235;1840;3468;3615;3943;3958;10244;4030;7232;4017;7232;7382,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_077.png?alt=media&token=236b55e4-32a5-4c69-834e-f9f0d3491295,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_077_cherry.png?alt=media&token=804433e9-2503-4c32-adfd-fddbc7ea34bc,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_077_Cherry.png?alt=media&token=d54ef3fb-b916-4d07-ab40-17fdf4230f80,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_077_Cherry.png?alt=media&token=74bbb561-07f0-4d8b-89db-0d99bb53d285,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_077.png?alt=media&token=b3f07562-855b-4afb-89ef-e85de8afca89,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_077_Cherry.png?alt=media&token=1c713044-62da-4896-b69d-d2577e3f507e
78,슈베르트,シュバルツ,Roscoe,m,06월 16일,무뚝뚝,말,부르르,nay,모카,살짝,1,Music,드럼앤베이스,Cool#Gorgeous,Black#Gray,블랙 왕관 벽지,흑백 패널 카펫 바닥,4052;2554;1241;3559;1645;4046;4757;4054;4050;4338;3561;1744;4738;849;929,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_078.png?alt=media&token=746aae6e-8fd0-43ad-a497-72518619116e,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_078_roscoe.png?alt=media&token=32612040-1c9d-486b-a07a-cd797bba4e78,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_078_Roscoe.png?alt=media&token=eaedfb34-c84f-4e56-90dc-2bdde5986adb,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_078_Roscoe.png?alt=media&token=37f28f7b-8bfa-436e-84cf-98d9c630a8b0,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_078.png?alt=media&token=349953d6-cad2-4f79-8569-6c2d271c2c98,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_078_Roscoe.png?alt=media&token=1fdcd0d7-c977-4652-b1f1-4c861b1d7421
79,탱고,トンコ,Truffles,f,07월 28일,아이돌,돼지,거라예,snoutie,블루마운틴,살짝,1,Fashion,토마토 스파게티,Cute#Gorgeous,Green#Red,장난기 넘치는 벽지,갈색 육각 타일 바닥,2713;4003;3428;2561;7132;3616;3998;3952;7536;1888,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_079.png?alt=media&token=ad6e4bf0-706e-4d76-a2ff-f47dde7192b9,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_079_truffles.png?alt=media&token=d01439cc-9457-4135-a133-afe1dc525795,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_079_Truffles.png?alt=media&token=1d94a61f-0b97-42de-a1b5-a1ca284cf594,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_079_Truffles.png?alt=media&token=8fede104-d4f7-4037-9844-90a01a5275d7,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_079.png?alt=media&token=866bc3c5-9e79-45b2-bb61-e4d7878092cf,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_079_Truffles.png?alt=media&token=d72daa34-de9a-4349-9e46-98f51b13f956
80,코알,ロッキー,Eugene,m,10월 26일,느끼함,코알라,야야야,yeah buddy,모카,없음,0,Music,K.K.형사,Cool#Gorgeous,Black#Gray,오피스 벽,흑백 패널 카펫 바닥,1232;7161;4116;7529;7529;1744;2014;1850;3672;1750;2014;1750;1870;3672;3822;1288,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_080.png?alt=media&token=4040c8dc-e6fc-4121-b514-5a1ffcd7c478,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_080_eugene.png?alt=media&token=b304a445-8fff-4c5e-8ae7-f7fa37eb95b2,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_080_Eugene.png?alt=media&token=6e734a56-0d3f-4280-a3f3-a4c85ff9a15a,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_080_Eugene.png?alt=media&token=a3b61221-af7c-4bc7-9ddd-6f187d3cc33b,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_080.png?alt=media&token=6fca010a-8fe4-478a-8625-3dfbea9c4298,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_080_Eugene.png?alt=media&token=174046b0-ee86-4e5b-9d3a-b4c8834215b9
81,곱슬이,モヘア,Eunice,f,04월 03일,친절함,양,메에에,lambchop,블루마운틴,살짝,1,Fashion,K.K.디스코,Simple#Elegant,Beige#Orange,파란 타일 벽,블루 고무 바닥,1227;1227;1227;1227;1227;1227;1227;1227;7529;1802;1165;2556;7529;1227;1227;7529;1227;7529;1227;3560;4048;3431;3697;3586;1744,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_081.png?alt=media&token=8204da29-48f6-404c-9a75-428db05fa3eb,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_081_eunice.png?alt=media&token=3b055dcc-e5cb-4638-9e0c-1443c207c68b,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_081_Eunice.png?alt=media&token=9fb59ef8-7589-427e-bba9-90e1e6d9371f,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_081_Eunice.png?alt=media&token=33e906d9-3258-42f6-a324-8fa84c71d264,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_081.png?alt=media&token=2152ac2e-8915-4bcb-a47e-4af328694b7d,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_081_Eunice.png?alt=media&token=2a140e48-3f90-4650-9fc4-b11239a444c3
82,건태,ケンタ,Goose,m,10월 04일,운동광,닭,키득,buh-kay,블렌드,듬뿍,3,Fitness,K.K.컨트리,Simple#Active,Blue#White,초록 페인트 우드 벽,화려한 나무 바닥,3439;1913;3122;2605;3251;2713;3438;787;2560;3818;4123,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Famiibo_card%2Famiibo_card_082.png?alt=media&token=ef7d5249-c27b-447e-b3ed-d35c85f7d989,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fdetail%2Fvillager_detail_082_goose.png?alt=media&token=40191484-8189-4e41-aee2-08c2ac98cade,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fexterior%2Fvillager_exterior_082_Goose.png?alt=media&token=a66fbd7c-fd50-4080-b212-fea27c4ed8e4,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Finterior%2Fvillager_interior_082_Goose.png?alt=media&token=5a8bd84c-d756-4614-abfe-2b9d63211ba5,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Ficon%2Fic_villager_082.png?alt=media&token=dd0235de-2e88-437d-8d9d-6968a19ac88c,https://firebasestorage.googleapis.com/v0/b/acnh-wiki-f8aa7.appspot.com/o/villager%2Fposter%2Fvillager_poster_082_Goose.png?alt=media&token=5704a8fd-a4b5-4164-8d79-c7cbc860e44c
