Internal ID,Name,Image,Buy,Sell,Source,Source Notes,Color 1,Color 2,Catalog,DIY,Size,Variant ID,Variation,Body Title,Pattern,Pattern Title,Kit Cost,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Body Customize,Pattern Customize,Miles Price,Outdoor
3957,antique bed,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueBedW_Remake_1_0.png,28000,7000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Beige,White,For sale,No,2x2,1_0,Natural,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3957,antique bed,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueBedW_Remake_2_0.png,28000,7000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,White,For sale,No,2x2,2_0,Black,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3956,antique bureau,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueBureau_Remake_0_0.png,20000,5000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,Brown,For sale,No,1x1,0_0,Brown,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3956,antique bureau,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueBureau_Remake_1_0.png,20000,5000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Beige,Beige,For sale,No,1x1,1_0,Natural,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3956,antique bureau,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueBureau_Remake_2_0.png,20000,5000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Black,For sale,No,1x1,2_0,Black,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3950,antique chair,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueChairS_Remake_0_0.png,10000,2500,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,White,For sale,No,1x1,0_0,Brown,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3950,antique chair,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueChairS_Remake_1_0.png,10000,2500,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Beige,White,For sale,No,1x1,1_0,Natural,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3950,antique chair,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueChairS_Remake_2_0.png,10000,2500,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,White,For sale,No,1x1,2_0,Black,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3954,antique clock,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueClock_Remake_0_0.png,44000,11000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,Yellow,For sale,No,1x1,0_0,Brown,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3954,antique clock,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueClock_Remake_1_0.png,44000,11000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Beige,Yellow,For sale,No,1x1,1_0,Natural,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3954,antique clock,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueClock_Remake_2_0.png,44000,11000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Yellow,For sale,No,1x1,2_0,Black,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3951,antique console table,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueConsole_Remake_0_0.png,17000,4250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,Brown,For sale,No,2x1,0_0,Brown,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3951,antique console table,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueConsole_Remake_1_0.png,17000,4250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Beige,Beige,For sale,No,2x1,1_0,Natural,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3951,antique console table,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueConsole_Remake_2_0.png,17000,4250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Black,For sale,No,2x1,2_0,Black,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3958,antique mini table,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableS_Remake_0_0.png,6700,1675,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,White,For sale,No,1x1,0_0,Brown,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3958,antique mini table,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableS_Remake_1_0.png,6700,1675,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Beige,White,For sale,No,1x1,1_0,Natural,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3958,antique mini table,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableS_Remake_2_0.png,6700,1675,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,White,For sale,No,1x1,2_0,Black,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3952,antique table,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableL_Remake_0_0.png,25000,6250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,Brown,For sale,No,2x2,0_0,Brown,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3952,antique table,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableL_Remake_1_0.png,25000,6250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Beige,Beige,For sale,No,2x2,1_0,Natural,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3952,antique table,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableL_Remake_2_0.png,25000,6250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Black,For sale,No,2x2,2_0,Black,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3955,antique vanity,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueDresser_Remake_0_0.png,31000,7750,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,Light blue,For sale,No,2x1,0_0,Brown,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3955,antique vanity,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueDresser_Remake_1_0.png,31000,7750,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Beige,Light blue,For sale,No,2x1,1_0,Natural,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3955,antique vanity,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueDresser_Remake_2_0.png,31000,7750,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Light blue,For sale,No,2x1,2_0,Black,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3959,antique wardrobe,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueChest_Remake_0_0.png,37000,9250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Brown,Brown,For sale,No,2x1,0_0,Brown,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3959,antique wardrobe,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueChest_Remake_1_0.png,37000,9250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Beige,Beige,For sale,No,2x1,1_0,Natural,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
3959,antique wardrobe,https://acnhcdn.com/latest/FtrIcon/FtrAntiqueChest_Remake_2_0.png,37000,9250,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Black,Black,For sale,No,2x1,2_0,Black,NA,NA,NA,NA,living room,expensive,antique,None,No,No,NA,No
4134,apple chair,https://acnhcdn.com/latest/FtrIcon/FtrFruitsChairApple_Remake_0_0.png,NFS,2480,Crafting,,Red,Yellow,Not for sale,Yes,1x1,0_0,Red apple,Fruit type,NA,NA,4,fancy,None,fruits,apple,Yes,No,NA,No
4134,apple chair,https://acnhcdn.com/latest/FtrIcon/FtrFruitsChairApple_Remake_1_0.png,NFS,2480,Crafting,,Green,Yellow,Not for sale,Yes,1x1,1_0,Green apple,Fruit type,NA,NA,4,fancy,None,fruits,apple,Yes,No,NA,No
5956,Aquarius urn,https://acnhcdn.com/latest/FtrIcon/FtrZodiacAquarius.png,NFS,22125,Crafting,,White,Yellow,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,expensive,bathroom,stars,None,No,No,NA,No
8226,arcade combat game,https://acnhcdn.com/latest/FtrIcon/FtrArcadegameShooting.png,64000,16000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",White,Blue,For sale,No,1x1,NA,NA,NA,NA,NA,NA,facility,shop,None,None,No,No,NA,No
8225,arcade fighting game,https://acnhcdn.com/latest/FtrIcon/FtrArcadegameFight.png,64000,16000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",White,Red,For sale,No,1x1,NA,NA,NA,NA,NA,NA,facility,shop,None,None,No,No,NA,No
8227,arcade mahjong game,https://acnhcdn.com/latest/FtrIcon/FtrArcadegameMahjong.png,64000,16000,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",White,Green,For sale,No,1x1,NA,NA,NA,NA,NA,NA,facility,shop,None,None,No,No,NA,No
12207,arcade seat,https://acnhcdn.com/latest/FtrIcon/FtrGameChair_Remake_0_0.png,1300,325,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Red,Gray,For sale,No,1x1,0_0,Red,NA,NA,NA,NA,facility,shop,None,None,No,No,NA,No
12207,arcade seat,https://acnhcdn.com/latest/FtrIcon/FtrGameChair_Remake_1_0.png,1300,325,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Gray,Gray,For sale,No,1x1,1_0,Gray,NA,NA,NA,NA,facility,shop,None,None,No,No,NA,No
12207,arcade seat,https://acnhcdn.com/latest/FtrIcon/FtrGameChair_Remake_2_0.png,1300,325,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Blue,Gray,For sale,No,1x1,2_0,Blue,NA,NA,NA,NA,facility,shop,None,None,No,No,NA,No
5954,Aries rocking chair,https://acnhcdn.com/latest/FtrIcon/FtrZodiacAries.png,NFS,12125,Crafting,,White,Yellow,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,expensive,fancy,stars,None,No,No,NA,No
7839,artisanal bug cage,https://acnhcdn.com/latest/FtrIcon/FtrEventobjInsectBox.png,NFS,450,Bug-Off,,Brown,Brown,Not for sale,No,2x1,NA,NA,NA,NA,NA,NA,garden,facility,None,None,No,No,NA,Yes
1439,asteroid,https://acnhcdn.com/latest/FtrIcon/FtrMeteo.png,NFS,4000,Crafting,,Black,Black,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,space,facility,None,None,No,No,NA,Yes
1445,astronaut suit,https://acnhcdn.com/latest/FtrIcon/FtrSpacesuit.png,NFS,6250,Crafting,,White,Black,Not for sale,Yes,1x1,NA,NA,NA,NA,NA,NA,space,None,None,None,No,No,NA,Yes
2740,automatic washer,https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_0_0.png,4500,1125,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",White,White,For sale,No,1x1,0_0,White,NA,NA,NA,NA,bathroom,None,None,None,No,No,NA,No
2740,automatic washer,https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_1_0.png,4500,1125,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Red,White,For sale,No,1x1,1_0,Pink,NA,NA,NA,NA,bathroom,None,None,None,No,No,NA,No
2740,automatic washer,https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_2_0.png,4500,1125,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Blue,White,For sale,No,1x1,2_0,Blue,NA,NA,NA,NA,bathroom,None,None,None,No,No,NA,No
2740,automatic washer,https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_3_0.png,4500,1125,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Green,White,For sale,No,1x1,3_0,Green,NA,NA,NA,NA,bathroom,None,None,None,No,No,NA,No
2740,automatic washer,https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_4_0.png,4500,1125,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Yellow,White,For sale,No,1x1,4_0,Yellow,NA,NA,NA,NA,bathroom,None,None,None,No,No,NA,No
2740,automatic washer,https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_5_0.png,4500,1125,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Black,Black,For sale,No,1x1,5_0,Black,NA,NA,NA,NA,bathroom,None,None,None,No,No,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_0.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Red,Colorful,For sale,No,1x1,0_0,Red,NA,Bear,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_1.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Red,Colorful,For sale,No,1x1,0_1,Red,NA,Strawberry,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_2.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Red,Orange,For sale,No,1x1,0_2,Red,NA,Butterfly,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_3.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Red,Colorful,For sale,No,1x1,0_3,Red,NA,Train,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_4.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Red,Colorful,For sale,No,1x1,0_4,Red,NA,Paw print,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_1_0.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Pink,Colorful,For sale,No,1x1,1_0,Pink,NA,Bear,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_1_1.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Pink,Colorful,For sale,No,1x1,1_1,Pink,NA,Strawberry,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_1_2.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Pink,Orange,For sale,No,1x1,1_2,Pink,NA,Butterfly,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_1_3.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Pink,Colorful,For sale,No,1x1,1_3,Pink,NA,Train,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_1_4.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Pink,Colorful,For sale,No,1x1,1_4,Pink,NA,Paw print,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_2_0.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Yellow,Colorful,For sale,No,1x1,2_0,Yellow,NA,Bear,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_2_1.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Yellow,Colorful,For sale,No,1x1,2_1,Yellow,NA,Strawberry,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_2_2.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Yellow,Orange,For sale,No,1x1,2_2,Yellow,NA,Butterfly,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_2_3.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Yellow,Colorful,For sale,No,1x1,2_3,Yellow,NA,Train,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_2_4.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Yellow,Colorful,For sale,No,1x1,2_4,Yellow,NA,Paw print,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_3_0.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Green,Colorful,For sale,No,1x1,3_0,Green,NA,Bear,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_3_1.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Green,Colorful,For sale,No,1x1,3_1,Green,NA,Strawberry,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_3_2.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Green,Orange,For sale,No,1x1,3_2,Green,NA,Butterfly,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_3_3.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Green,Colorful,For sale,No,1x1,3_3,Green,NA,Train,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_3_4.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Green,Colorful,For sale,No,1x1,3_4,Green,NA,Paw print,Cushion,1,child's room,None,None,None,No,Yes,NA,No
3305,baby chair,https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_4_0.png,1200,300,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Blue,Colorful,For sale,No,1x1,4_0,Blue,NA,Bear,Cushion,1,child's room,None,None,None,No,Yes,NA,No
